Original|Translated
Pumpkin Breath|Kürbisatem
Paracausal Fragment of Sulfuras|Parakausales Fragment von Sulfuras
Shroomtend|Pilzzart
Scorching Roots|Versengende Wurzeln
Burning Wrath|Brennender Grimm
Drenching Orb|Durchtränkende Kugel
Festering Blades|Schwärende Klingen
Everweaving Threads|Endlos verwobene Fäden
Threads of Life|Lebensfäden
Dreamsurge Heartbloom|Traumsprungherzblume
Wind Vortex|Windvortex
Insidious Cackle|Tückisches Gelächter
Gathering Flames|Versammelnde Flammen
Hot Head|Hitzkopf
Interval|Intervall
Terror Blades|Terrorklingen
Astral Blades|Astralklingen
Fungal Charge|Pilzansturm
Medals|Medaillen
Dreamsurge Guidance|Traumsprunganleitung
Shrapnel Mine|Splittermine
Ash Bomb|Aschebombe
Greater Encapsulated Destiny|Großes eingeschlossenes Schicksal
Heart Stopper|Herzstopper
Bloodmine|Blutmine
Ember Curse|Glutfluch
Bomb Lobber|Bombenwerfer
Shrapnel Spreader|Schrapnellverteiler
Railgun|Schienengewehr
Crankshot|Kurbelknall
Bubbling Brews|Schaumige Gebräue
Evoker Warnings|Ruferwarnungen
Umbral Destruction|Umbralzerstörung
Dreaming Devotion|Träumende Hingabe
Summon Infinite Keeper|Ewigen Hüter beschwören
Dwarven Medicine|Zwergenmedizin
Infinite Corruption|Ewige Verderbnis
Cursed Hot Head|Verfluchter Hitzkopf
Paused|Pausiert
Creature of Dream|Kreatur der Träume
Moon's Eclipse|Mondfinsternis
Shadow Curse|Schattenfluch
Dream Attunement|Traumeinstimmung
Wild Blade|Wilde Klinge
Summon Ingredient Quest Giver|Zutaten-Questgeber beschwören
Prophetic Stonescale|Prophetische Steinschuppe
Infused Hourglass|Energieerfülltes Stundenglas
Rage of Fyr'alath|Wut von Fyr'alath
Summon Fruit|Frucht beschwören
Lost Slime|Verirrter Schleim
Glory to the Alliance|Ruhm der Allianz
Severed Spirit|Abgetrennter Geist
Aerial Broadside|Luftbreitseite
Fyr'alath's Bite|Fyr'alaths Biss
Thorny Surprise|Dornige Überraschung
Accelerating Sandglass|Beschleunigende Sanduhr
Dream Rend|Traumreißen
Examine Soil|Erde untersuchen
Gigantic Dreamseed|Gigantische Traumsaat
Pick Mount|Reittier auswählen
Combusting Presence|Verbrennende Präsenz
Small Dreamseed|Kleine Traumsaat
Plump Dreamseed|Pralle Traumsaat
Fiery Force of Nature|Feurige Naturgewalt
Garden of Corruption|Garten der Verderbnis
De-Fleshinator 3000|Entfleischifizierer 3000
Time Saver|Zeitretter
Reaping Agony|Agonie ernten
Order-Infused Strike|Ordnungserfüllter Schlag
Wrath of Valor|Zorn der Tapferkeit
Echoing Tyrstone|Widerhallender Tyrstein
Stop the Heat|Hitze stoppen
Summon Tree|Baum beschwören
Battle Senses|Kampfsinne
Mirror of Fractured Tomorrows|Spiegel der gebrochenen Morgen
Contribution|Beitrag
Sawblade-Storm|Sägeblattsturm
Fel Purge|Teufelsläuterung
Reaping Spike|Erntestachel
Marked for Torment|Für Qualen markiert
Boon of the Firelands|Segen der Feuerlande
Verdant Conduit|Tiefgrüne Leitung
Smashing Viscera|Eingeweide zerschmettern
Explosive Bark|Explosive Rinde
Seeds of Corruption|Saaten der Verderbnis
Helpful Wisps|Hilfreiche Irrwische
Ruinous End|Ruinöses Ende
Dreamsurge Thunderbounce|Traumsprungdonnersprung
Rift Sickness|Risskrankheit
Contribute F|F beisteuern
Limit Break|Grenzwert
Potent Lullaby|Mächtiges Schlaflied
Dreamsurge Greenwalker|Traumsprunggrünwandler
Self Sufficient|Unabhängig
Time-Lost Artifact|Zeitverlorenes Artefakt
Pauldrons of the Fire Lord|Schulterstücke des Feuerlords
Dreamsurge Defenders|Traumsprungverteidiger
Defiling Breath|Entweihender Atem
Destroying Soulstone|Seelenstein zerstören
Brave Bubble|Mutige Blase
Ultimate Penitence|Ultimative Bußfertigkeit
Legion's Wrath|Zorn der Legion
Dreamtender's Charm|Amulett des Traumpflegers
Fiery Retaliation|Feuriger Gegenschlag
Magma Font|Magmaquell
Flesh Mortification|Fleischnekrose
Nature's Bulwark|Bollwerk der Natur
Loose Time|Freilaufende Zeit
Purifying Tangle|Reinigendes Gewirr
Canteen|Feldflasche
Spark Storm|Funkenunwetter
Cranking 90s|90er-Deckung
Shockwave Bomb|Schockwellenbombe
Head|wichtigen
Vapor Cloud|Dampfwolke
Dimensional Anomaly|Dimensionale Anomalie
Shoulders|Schulterstücke
Tentickles|Tentakelspektakel
Ensemble: Infinite Acolyte's Regalia|Ensemble: Ornat des ewigen Akolythen
Teleport Bomb|Teleportbombe
Seismic Quake|Seismisches Beben
Gear-Melter Bomb|Ausrüstungsschmelzbombe
The Storm|Der Sturm
Quack!|Quak!
Book Sorting|Buch sortieren
Hydro Cannon|Hydrokanone
Supply Drop|Versorgungsabwurf
Disco Bomb|Diskobombe
Glug Jug|Trinkkrug
Quad Rocket|Vierfachrakete
Fury of the Quacken|Zorn des Quaken
Medal of Conquest|Medaille der Eroberung
Throw Clothes!|Kleidung werfen!
Re-gloop|Neu-Glupps
Thorn Eruption|Dorneneruption
Sunflame|Sonnenflamme
Star Fragments|Sternfragmente
Shadowflame Eruption|Schattenflammeneruption
Candle|Kerze
Candlelight|Kerzenschein
Unnatural Incubation|Unnatürliches Schlüpfen
Dripping Embers|Tropfende Glut
Ice Ball|Eisball
Scorchtail Crash|Sengschweifsturz
Manifest Shade|Schemen manifestieren
Bramble Smash|Dornenschmettern
Brimming Blaze|Lodernde Lohe
Trusty Whip|Treue Peitsche
Scorching Pursuit|Sengende Verfolgung
Inflorescence|Infloreszenz
Doom Cultivation|Verdammniskultivierung
Cleansing Salve|Läuternde Salbe
Eerie Molds|Unheimliche Formen
Noxious Blossom|Giftige Blüte
Continuum|Kontinuum
Molten Wax|Geschmolzenes Wachs
Candleburn|Kerzenbrand
Heave Pickaxe|Spitzhacke wuchten
Throw Darkflame|Dunkelflamme werfen
Magma Storm|Magmasturm
Swarming Allies|Schwärmende Verbündete
Coiling Flames|Schlängelnde Flammen
Unseeming Shift|Ungehörige Verschiebung
Poisonous Javelin|Giftiger Wurfspeer
Viridian Rain|Viridianregen
Pulverizing Outburst|Pulverisierender Ausbruch
Flood of the Firelands|Flut der Feuerlande
Relentless Barrage|Unerbittliches Sperrfeuer
Surging Growth|Schwellendes Gewächs
Construction Window: Eadward's Notes Continued|Konstruktionsfenster: Eadweards Notizen, Fortsetzung
Cranky Tantrum|Launischer Wutanfall
Song of the Dragon|Lied des Drachen
Splintering Charcoal|Splitternde Kohle
Darkflame Pickaxe|Dunkelflammenspitzhacke
Ashen Earth|Aschene Erde
Searing Ash|Sengende Asche
Ashen Call|Ascheruf
Brand of Damnation|Brandmal der Verdammnis
Relic of Uldum|Relikt von Uldum
Brann's Epic Egg|Branns episches Ei
Emergency Supplies|Notvorräte
Encased in Ash|In Asche eingeschlossen
Attach Rope|Seil anbringen
Smoldering Ground|Schwelender Boden
Smoldering Suffocation|Qualmendes Ersticken
Vial of Moonwell Water|Phiole mit Mondbrunnenwasser
Volcanic Disgorge|Vulkanisches Gewölle
Wicklighter Barrage|Dochtzündlerbeschuss
Herb Gathering...?|Kräutersammeln...?
Cursed Wax|Verfluchtes Wachs
Luring Candleflame|Köderkerze
Amirdrassil Burns|Amirdrassil brennt
Travel with Lukou|Reisen mit Lukou
Uprooted Agony|Entwurzelte Agonie
"""Kol""-to-Arms"|Kobolde zu den Waffen
Flaming Pestilence|Flammende Pestilenz
Extinguishing Gust|Auslöschender Windstoß
Scorching Feather|Sengende Feder
Flaming Tree|Flammender Baum
Condensed Shadowflame|Kondensierte Schattenflamme
Darkflame!|Dunkelflamme!
Flame Waves|Flammenwellen
Spirits of the Kaldorei|Geister der Kaldorei
Weaver's Burden|Last der Weberin
Violent Flora|Gewalttätige Flora
Serpent's Crucible|Schlangentiegel
Mining...?|Bergbau...?
Depositing Ingredient|Zutat ablegen
Seed of Life|Samenkorn des Lebens
Cave-In|Einsturz
Burning Roots|Brennende Wurzeln
Blazing Mushroom|Lodernder Pilz
Ashen Roots|Aschewurzeln
Roots of the Tormented Ancient|Wurzeln des gepeinigten Urtums
Botanic Rampage|Botanische Raserei
Empowered Feather|Machterfüllte Feder
Shadowflame Devastation|Schattenflammenverwüstung
Greater Firestorm|Großer Feuersturm
The Great Dragons|Die Großdrachen
Drain Light|Lichtsauger
Eater of the Dead|Fresser der Toten
Seed of Formation|Saat der Formgebung
Take Notes|Notizen machen
Crude Weapons|Grobe Waffen
Somnolent Mist|Schläfriger Nebel
Radial Flourish|Hexenring
Combination Attack|Kombinationsangriff
Blazing Groves|Lodernde Haine
Eternal Firestorm|Ewiger Feuersturm
Arcane Overflow|Arkaner Überschuss
Castigator's Shield|Schild des Züchtigers
Ashes of the Embersoul|Asche der Glutseele
Spellfire Confluence|Zauberfeuerzusammenfluss
Hammer of Purity|Hammer der Reinheit
Enkindling Inferno|Entzündendes Inferno
Wildfire Burst|Lauffeuerexplosion
Cataclysm Jaws|Kataklysmuskiefer
Null Upheaval|Nullemporstoßen
Lock|Sperren
Power Diverted|Macht umgeleitet
Gathered Herbs|Gesammelte Kräuter
Fortified Shell|Verstärkter Panzer
Verdant Dreambreaker|Tiefgrüner Traumbrecher
Flaming Germination|Flammende Verschmelzung
Seething Blaze|Brodelnde Lohe
Contribute P|P beisteuern
Contribute O|O beisteuern
Despawn Clones and Cancel Conversations|Klone verschwinden lassen und Unterhaltungen abbrechen
Tidal Blaze|Gezeitenlohe
Blossom of Amirdrassil|Erblühen von Amirdrassil
Chi Harmony|Chiharmonie
Burning Transformation|Brennende Transformation
Wicklighter Bolt|Dochtzündlerblitz
Burning Fallout|Brennender Niederschlag
Seed of Amirdrassil|Saat von Amirdrassil
Festive Pepe|Festtagspepe
Radiant Remnant|Strahlendes Überbleibsel
Searing Sparks|Sengende Funken
Web Break|Netzbruch
Storm's Vengeance|Rache des Sturms
Knowledge of Timeways|Wissen der Zeitwege
Mastery of Timeways|Meister der Zeitwege
Rune of the Umbramane|Rune der Umbramähne
Shadowbound|Schattenversklavter
Taut Shadowbinding|Straffe Schattenbindung
Dream Exhaust|Traumausstoß
Symbiotic Glowspore Grip|Symbiotischer Leuchtsporengriff
Boundless Moonlight|Endloses Mondlicht
Memory of Ursoc|Erinnerung an Ursoc
Explosive Flame|Explosive Flamme
Fate Weaver|Schicksalsweber
Dreadfire Barrage|Schreckensfeuerbeschuss
Wax Burst Eruption|Wachsausbruchseruption
Wandering Flames|Wandernde Flammen
Explosive Artifact|Explosives Artefakt
Ember Storm|Glutsturm
Swoghorn|Flunkerhorn
Tier 2|Stufe 2
Fiery Growth|Feuriges Wachstum
Skarden Spawn|Skardynbrut
Lighting Candle|Kerze anzünden
Chaotic Corruption|Chaotische Verderbnis
Infectious Spores|Infektiöse Sporen
Green Thumb|Grüner Daumen
Lunar Blaze|Mondglut
Refracting Beam|Lichtbrechender Strahl
High Speed Collision|Kollision bei hoher Geschwindigkeit
Blazing Feather|Brandfeder
Hastily Stacked Supplies|Hastig gestapelte Vorräte
Vine Spear|Rankenspeer
Volatile Spike|Instabiler Stachel
Shadowflame Bomb|Schattenflammenbombe
Crush Reality|Realität zermalmen
Threaded Blast|Verschlungener Schlag
Create Wax|Wachs herstellen
Awakened Stability|Erweckte Stabilität
Dream Blossom|Traumblüte
Contract: Dream Wardens|Vertrag: Traumwächter
Candle Sap|Kerzensaft
Fyr'alath's Flame|Fyr'alaths Flamme
Dream Team|Traumteam
Flame Bursts|Flammeneruptionen
O.D.I.E.'s Remote Control|O.D.I.E.s Fernsteuerung
Blazing Thorns|Lodernde Dornen
Petal Storm|Blütensturm
Dream's Blessing|Traumsegen
Light's Deliverance|Errettung des Lichts
Flare Bomb|Leuchtbombe
Nurturing Presence|Nährende Präsenz
Dream Wardens Insignia|Insigne der Traumwächter
Fallen Feather|Gefallene Feder
Event Tracker|Ereignisverfolger
Darkness Comes|Dunkelheit naht
Avoid|Ausweichen
Seeking Inferno|Suchendes Inferno
Igniting Growth|Entfachendes Gewächs
Vantus Rune: Gnarlroot|Vantusrune: Knorrenwurzel
Vantus Rune: Igira the Cruel|Vantusrune: Igira die Grausame
Vantus Rune: Volcoross|Vantusrune: Volcoross
Vantus Rune: Council of Dreams|Vantusrune: Rat der Träume
Vantus Rune: Larodar|Vantusrune: Larodar
Vantus Rune: Tindral Sageswift|Vantusrune: Tindral Raschweise
Vantus Rune: Smolderon|Vantusrune: Glimmeron
Vantus Rune: Fyrakk the Blazing|Vantusrune: Fyrakk der Lodernde
Vantus Rune: Nymue|Vantusrune: Nymue
Vantus Rune: Amirdrassil, the Dream's Hope|Vantusrune: Amirdrassil, Hoffnung des Traums
Vital Rupture|Lebensriss
Blazing Coalescence|Lodernde Vereinigung
One-Hand Headlock|Einhändiger Schwitzkasten
Brush Fire|Buschfeuer
Darkflame Cleave|Schwarzfeuerspalt
Flourishing Dream|Gedeihender Traum
Project into the Dream|In den Traum projizieren
Dream Portal|Traumportal
Verdant Tether|Tiefgrüne Leine
Gnarled Roots|Knorrige Wurzeln
Fire Conversation|Feuergespräch
Cinderbrew Mead|Glutbräumet
Acid Barrage|Säuresperrfeuer
Electric Jaws|Elektrische Kiefer
Collapsing Darkness|Kollabierende Finsternis
Dream Warden Emblem|Traumwächteremblem
Fire Rain|Feuerregen
Shadowy Decay|Schattenhafter Verfall
Null Blast|Nullschlag
Coiled Serpent Idol|Ringelschlangengötze
Hallowfall Scythe|Heilsturzsense
Airlock|Luftschleuse
Flamespreader Dissolve|Flammenstreuerzersetzung
Consumed by Fire|Von Feuer verschlungen
Cinderfall|Glutfall
Ankh of Reincarnation|Ankh der Reinkarnation
Web of Dreams|Traumgespinst
Channel Light|Licht kanalisieren
Coiling Eruption|Windende Eruption
Twin Flame|Zwillingsflamme
Flame Surge|Flammenwoge
Charged Bombardment|Aufgeladenes Bombardement
Dousing Blast|Auslöschende Winde
Noxious Charge|Giftiger Ansturm
Noxious Discharge|Giftige Entladung
Erupting Rubble|Hervorbrechender Schutt
Dream Team Assemble|Traumteam versammeln
Vial Filled|Phiole gefüllt
Roska's Fire Totem|Roskas Feuertotem
Primal Smash|Urzeitlicher Schlag
Winter's Surge|Woge des Winters
Dash of Chaos|Chaossprint
Entropic Reckoning|Entropische Abrechnung
Gearmorang|Zahnradbumerang
Exposed Void|Entblößte Leere
Cinderbolt Storm|Glutblitzsturm
Poisoning|Vergiften
Seal of Flame|Siegel der Flamme
Sleuthing with Snagglebolt|Detektivarbeit mit Schnappbolz
Fire Orb|Feuerkugel
Thread of Power|Faden der Macht
Dream Walk|Traumwandeln
Lava Cannon|Lavakanone
Low Speed Collision|Kollision bei niedriger Geschwindigkeit
Omni Storm|Omnisturm
Unraveling Sands|Auflösungssand
Scrap Song|Verschrottungslied
Summon Orbs|Kugeln beschwören
Exhaust Vents|Abluftschächte
Underhanded Track-tics|Hinterlistige Taktricks
Summon Ink Boss|Tintenboss beschwören
Punt!|Wegtreten!
Blotting Barrage|Tintensalve
Summon Treasure|Schatz beschwören
Blazing Crescendo|Loderndes Crescendo
Tremorsense|Bebensinn
Deluge of Filth|Flut des Unrats
Cleansing Flux|Läuternder Flux
Feather Bomb|Federbombe
Verdant Eruption|Tiefgrüne Eruption
Grounding|Erdung
Ashen Devastation|Aschene Verwüstung
Premonition of Solace|Vorahnung des Trostes
Blessing of the Emerald Dream|Segen des Smaragdgrünen Traums
Tinkmaster's Shield|Schild des Tüftlermeisters
Aqueous Dowsing|Wasserwünschelrutengehen
Xeri'tac's Defense|Xeri'tacs Verteidigung
Nature's Reckoning|Abrechnung der Natur
Dream Resonance|Traumresonanz
Impending Loom|Bedrohlicher Webrahmen
Candle Flame|Kerzenflamme
Void Bash|Leerenprügel
Charged Crystal|Aufgeladener Kristall
Air Sanctuary|Luftrefugium
Initiating Research|Forschung beginnen
Flaming Scrap|Flammender Schrott
Aquatic Hex|Wasserverhexung
Searing Screams|Sengende Schreie
Remote Ride|Ferngesteuerte Fahrt
Anti-Kobyss Cannon|Anti-Kobyss-Kanone
Zealous Purification|Eifrige Läuterung
Bountiful|Fruchtbare
Command Void|Leere befehlen
Tier 1|Stufe 1
Tier 3|Stufe 3
Tier 4|Stufe 4
Tier 5|Stufe 5
Tier 6|Stufe 6
Cling|Klammern
Windrunner's Protection|Windläufers Schutz
Shadowflame Vomit|Schattenflammenerbrechen
Void Rift Storm|Leerenrisssturm
Dark Chains|Finstere Ketten
Portal: Gala of Gifts...?|Portal: Gala der Geschenke...?
Disguise: Kobold|Verkleidung: Kobold
Auebry's Farshooter|Auebrys Fernbüchse
Attracting Shadows|Anziehende Schatten
It's Getting Dark In Here|Es wird finster hier drin
Summon Brinthe|Brinthe beschwören
Summon Moira|Moira beschwören
Void Rift Teleport|Leerenrissteleport
Waxen Copy|Wächserne Kopie
Voidflare|Leerenleuchtrakete
Burning Flare|Brennendes Leuchtfeuer
Knowledge Bomb|Wissensbombe
Tormenting Eruption|Quälender Ausbruch
Heave!|Hoch!
Will of the Dawn|Wille der Morgendämmerung
Sun's Avatar|Avatar der Sonne
Chrono Flame|Chronoflamme
Illusory Lure|Illusorischer Köder
Mana Sphere|Manasphäre
Bully|Drangsalieren
Plundering|Plündern
Thread of Fate|Schicksalsfaden
Pilfered Explosives|Stibitzter Sprengstoff
Sacrosanct Crusade|Hochheiliger Kreuzzug
Summon Lamplighter Skiff|Lampenanzünderboot beschwören
Summon Lamplighter Skiff, Reset|Lampenanzünderboot beschwören, zurücksetzen
Snuffling|Schnüffeln
Motes of Acceleration|Partikel der Beschleunigung
Cosmic Singularity|Kosmische Singularität
Erupting Webs|Hervorbrechende Gespinste
Throw Cinderbrew|Glutbräu werfen
Venom Volley|Giftsalve
Call Brann|Brann rufen
Brazier Ping|Kohlenbeckenping
Massive Remnant|Riesiges Überbleibsel
Burning Brazier|Brennende Kohlenpfanne
Incendiary Terror|Entflammender Schrecken
Sacred Weapon|Heilige Waffe
Searing Axe|Sengende Axt
Duck Disguise|Entenverkleidung
Umbral Barrier|Umbralbarriere
Explosive Caltrops|Explosive Krähenfüße
Fade to Shadow|In die Schatten verschwinden
Faeform|Feengestalt
Embrace the Void|Umarmung der Leere
Tactical Strike|Taktischer Schlag
Idol of Final Will|Götze des finalen Willens
Bulwark of the Weak|Bollwerk der Schwachen
Black Blood Orb|Schwarzblutkugel
Viscous Darkness|Zähe Dunkelheit
Phase Lunge|Phasenvorstoß
Streamlined Relic|Optimiertes Relikt
Portal to Bel'ameth|Portal nach Bel'ameth
Necrotic End|Nekrotisches Ende
Divine Guidance|Göttliche Führung
Channel Eye|Auf Auge kanalisieren
Click Eye|Auge klicken
Bearer of the Flame|Träger der Flamme
Darktide|Nachtflut
Hazardous Beam|Gefährlicher Strahl
Wall of Swarmspikes|Wand aus Schwarmstacheln
Skitter Charge|Krabblersturmangriff
Web Launch|Netzabschuss
Nerubian|Neruber
Phase Blades|Phasenklingen
Crystallization|Kristallisierung
Towing Golden Egg|Goldenes Ei ziehen
Thread of Critical Strike|Faden des kritischen Treffers
Thread of Haste|Faden des Tempos
Thread of Leech|Faden des Lebensraubs
Thread of Mastery|Faden der Meisterschaft
Thread of Speed|Faden der Geschwindigkeit
Thread of Stamina|Faden der Ausdauer
Thread of Versatility|Faden der Vielseitigkeit
Call Mole Machine|Maulwurfmaschine rufen
Gnomish Gravity Launcher|Gnomisches Gravitationssprungbrett
Ceaseless Swarm|Endloser Schwarm
Eye of the Swarm|Auge des Schwarms
Erratic Energy|Unberechenbare Energie
Vampiric Strike|Vampirstoß
Lifting Cat|Katze heben
Unstable Barrage|Instabiler Beschuss
Arathi Bomb|Arathibombe
Darkfire Barrage|Dunkelfeuerbeschuss
Spinneret's Strands|Spinndrüsenstränge
Bottled Time|Abgefüllte Zeit
Parrot Snacks|Papageienleckerlis
Visceral Strength|Tiefsitzende Stärke
Apply Pheromones|Pheromone anwenden
Elements Unleashed|Entfesselte Elemente
Holding Fuse|Lunte halten
Ballista Strike|Ballistenbeschuss
Bombardments|Bombardements
Surekian Tethers|Surekische Fesseln
Rolling Acid|Walzende Säure
Moon Brand|Mondzeichen
Steel Traps|Stahlfallen
Drop Drinks|Getränke fallen lassen
Stormrooks Favor|Gunst der Sturmkrähen
Azj-Kahet Pheromones|Pheromone aus Azj-Kahet
Reaper's Mark|Mal des Schnitters
Bring Down the Web|Netz niederreißen
Explorers' League Rope|Seil der Forscherliga
Star Bomb|Sternenbombe
High Steaks|Fleischflugkörper
Thunder Blast|Donnerexplosion
Summon ZZ-01-47|ZZ-01-47 beschwören
Rime Arrow|Raureifpfeil
Spreading Shadows|Ausbreitende Schatten
Light Dash|Leichter Spurt
Hulking Crash|Bulliger Zusammenstoß
Elemental Focusing Lens|Elementarfokuslinse
Captured Starlight|Eingefangenes Sternenlicht
Starless Night|Sternlose Nacht
Abyssal Trap|Abgrundfalle
Regicide|Königsmord
Spread the Love!|Hoch die Tassen!
Let It Hail!|Lasst es hageln!
Cinder-BOOM!|Glut-BUMM!
Light's Gambit|Schachzug des Lichts
Hunter's Chains|Ketten des Jägers
Holy Assault|Heiliger Angriff
Hunter's Advance|Vorstoß des Jägers
Inexplicable Fragmentation|Unerklärliche Fragmentierung
Drawing Power|Macht entziehen
Fierce Stomping|Wildes Stampfen
Toxic Smackerel|Giftige Schollenschelle
Stalker's Webbing|Pirscherspinnweben
Glutinous Spit|Klebriger Speichel
Azerite Surge|Azeritwoge
Combine Gems|Edelsteine kombinieren
Cash Cannon|Geldkanone
Goblin Glue Rockets|Goblinhaftraketen
The Ambush|Der Strauchdieb
Burning Ricochet|Brennender Abpraller
Ravaging Spikes|Verheerende Stacheln
Vicious Jeweler's Setting - Upgrade|Boshafte Juweliersfassung - Aufwertung
Infesting Swarm|Schwarmbefall
Acid|Säure
Switch Flight Style|Flugstil wechseln
Wrenching Thread|Schraubender Faden
Hope's Plumage|Gefieder der Hoffnung
Lifestorm|Lebenssturm
Keg Leg's Cannonade|Kapitän Fasshaxes Kanonade
Death's Messenger|Todesbote
Chicken Coup|Hühnerparade
Queensbane|Königinnenmord
Nether Phantom|Netherphantom
Morphing Elements|Elemente verwandeln
Reactive Toxin|Reaktives Toxin
Tremor Slam|Bebenschlag
Toxic Waves|Giftige Wellen
Boiling Flames|Siedende Flammen
Air Grievance|Luftklage
Atomized|Atomisiert
Snack Time|Lieblingsgericht
Twilight Massacre|Zwielichtmassaker
Venomous Rain|Giftiger Regen
Portal: Silvermoon|Portal: Silbermond
Voracious Bite|Gieriger Biss
Gossamer Onslaught|Gespinstschleuder
Alerting Shrill|Alarmschrei
In Battle|Im Kampf
Chunky Viscera|Klobige Eingeweide
Acidic Hail|Säurehagel
Amplification!|Verstärkung!
Royal Condemnation|Königliche Verurteilung
Black Sepsis|Schwarze Sepsis
Magnificent Jeweler's Setting - Upgrade|Hervorragende Juweliersfassung - Aufwertung
Bee-Haw!|Bien-bien-hurra!
Tainted Trail|Besudelter Pfad
Oozing Darkness|Triefende Dunkelheit
Umbral Weave|Umbralgespinst
Acid Pools|Säurepfützen
Shredding Sting|Schredderstich
Crystalline Portal|Kristallines Portal
Arcane Influence|Arkaner Einfluss
Covered in Dirt|Von Dreck bedeckt
Pulling Silk|Seide ziehen
Idol of the Earthmother|Götze der Erdenmutter
Candle Crown|Kerzenkrone
Web Blades|Netzklingen
Light-Touched Idol|Lichtberührter Götze
Hunting Scope|Jagdzielfernrohr
Spouting Stout|Sprudelndes Starkbier
Shifting Anomalies|Wechselhafte Anomalien
Dark Viscera|Dunkle Eingeweide
Olden Seeker Relic|Relikt der Sucher aus alten Zeiten
Summon Shadow Trail|Schattenpfad beschwören
Synergic Step|Synergistischer Schritt
Devouring Residue|Verschlingende Rückstände
Nexus Daggers|Nexusdolche
Call the Forces|Truppen rufen
Echoing Shade|Widerhallender Schatten
Process of Elimination|Ausschlussprinzip
Unbreakable Iron Idol|Unverwüstlicher Eisengötze
Duskbringer|Dämmerbringer
Erosive Spray|Ätzspucke
Infested Spawn|Infizierte Ausgeburt
Violent Lightning|Gewaltiger Blitzschlag
Ride the Worm|Den Wurm reiten
Shade Step|Schemenschritt
Daily Quests: Isle of Thunder|Tägliche Quests: Insel des Donners
Blackened Soul|Geschwärzte Seele
Oozing Honey|Triefender Honig
Ice Sickles|Eissicheln
Honey Marinade|Honigmarinade
High Five!|Gebt mir fünf!
Xal'atath's Gift|Xal'ataths Geschenk
Void Shredders|Leerenschredder
Shadow Shunpo|Schattenshunpo
Dark Paranoia|Dunkelparanoia
Experimental Dosage|Experimentelle Dosierung
Hide and Seek|Versteckspiel
Scale of Awakening|Schuppe der Erweckung
Fire Bee|Feuerbiene
Complete Tracking Quest|Verfolgungsquest abschließen
Eternal Night|Ewige Nacht
Dark Abatement|Dunkle Dämpfung
Darkrift Smash|Dunkelrissschmettern
Thread of Experience|Faden der Erfahrung
Rain of Honey|Honigregen
Ride to The Burrows|Zum Bau reiten
Nerubian Pheromones|Neruberpheromone
Volatile Pheromones|Flüchtige Pheromone
Acid Explosion|Säureexplosion
Gem Recovery|Edelsteinbeschaffung
Magnetic Burst|Magnetisches Stoßfeuer
Small Egg|Kleines Ei
Medium Egg|Mittelgroßes Ei
Large Egg|Großes Ei
Holy Martyr|Heiliger Märtyrer
Weaver Friend|Weberfreund
Rejuvenating Honey|Verjüngender Honig
Leaping Frenzy|Rasende Sprünge
Failed Batch|Missglückte Ladung
Lance of Light|Lanze des Lichts
Vacuumized|Eingesaugt
Web Pull|Netzziehen
Reaction Trauma|Reaktionstrauma
Reaction Vapor|Reaktionsdampf
Vile Discharge|Widerwärtige Entladung
Web Vortex|Netzvortex
Story Start|Start der Geschichte
Wildshape Mastery|Wildtiergestaltmeisterschaft
Oppressive Void|Unterdrückende Leere
EZ-Mine Dynamite|Schnellabbaudynamit
Royal Shackles|Königliche Fesseln
Grasping Silk|Packende Seide
Sparkbug Jar|Funkenkäferglas
Ancient Hunger|Uralter Hunger
Woven Cocoon|Gewebter Kokon
Spawn Ore Chunks|Erzbrocken erschaffen
Water Torrent|Wasserstrom
Lightning Volley|Blitzsalve
Reactive Webbing|Reaktive Spinnweben
Cascading Dread|Kaskadierender Schrecken
Reaver's Glaive|Gleve des Reißers
Lightning Bulwark|Blitzbollwerk
Ingest Black Blood|Schwarzblut einnehmen
Storm Archon|Sturmarchon
Grimweave Cage|Grimmwebenkäfig
Warblade's Hunger|Hunger der Kriegsgleve
Spewing Hemorrhage|Sprühender Blutsturz
Thrill of the Fight|Nervenkitzel des Kampfes
Vengeful Fire Spirit|Rachsüchtiger Feuergeist
Blood Parasites Birth|Blutparasiten schlüpfen
Sanguine Overflow|Blutiger Überschuss
Magical Mulch|Magischer Mulch
Imbued Mulch|Verzauberter Mulch
Empowered Mulch|Machterfüllter Mulch
Celestial Conduit|Erhabene Leitung
Grasp From Beyond|Griff aus den Weiten
Expert Overloader|Überladungsexperte
Spike Eruption|Stachelausbruch
Courage of the White Tiger|Mut des Weißen Tigers
Enshrouding Pulse|Einhüllender Impuls
Crimson Rain|Blutroter Regen
Vulnerable Membrane|Verwundbare Membran
Flight of the Red Crane|Flug des Roten Kranichs
Shadow Arrows|Schattenpfeile
Heart of the Jade Serpent|Herz der Jadeschlange
Sigil of Algari Concordance|Siegel der algarischen Einigkeit
Cinderbrew Stein|Glutbräukrug
Gloom Splatter|Düsternisspritzer
Ravenous Honey Buzzer|Gefräßiger Honigbrummer
Locus of Power|Locus der Macht
Synergistic Brewterializer|Synergetischer Gebräuterialisator
High Speaker's Accretion|Zuwachs des Obersten Sprechers
Candle Conductor's Whistle|Pfeife des Kerzenleiters
Burin of the Candle King|Stichel des Kerzenkönigs
Mereldar's Toll|Mereldars Tribut
