Original|Translated
Verdant Command|Изумрудный приказ
Magic Shackle|Магические оковы
Deck of Several Things|Колода разных вещей
Lightbloom's Essence|Светоцветная сущность
Infusion Pylons|Столпы насыщения
Blooming Bile|Цветущая желчь
Poison Spear Volley|Град отравленных копий
Drum of Renewed Bonds|Барабан восстановленных уз
Gravity Wave|Гравитационная волна
Launch The War Within Catch Up|Начало кампании для догоняющих The War Within
Lightmadness|Безумие Света
Timeways Manifested|Ожившие потоки времени
Summon Hungry Mercenary|Призыв голодного наемника
Umbral Lash|Теневой выпад
Lightscar Flare|Светозарная вспышка
Risen Spirit|Восставший дух
Unstable Singularity|Нестабильная сингулярность
Pour Death Rite Mixture|Выливание смеси для ритуала смерти
Despotic Command|Деспотичный приказ
Cosmic Vitality|Космическая жизненная сила
Mantle of Stars|Звездная пелена
Sanctum's Edict|Эдикт священной обители
Nether Entropic Kris|Энтропический крис пустоты
Motionless Nulltide|Недвижимая нуль-волна
Mandate of Sacred Death|Рескрипт священной смерти
Ebon Crown of Subjugation|Черная корона подавления
Eclipsing Step|Шаг затмения
Elemental Strikes|Атаки стихий
Umbral Collapse|Темный коллапс
Starshard|Звездный
Carrion Swoop|Налет падальщика
Vampiric Reaping|Вампирическая жатва
Crimson Vial Fumes|Алые испарения
Echo of the Evercurse|Эхо вечного проклятия
Latch's Crooked Hook|Коварный крюк Зацапа
Diverting Power...|Перенаправление энергии...
Takedown|Захват врасплох
Necrotic Convergence|Некротическая конвергенция
Shattering Twilight|Раскалывающийся сумрак
Scar of Kathra'natir|Шрам Катра'натира
The Dark Archangel|Темный архангел
Spiritbreaker|Сокрушитель духа
Rift Emergence|Появление разлома
Vindicator's Judgment|Правосудие воздаятеля
Bloodcrypt Toxin|Яд кровавого склепа
Artisan Mining|Искусная добыча руды
Decroding Essence|Разъедающая сущность
Artisan Harvesting|Искусный сбор
Artisan Skinning|Искусное снятие шкур
Leyline Array|Массив силовых линий
Rain of Abundance|Дождь изобилия
Void Claimed|Власть Бездны
Shadow's Advance|Наступление тени
Emergency Waygate|Аварийные путевые врата
Berserker Grip|Хватка берсерка
March of the Endless|Бесконечный марш
Flamefang Pitch|Пылающая смола
Reflux Charge|Обратный заряд
Final Pursuit|Последнее преследование
Dusk Frights|Ужасы сумерек
Dark Beckoning|Темный зов
Leech Veil|Вытягивание тени
Nullwark Blast|Обнуляющий взрыв
Grave Marker|Могильный знак
Flailstorm|Вихрь цепов
Into The Dream|Путь в Сон
Exit The Dream|Покинуть Сон
Crush Souls|Сокрушение душ
Enter the Fray|В бой
Gale Surge|Буйный ураган
Illegal Cosmic Emitter|Нелегальный космический излучатель
Lightbound Passage|Светоносный путь
Domineer|Власть
Soulrending Roar|Раздирающий души рык
Domineering Energy|Властная энергия
Devour the Unworthy|Пожирание недостойных
Wildfire Imbuement|Огненное насыщение
Dawn Crystal|Кристалл зари
Create Bonfire|Создание костра
Rupturing Blow|Раздирающий удар
Shadow Phalanx|Теневой строй
Dawnlight Barrier|Рассветный барьер
Harpoon Rope - Channel|Линь гарпуна – поддержание
Null-Magic Missiles|Нуль-магические стрелы
Sheri's Laughing Rose|"Смеющаяся роза"" Шери"
Voidfall|Безднопад
Limien's Arcane Infusion|Чародейская настойка Лимьена
Kryenna's Khadgar's Imitation|Кадгарова имитация Криенны
Landraelanis' Muskmelon Draught|Разливное дынное Ландрелениса
Master the Darkness|Постижение тьмы
Teamwork|Командная работа
Grimgrow Deweeder|"Гербицид ""Зеленозол"""
Spellguard's Protection|Защита стража-чародея
Neural Link|Нейронная связь
Brilliant Dispersion|Сияющая дисперсия
Heaven's Lance|Небесное копье
Heaven's Glaives|Небесные глефы
Imperator's Glory|Слава императора
Gust Shot|Выстрел ветра
Cries of the Fallen|Вопли павших
Eternal Suffering|Вечные страдания
Mud Sling|Бросок грязи
Tears of L'ura|Слезы Л'уры
Star Crash|Звездное сокрушение
Aether Treachery|Астральное вероломство
Voidscar Raze|Разрушение Шрама Бездны
Refueling Orb|Заправляющая сфера
Black Tide|Черная волна
Galesong|Песнь урагана
Eye of Revelation|Око прозрения
Unending Song|Нескончаемая песнь
Void Glob|Сгусток Бездны
Research Surplus|Избыток исследований
Null Zone|Нуль-зона
Fount of Shades|Источник теней
Tangle of Vibrant Vines|Переплетение цветущих лоз
Radiant Scar|Сияющий шрам
Drop Luckydo|Бросить удачку
Flocking Together|Сбивание в стаю
Cribbed Ancient Text|Копия древнего текста
Crystalline Upheaval|Кристаллическое сотрясение
Empower Void Orb|Усиление сферы Бездны
Searing Radiance|Обжигающее сияние
Key to the Arcantina|Ключ от Тайной таверны
Umbral Beam|Теневой луч
Dissolve in Beam|Растворение в луче
Sun Beam|Луч солнца
Darkstride|Темноброд
Void Hole|Дыра Бездны
Shadowveil Annihilation|Аннигиляция покрова теней
End Dive|Завершить подводное плавание
Sun's Ember|Солнечный уголь
Voidfall Meteor|Метеорит Бездны
World Killer|Убийца миров
Undead Eruption|Нечестивое извержение
Spiny Leap|Шипастый прыжок
Towering|Постройка башни
Empower Anguish|Усиление страданий
Agonizing Exhaustion|Мучительное изнеможение
Corespark Overload|Перегрузка сердцевинной искры
Make Delivery!|Доставка!
Corespark Surge|Импульс сердцевинной искры
Consuming Miasma|Всепоглощающие миазмы
Collect Creature|Сбор существа
Eye's Oblivion|Забвение ока
Corespark Detonation|Взрыв сердцевинной искры
Sacrificial Aegis|Жертвенная эгида
Divine Guile|Божественная хитрость
Void Blaze|Пламя Бездны
Twilight Crash|Сумеречное сокрушение
Lost in the Rift|Блуждание в Провале
Scintillating Shard|Переливающийся осколок
Corespark Nova|Вспышка сердцевинной искры
Shredding Talons|Кромсающие когти
Ancestral Trample|Древнее растаптывание
Ancient Seeds|Древние семена
Touch of the Archmage|Касание верховного мага
Radiant Flare|Сияющая вспышка
Deathless Bond|Неумирающая связь
Rotting Strikes|Удары гнили
Blight Splatter|Гнилостная лужа
Brewing Storm|Назревающая буря
Shredding Tendrils|Кромсающие щупальца
Ritual Firebrand|Ритуал огненного клейма
Focused Aggression|Сосредоточенная агрессия
Plungegrip|Воздушный захват
Raptor Swipe|Взмах ящера
Cell Marker|Метка клетки
Cryoburst|Криовзрыв
Focused Guard|Сосредоточенный стражник
Coiling Suffocation|Оплетающее удушье
Cosmic Expansion|Космическое расширение
Soulstorms|Бури душ
Ritual Drums|Ритуальные барабаны
Prickly Plum Juice|Сок колючих слив
Umbral Beams|Теневые лучи
Dimensional Slash|Пространственный удар
Spiritfont|Купель духа
Gloom-Spattered Dreadscale|Кошмарная чешуйка с налетом мглы
Oblivion's Wrath|Гнев забвения
Unconditional Worship|Безусловное поклонение
Light Within|Свет в душе
Necromantic Upheaval|Некромантический разлом
Living Artillery|Живая артиллерия
Orebreaker|Рудолом
Exit Ritual Site|Покинуть место проведения ритуала
Overflowing Sludge|Переполняющая слизь
Add to Anvil|Добавить на наковальню
Necro Teleport|Некротический телепорт
Porcelain Blade Tip|Фарфоровый острый наконечник
Farstrider's Hawkeye|Ястребиная зоркость Странника
Smuggler's Lynxeye|Рысья зоркость контрабандиста
Laced Zoomshots|Отравленные быстрострелы
Haunted Weapons|Ожившее оружие
Devouring Voidblade|Пожирающий клинок Бездны
Weighted Boomshots|Утяжеленные взрывострелы
Crushing Rift|Сокрушающий разлом
Shadow of Nathreza|Тень Натрезы
Fuel on the Fire|Масло в огонь
Colossal Strikes|Неимоверные удары
Glacial Overload|Ледовая перегрузка
Flux Collapse|Потоковый коллапс
Holy Bounding Hand Grenade|Рикошетящая граната длани Света
Time Lost Edict|Затерянный во времени эдикт
Dark Constellation|Созвездие тьмы
Awaken the Fallen|Пробуждение павших
Overflowing Voidspire|Шпиль переполняющей Бездны
Empty the Cellar|Опустошая погреб
Chains of Subjugation|Порабощающие цепи
Storm Arc|Грозовая дуга
Grave Dig|Копание могил
Nullbeam|Нуль-луч
Shallow Graves|Неглубокие могилы
Extinguish Souls|Угасание душ
Lightbloom Salvo|Светоцветный залп
Rime Blast|Инеевый взрыв
Spirit Thrash|Призрачная трепка
Pulse of Drums|Барабанный пульс
Phase Dash|Фазовый рывок
Rimeshatter|Инеевый раскол
Light Growth|Поросль Света
Submit to the Void|Подчинение Бездне
Oblivion Rift|Разлом забвения
Belch Spores|Изрыгание спор
Scourgelord's Reckoning|Возмездие Повелителя Плети
Choosing Gravestone|Выбор надгробия
Discordant Hymn|Диссонирующий гимн
Light Rush|Сияющий натиск
Unseen Slash|Незримый удар сплеча
Unseen Swipe|Незримый размах
Chaos Orbs|Сферы хаоса
Gilded Fountain|Позолоченный фонтан
The Fungi's Fist|Грибной кулак
Shale Bombardment|Сланцевая бомбардировка
Fling Chair|Бросок стула
Dominion of Argus|Власть Аргуса
Plague Globs|Чумные сгустки
Dance of Midnight|Танец полуночи
Get 'Em, Ick!|Взять их, Ик!
Lumbering Fixation|Неповоротливый преследователь
Snapping Maw|Мощная пасть
Rancid Rain|Зловонный дождь
Energy Barrier|Энергетический барьер
Moonlight Chakram|Лунный шакрам
Ingenuity|Изобретательность
Resourcefulness|Находчивость
Deftness|Сноровка
Finesse|Точность
Perception|Внимательность
Multicraft|Перепроизводство
Skill|Навык
Vaelwing|Крыло Ваэлгора
Visit House|Посетить дом
Solar Charge|Солнечный рывок
Decipher Dark Wisdom|Расшифровка мрачных истин
Rampaging Ruin|Буйное разорение
Kill or Be Killed|Убивай или будешь убит
Energy Intake|Получение энергии
Implacable|Непримиримость
Note of Despair|Нота отчаяния
Dirge of Despair|Панихида отчаяния
Discordant Beam|Диссонирующий луч
Spirit Flay|Свежевание духа
Grim Chorus|Мрачный хор
Claim Essence|Получение сущности
Trapping|Капкан
Chosen of Frostbrood|Избранник ледяных драконов
Blight of Weakness|Бедствие слабости
Gravedigger|Могильщик
Azure Sweep|Лазурный взмах
Raging Spirits|Разъяренные духи
Symphony of the Eternal Night|Симфония вечной ночи
Alnmoth Swarm|Рой мотыльков Альн
Grabbed!|В захвате!
Time Flies|Как летит время
Flanking Spear|Обход с копьем
Sunwell Egg|Яйцо Солнечного Колодца
Fearful Ritual Mask|Напуганная ритуальная маска
Mirrored Rend|Зеркальное разрывание
Light Siphon|Вытягивание Света
Salvaged Salvo|Залп утиля
Stormstream Totem|Тотем потока бури
Boon of Vitality|Дар жизненной силы
Sentinel's Blessing|Благословение часового
Sporebloom|Спороцвет
Writhing Umbra|Извивающаяся тьма
Glory of the Vanguard|Слава авангарда
Veiled Blessing|Сокрытое благословение
Alnmoth Storm|Вихрь мотыльков Альн
Master of Warfare|Мастер военного дела
Shattering Cosmos|Раскол космоса
Sculpting|Скульптура
Wild Guardian|Дикий хранитель
Void Overflow|Переполнение Бездной
Sealing Orb|Запечатывающая сфера
Untethered Rage|Необузданная ярость
Shadowmark|Темная метка
Flame Nova|Кольцо пламени
Cosmic Grasp|Космическая хватка
Shadow Nexus|Теневой нексус
Eternal Hunt|Вечная охота
Twilight Divergence|Сумеречное разделение
Voidbound Sky|Бездна в небе
Primal Bloodbath|Изначальная кровавая баня
Parting Snare|Прощальные путы
Shade Bomb|Теневая бомба
Entropic Rain|Энтропический дождь
Boon of Speed|Дар скорости
Exangusihate|Вытягивание страданий
Stellar Vortex|Звездная воронка
Zealous Spirit|Фанатичный дух
Stellar Warp|Звездный скачок
Shocking Trident|Электрический трезубец
Ore Chunks|Куски руды
Scrying Storms|Бури ясновидения
Light's Judgement|Правосудие Света
Illusory Deceit|Иллюзорный обман
Eye of Antenorian|Око Антенориана
Deadly Insight|Смертоносное озарение
Racing Snail|Гоночная улитка
Deliver Mail|Доставка почты
Surrender to the Flame|Подчинение пламени
Regurgitation|Изрыгание
Reintegration|Восстановление
Dawncrazed Halo|Ореол безумия рассвета
The Last Light|Последний отблеск
Heaven & Hell|Рай и ад
Slick Delivery|Доставка Склизя
Divine Consecration|Божественное освящение
Mind-Seeker|Искатель разума
Eternal Volley|Вечный залп
Dundun's Abundant Travel Method|Изобильный способ перемещения Дандана
Tall Beam Toggle Position|Переключение положения высокого луча
Cleansed Agony|Очищенная агония
Smothering Darkness|Удушающая тьма
Delightful Sadism|Восхитительный садизм
Iris of Oblivion|Калейдоскоп забвения
Starsplinter|Звездный осколок
Carrying Overcharged Manacell|Перенос избыточно заряженного аккумулятора маны
Void Marked|Знак Бездны
Chaotic Fissure|Хаотичный разлом
Hulking Fragment|Исполинский фрагмент
Leapwise Grace|Грациозные прыжки
Grappling Maw|Хватающая пасть
Drowning Saltfoam|Удушающая соленая пена
Collect Domed Roof|Получить купольную крышу
Collect Faceted Roof|Получить фасетчатую крышу
Collect Tiered Roof|Получить ярусную крышу
Collect Woodland Roof|Получить лесную крышу
Collect Embellished Roof|Получить украшенную крышу
Collect Rustic Roof|Получить грубую крышу
Rage of the Protector|Гнев защитника
Into the Darkwell|В Темный Колодец
Blooming Burst|Вспышка цветения
Core Harvest|Сбор сердечников
Seeping Gore|Лужа крови
Boon of Prosperity|Дар благополучия
Fonts of Madness|Источники безумия
Gate Marker|Метка врат
Storming Soulfont|Бушующая купель душ
Gate Opener|Открытие врат
Stormscatter Orbs|Сферы рассеявшейся бури
Dimensional Recall|Пространственное возвращение
Disgorge Mana|Извержение маны
Venompool Trap|Ловушка с ядовитой лужей
Fragility|Хрупкость
Binding Nebula|Сковывающая туманность
Abyssal Power|Сила великой пустоты
Grim Symphony|Мрачная симфония
Abyss Angler Fishing|Глубоководная рыбалка
Coursing Rift|Курсирующий разлом
Malevolent Boon|Зловещий дар
Ritual Spoils|Ритуальные трофеи
Volatile Dead|Нестабильные мертвецы
Profane Ritual|Нечестивый ритуал
Volatile Plumage|Нестабильное оперение
XT|XXS
"""Doc"""|"""Док"""
8000|"8000"""
Stallion|жеребец
Lord|Лорд
Piglet|поросенок
Chicken|курица
Rabbit|кролик
Squirrel|белка
Archaedas|Аркедас
Ghostpaw|Светлолапый
Runner|бегун
Arctic|Полярный
Siamese|Сиамская
Silver|Серебристая
Tabby|полосатая
Bombay|Бомбейская
Kitten|котенок
Cockatoo|Какаду
Cockatiel|Корелла
Hyacinth|Гиацинтовый
Macaw|ара
Prairie|луговая
Plymouth|плимутская
Ancona|Анконская
Cockroach|таракан
Azure|Лазурный
Whelpling|дракончик
Faeling|Фейлинг
Tree|древесная
Wood|Лесная
Great|Большой
Horned|рогатый
Owl|сова
Snowy|Белоснежная
Hawk|Ястребиная
Snowshoe|Заяц
Albino|Змейка
Racer|полоз
Scarlet|"""Алый"
Crimson|Багровый
Ribbon|Пестрая
Elven|Эльфийский
Zjolnir|Зьольнир
Lil'|Малыш
Smoky|Дымок
Sprite|Детеныш
Darter|летучего
Hatchling|детеныш
Worg|ворг
Pup|выдры
Patchwork|Лоскутный
Horror|ужас
Bom'bay|Бом'бей
Parrot|попугай
Panda|панда
Cub|медвежонок
Diablo|Диабло
Zergling|Зерглинг
Ragnaros|Рагнарос
Creeping|Ползучий
Violet|Лиловый
Lifelike|Реалистичная
Toad|жаба
Rytama|Ритама
Ar'lia|Ар'лия
Dog|собачка
Orcish|Орк
Loggerhead|Древоголовый
Snapjaw|хрустогрыз
Leatherback|Кожеспинный
Olive|Оливковый
Hawksbill|Кривоклювый
Howler|завыватель
Tiny|Крошечный
Jubling|Жаблинг
Lurky|Урчаль
Murki|Ворчаль
Disgusting|Омерзительный
Oozeling|слизнюченыш
Spectral|Призрачный
Father|Помощник
Winter's|Дедушки
Helper|Зимы
Tranquil|Безмятежная
Yeti|йети
Winter|Королева
Gurky|Гурчаль
Peddlefeet|Мелкошустр
Terky|Бурчаль
Poley|Умка
Auctioneer|Аукционистка
Caidori|Кайдори
Grand|Верховный
Rommath|Роммат
Ash'ana|Аш'ана
Hippogryph|Детеныш
Garrosh|Гаррош
Mr.|Мистер
Kitty|Мур'рзик
Manny|Мур'рка
Wyrmling|маназмея
Golden|Золотой
Trigul|Тригул
Toy|Игрушечный
RC|ДУ
Tank|танк
Miniwing|Миникрыл
Zeppit|Зеппит
Super|Супер
Wolpertinger|Зайцелоп
Okuno|Окуно
Assassin|убийца
Willy|Вилли
Bananas|Бананчик
Egbert|Эгберт
Peanut|Орешек
Stinker|Вонюша
Sinister|Зловещая
Squashling|тыковка
Arthas,|Артас,
King|Король
Toothy|Зубастик
Muckbreath|Смердых
Mojo|Моджо
Pig|поросенок
Lady|Леди
Sacrolash|Сакролаш
Fast|Быстрый
Searing|Жаркий
Scorchling|сполох
Snarly|Ворчун
Chuck|Проглот
Darkfallen|Омраченный
Bloodbearer|кровопийца
Phoenix|Птенец
Grizzly|полярного
Hare|заяц
Tormentor|мучитель
Golem|голем
Trout|форель
Trader|Торговка
Coyote|Дух
Fry|Пустоты
Vampiric|Детеныш
Batling|эхолова
Minion|прислужник
Frosty|Морозец
Tyrael|Тираэль
Skull|череп
Scourge|Военный
Haunt|Плети
Varian|Вариан
Wrynn|Ринн
Chilly|Холодок
Lo'Gosh|Ло'гош
Apothecary|аптекарь
Putress|Гнилесс
Sewer|сточная
Citadel|цитадели
Watcher|Дозорный
Prince|Принц
Menethil|Менетил
Armored|Бронированный
Gryphon|грифон
Cobra|кобра
Pengu|Пингви
Kirin|Маг
Tor|Кирин
Familiar|фамилиар
Donavan|Донован
Bale|Бейл
Halga|Халга
Steelbarrow|Сталевал
Garl|Гарл
Grimgrizzle|Мрачноседень
Huntress|охотница
Kula|Кула
Juwanamana|Джуванамана
Moon|Жрица
Priestess|жрица
Nici|Ниси
Sorrow|Печаль
Linzi|Линзи
Redgrin|Рыжехмыл
Drool|Болтун
Hexer|колдун
Ohodo|Оходо
Violetta|Виолетта
Spring|Весенний
Plump|Жирная
Turkey|индейка
Onu|Ону
Sproutling|росток
Tirisfal|Тирисфальский
Scorpion|скорпион
Alarming|Заводной
Clockbot|будильник
Elwynn|Элвиннский
Lamb|барашек
Strand|Прибрежный
Crawler|ползун
Enchanted|Зачарованный
Broom|метла
Mechanopeep|Механобип
Curious|Любопытный
Wolvar|маленький
Oracle|Оракул
Sen'jin|Сен'джинский
Withers|Чахлик
Calico|Пятнистый
Grunty|Пострел
Shimmering|Мерцающий
Macabre|Мрачная
Marionette|марионетка
Jade|Нефритовый
Leaping|Прыгающий
Razzashi|Детеныш
Deviate|Загадочный
Darting|Стремительный
Ravasaur|равазавр
Razormaw|Детеныш
Obsidian|Обсидиановый
Onyx|Ониксовая
Panther|пантера
Kalec|Кейлек
Onyxian|Дракончик
Covenant|Серебряного
Agent|ШРУ
Core|сердечник
Perky|Карликовый
Pug|пугель
Toxic|Токсичный
Wasteling|выбросец
Rotting|Гниющий
Frigid|Ледяной
Frostling|студик
Celestial|Небесный
Goldrinn|Голдринн
Thor|Тор
Moira|Мойра
Thaurissan|Тауриссан
Muradin|Мурадин
Bronzebeard|Бронзобород
Personal|Личный
World|миров
Destroyer|разрушитель
Jadecrest|Нефритобокий
Fathom|Глубинный
Azjentus|Азжентус
Crystalwing|Хрустальнокрылый
Drake|дракон
Crawling|Ползучая
Pebble|Камешек
Trade|Торговый
Genn|Генн
Greymane|Седогрив
Fossilized|Ископаемый
Mekkatorque|Меггакрут
Prophet|Пророк
Rok'tar|Рок'тар
Spiderbot|пилот
Pilot|машины
Lantern|фонарик
Hardboiled|Яйцо
Egg|мотопаука
Connelly|Коннелли
Rustberg|Растбергская
Gull|чайка
Armadillo|Молодой
Rumbling|Шумный
Rockling|скальчонок
Swirling|Вертящийся
Waveling|волноход
Clockwork|Заводной
Page|паж
Herald|глашатай
Lamp|лампа
Grubbs|Козявс
Elementium|Элементиевая
Sunflower|подсолнух
Deathy|Смертик
Moonkin|Лунный
Flamefly|огнежук
Lizzy|Лиззи
Bush|Цыпленок
Silvermoon|Стражник
Landro's|Личонок
Lichling|Ландро
Greedy|Жадный
Lashtail|Детеныш
Legs|Ногастик
Voodoo|Фигурка
Figurine|вуду
Stormcrow|Буревестник
Feline|Кошка
Tarecgosa|Таресгоса
Creepy|Страшный
Crate|ящик
Pony|пони
Nuts|Цокнутая
Companion|спутник
Brilliant|Сверкающий
Puffer|иглобрюх
Murkablo|Мурчабло
Gregarious|Общительный
Scarab|Король
Lumpy|Глыбик
Immobile|Неподвижная
Catapult|катапульта
Lunar|Лунный
Festival|Фестивальный
Butterfly|бабочка
Ik'thik|Ик'тик
Wing|Журавлиного
Fei|Фэй
Shen|Шэнь
zin|Цзынь
Su|Су
Demonic|Демонические
Chi|Чи
Ji|Цзи
Mouse|мышь
Frenzied|Бешеный
Hopling|Прыгунок
Flailing|Вертлявый
Tent|панд
Natasha|Наташа
Vladimir|Владимир
Admiral|адмирал
Taylor|Тейлор
Mishka|Мишка
Tomb|расхититель
robber|гробниц
Khar'zul|Хар'зул
Beaver|бобр
Yearling|первогодок
Porcupette|дикобразик
Sun|Солнечный
Otter|выдра
Shore|Береговой
Harvester|жнец
Fawn|олень
Mountain|Горный
Cottontail|кролик
Redridge|Красногорская
Roach|таракан
Sheep|Овца
Fledgling|Птенец
Buzzard|канюка
Krik'thik|Крик'тик
Conscript|новобранец
Spiderling|паучок
Skunk|Скунс
Defier|воитель
Underling|прислужник
Python|питон
Forest|Лесной
Polly|Полли
Wharf|Портовая
Adder|Аспид
Scorpling|Скорпуша
Huge|Огромная
Swamp|Болотный
Moccasin|Щитомордник
Restless|Беспокойный
Shadeling|кошмарыш
Ash|Пепельная
Viper|гадюка
Spiky|Шипастая
Little|Малыш
Bog|Болотная
Alpine|Горный
Grasslands|Луговой
Spirits|души
Deer|Олень
Marmot|сурок
Maggot|червь
Festering|Гнойная
Rivett|Риветт
Clutchpop|Сталехват
Gorrok|Горрок
Shokia|Шокиа
Kiryn|Кирин
Zin'jun|Зин'Джун
Snuff|Нюхач
Sapphire|Сапфировый
Fleshshaper|плоторез
Mysterious|Таинственный
Cave|Пещерный
Grummle|Груммель
Slave|раб
Lost|Утраченное
Kang|Кан
Shado|Воин
Pan|Шадо
Warrior|воин
Jiang|Цзян
Lo|Ло
Liu|Лю
Lang|Лан
Emperor|Император
Shaohao|Шаохао
Xian|Сянь
Heavy|Массивный
Saurok|саурок
Hacky|Саурок
Common|Обыкновенная
Jungle|Тропическая
Ruby|Рубиновый
Sapling|саженец
Larva|личинка
Seagull|чайка
Oderous|Подавленный
Rich|Богатая
Sik'thik|Сик'тик
Flyer|летун
Spiny|Шипастая
Dung|Навозный
Crawly|ползун
Twilight|Направленный
Emerald|Изумрудный
Boa|удав
Cheetah|Детеныш
Giraffe|Детеныш
Calf|детеныш
Gazelle|Газель
Elfin|Эльфийский
Topaz|Топазовый
Shale|сланцевый
Amethyst|Аметистовый
Horny|Рогатая
Desert|Пустынный
Mule|мул
Chipmunk|бурундук
Coral|Коралловая
Venomspitter|ядоплюй
Klaxxi'va|Клакси'ва
Tik|Тик
Crested|Хохлатая
Shimmershell|Мерцающая
Snail|улитка
Zouchin|Лучник
Iguana|игуана
Stinkbug|Щитник
Yak|"як"""
Amani|Аманийский
Rusty|Ржавчик
Minfernal|Минфернал
Norvakess|Норвакесс
Silky|Шелковая
Diemetradon|деметродон
Faerie|дракончик
Rabbot|Кробот
Yaungol|Яунгол
Kek|Кек
Set|Сет
Vor|Вор
Youngling|живодера
Sporeling|Детеныш
Sprout|спорлинга
Korvexxis|Корвекксис
Serevex|Серевекс
Rothek|Ротек
Warpstalker|Юная
Runt|ворквин
Scalded|Детеныш
Crewman|Техник
Captain|Капитан
Skittering|Снующий
Cavern|пещерный
Devouring|Пожирающий
Fjord|Крыса
Borean|Борейский
Oily|Маслянистое
Slimeling|пятнышко
Hakaam|Хакаам
Stunted|Карликовый
Shardhorn|люторог
Imperial|Императорский
Eagle|орел
Chick|цыпленок
Fishy|Рыбаська
Tundra|Тундровый
Penguin|пингвин
Empress|императрица
Shek'zeer|Шек'зир
Scourged|Оскверненный
Grotto|Пещерная
Vole|мышь
Carrion|Крыса
Death's|Таракан
Locust|таракан
Oasis|Мотылек
Tol'vir|Тол'вирский
Highlands|Мышь
Fiendling|демоненок
Stowaway|Безбилетная
Elder|Старейшина
Hou|Хоу
Bucktooth|Игольчатый
Flapper|плоскохвост
Mirror|зеркало
Strider|долгоног
Silkbead|Шелкопанцирная
Garden|Садовая
Masked|Скрытный
Tanuki|тануки
Grove|Лесная
Spirebound|Валунный
Sandy|Песчаный
Petrel|буревестник
Sifang|Сифаньская
Softshell|Мягкопанцирная
Snapling|черепашка
Kit|бандинота
Malayan|Равнинный
Quillrat|дикобраз
Marsh|Болотный
Fiddler|кузнечик
Raven|ворон
Image|Проекция
Steven|Стивен
Lisbane|Лисбен
Luyu|Мотылек
Savory|Аппетитный
Terrapin|черепаха
Grub|личинка
Mei|Светлячок
Li|Ли
Sparkler|ли
Terrible|Зловещая
Turnip|репка
Cricket|сверчок
Loon|Лун
Mai|Май
Ko|Ко
Yan|Ян
Na|На
Master|Мастер
Bruised|Побитая
Paw|"Сюэня"""
Xiao|Сяо
Ken|Кен
Clever|Мудрый
Ashyo|Асе
Miss|Мисс
Fanny|Фанни
Lyalia|Лиалия
Crane|Послушник
Cleft|Громовой
Brave|храбрец
Incursion|Часовой
Kunchong|куньчун
Colossus|колосс
Acolyte|стражей
BloodElf|Женщина
04|крови
05|крови
06|крови
NightElf|Женщина
09|эльф
Plains|Равнинный
Monitor|варан
Crunchy|Рыжий
Grassland|Луговой
Foxling|лиса
Zooey|Юркая
Tolai|Заяц
Infiltrator|разведчик
Szechuan|Сычуаньская
Kor'thik|Кор'тик
Dojani|Доцзянский
Quilen|цийлинь
Micronax|Микронакс
Gilded|Золотистый
Civet|циветта
Bellied|лягушка
Bullfrog|бык
Effervescent|Искристый
Glowfly|светлячок
Kuitan|Куйтаньский
Mongoose|Детеныш
Yakrat|Якокрыса
Amber|Янтарный
Rastaak|Растаак
Resilient|Выносливый
Clouded|Туманный
Hedgehog|еж
Shy|Пугливый
Summit|Высокогорный
Kid|козленок
Julia|Джулия
Stevens|Стивенс
Fangs|Клыки
Slither|Скользь
Singer|певец
Wu|Разбойник
Kao|У
Duskwing|Тенекрылый
Crow|Ворона
Cairo|Каир
Aqua|Водный
Grinder|Истиратель
Pillar|тигра
Star|звезда
Fiery|Огненный
Icy|Ледяной
Silent|Тихий
Dubs|Дабс
Cannoneer|Канонир
Buczacki|Бузацки
Dragonling|дракончик
Cloud|Облачный
Amorous|Любвеобильный
Rooster|петух
Feverbite|Детеныш
Silkworm|шелкопряд
Lor|Лор
Muffin|Кексик
Ik|Ик
Kor|Кор
Krik|Крик
Sra|Шра
Mantid|Летающий
Marine|морпех
Crew|матрос
Old|Старый
MacDonald|Макдональд
Lindsay|Линдси
Eric|Эрик
Davidson|Дэвидсон
Bill|Билл
Buckler|Баклер
Teensy|Маляшка
Clucks|Кукареша
Blackfang|Чернокус
Webwinder|Паутинник
Flipsy|Прыгся
Young|Молодой
Beaky|клювик
Eyegouger|Вырвиглаз
Nanners|Наннерс
Nimbus|Нимб
Boombot|Бумбот
Osul|Древомет
Treelauncher|осулов
Invader|захватчик
Lao|Лао
Chin|Чинь
Gong|Гун
Da|Да
Growls|Рычун
Mrs.|Миссис
Skitters|Прыгунья
Madam|Мадам
Flapsalot|Летяк
Sir|Сэр
Buckethead|Твердолоб
Ms.|Мисс
Croaker|квакун
Burninator|Жгунья
Boomy|Бум
Jr.|Младший
Mystical|Таинственный
Dr.|Доктор
Stinky|Вонючка
Xuen|Сюэнь
Vale|Долинный
Bartender|Бармен
Tomro|Томро
Cook|Повар
Tope|Топ
Zunta|Зунта
Analynn|Аналинн
Mumtar|Мумтар
Ripper|Потрошун
Springtail|Прыгохвост
Longneck|Длинношей
Rogers|Роджерс
Flutterby|Шлепокряд
Oozer|Слязь
Mister|Мистер
Acidous|Язвиний
Odoron|Одорон
Constrictor|Удавка
Traitor|Предатель
Gluk|Глак
Prancer|Гарцеватель
