Original|Translated
Arcane Ichor|秘法膿液
Spinning Death|旋轉死亡
Staff of Disintegration|瓦解之杖
Warp Slicer|扭曲分割刃
Errant Zap|游移電擊
Overinfusion Burst|飽和爆發
Mass Binding|集體束縛
Starshattered|星辰粉碎
Soul Reunion|靈魂重聚
Incontinental Hot Sauce|內陸飯店辣醬
Cartel Jumper Cables|集團起搏器
Sustain the Sunwell|維持太陽之井
Hallowed Tome|神聖典籍
Wey'nan's Ward|偉南的結界
Primal Spellstorm|原始法颶
Abyssal Flare|深淵閃焰
Wrath of Void|虛無之怒
Arcane Cultivation|秘法培育
Voidblade Ambush|虛無之刃伏擊
Writhing Wave|苦痛浪潮
Runestone Event Increment|符石事件累積
Ravenous Upheaval|貪婪動盪
Piercing Strand|穿刺絲線
Soulfray Annihilation|傷魂滅殺
Arcanerune Infusion|秘法符文灌注
Astral Cataclysm|星界浩劫
Summon Leona Darkstrider|召喚雷歐娜‧暗行
Devouring Cosmos|吞噬宇宙
Fists of the Voidlord|虛無領主之拳
Carl's Culling|卡爾的篩選
Hungering Slash|飢渴斬擊
Volatile Oblivion|火爆寂滅
Coalesce Voidwing|聚合虛無之翼
Arcane Outrage|秘法暴走
Essence Implosion|精華內爆
Food Processor 3000|食物處理機3000型
Rootwalking|源途之行
Ritual Fallout|儀式惡果
Carrying Void Shard|攜帶虛無裂片
Unbound Rage|無縛憤怒
Nexus Beams|奧核射線
Netherbreaker|虛空破壞者
Voidbinder's Mastery|虛空編織師的精巧
Macestorm|錘暴
Silencing Tempest|靜默暴風
Dimension Breath|次元吐息
Astral Harvest|星界收割
Arcane Obliteration|秘法寂滅
King's Hunger|王之飢渴
Tectonic Fault|地動斷層
Prey Hunt Meter|狩獵量表
Titanic Storm Shot|泰坦風暴射擊
Sunfire Silk Lining|日炎絲綢內襯
Arcanoweave Lining|奧紋內襯
Arcanoweave Spellthread|奧紋法術絲線
Wardbreaking|結界破除
Ethereal Energy Converter|以太能量轉換器
Mana-Tinted Glasses|微量法力眼鏡
Quizzical Device|搞怪裝置
Hatarang|哈塔朗
Nether Overlay Matrix|虛空重疊矩陣
Sands of K'aresh|凱瑞西之沙
Temporal Decelerator Crystal|時間減速水晶
Battered Aegis|破損的禦盾
Audio Amplification Crystal|音訊強化水晶
Tailwind Conduit|順風導體
Blessing of Abundance|豐足祝福
Lightbloom Infestation|光綻感染
Kinetic Ankle Primers|動能腳踝雷管
Emergency Soul Link|緊急靈魂連結
Vantus Rune: Radiant|梵陀符文：聖輝
Manaforge Translocator|法力熔爐移位裝置
Prismatic Focusing Iris|稜彩聚源虹膜
Monologuer's Chalice|獨白者酒杯
Murder Row Fishhook|兇殺路魚鉤
Draught of Rampant Abandon|猛烈捨棄藥劑
Ethernova|以太新星
Nexus Detonation|奧核引爆
Null Breath|空無吐息
Mana Feast|法力噬食
Signal Kuri|示意庫里
Errant Explosion|失常爆炸
Prime Sequence|主要序列
Void Swarm|虛無蟲群
Behold!|看啊！
Stomp Kelp|踐踏海藻
Mana Tangle|法力密林
Inspect Ward|檢查結界
Fade In/Out|淡入/淡出
Voidstar|虛無之星
Corespark Impale|核火穿刺
Legion's Brand|軍團烙印
Untethered Xy'bucha|離繫希布加
Awakening Manifestations|喚醒化身
Shadowtrade Imports|暗影貿易進口
Shadowtrade Import|暗影貿易進口
Temporal Retaliation|時光反擊
Seal the Forge|封印熔爐
Suffocating Void|窒息虛無
Dread Mortar|恐懼迫擊砲
Unstable Surge|不穩定湧動
Deposit Resources|放下資源
Grasp of Emptiness|空無之握
Epoch Memento|時代紀念物
Volatile Outburst|烈性爆發
Ethereal Barrel Carry|攜帶以太之桶
Umbral Beckoning|晦影召引
Dark Sting|黑暗釘刺
Bursting Emptiness|空無爆發
Relic|聖物
Phase Image|相位鏡像
Dark Singularity|黑暗奇異點
Whispers of the Void|虛無低語
Tempest Wrath|風暴狂怒
Synthesis Synergy|合成協同
Summon Escaped Import|召喚逃走的進口之鳥
Blisterburst|水泡爆裂
Durable Information Securing Container|耐用的情報收集容器
Accretion Disk|凝聚圓盤
Summon Mice|召喚老鼠
Brewtide|啤酒之潮
Eradicating Arcanocore|滅絕秘核
Rolling Rampage|滾動暴怒
Umbral Tether|暗影繫鏈
Rip and Slice|撕扯削切
Silverstrike Arrow|銀殤箭矢
Silver Residue|銀色殘渣
Echoing Darkness|黑暗迴盪
Phased Ethereal Bow|相位以太之弓
Rift Walk|行於裂隙
Null Corona|空無頭冠
Earthshatter Slam|碎地猛擊
Bone Pile|骨堆
Spoiled Supplies|腐敗的補給品
Inverse Gravity|反轉重力
Highmountain Fortitude|高嶺堅韌
Photon Blast|光子衝擊
I Am My Scars!|傷痛造就了我！
Touch of Malice|惡意之觸
Storm Surger|暴風奔騰者
Drogbar Kindling|卓格巴引火物
Flame of Valhallas|英靈殿之炎
Azshara's Ire|艾薩拉的憤怒
Mrrmgmrl Grmmlmglrg|莫咕莫咕‧咕嚕莫咕
Volatile Magics|猛烈魔法
Souls of the Caw|厲嘯之魂
Void Leap|虛無跳躍
Silversunder Catastrophe|銀裂災殃
Silverstrike Barrage|銀殤箭雨
Shadowbind Lance|影縛長矛
Fire Lightwood Bolt|發射光木箭
Fertile Loam|肥沃壤土
Lightsower Dash|播光者突進
Gravity Siphon|重力虹吸
Void Control|虛無控制
Smashing Charge|潰擊衝鋒
Diamantine Voidcore|金鋼鋁虛無之核
Resourceful Measures|精明手段
War Club|戰爭棍棒
Mana Intake|法力吸收
Void Comet|虛無彗星
Anomaly Filament|異象纖絲
Phase Rush|相位疾衝
Umbral Gate|幽暗大門
Serve Pretzel|提供扭結麵包
The Customer Wants a Pretzel|顧客想要扭結麵包
Reshii Grace|瑞西恩典
Deposit Brew|補充啤酒
Deposit Soup|放下湯
Soup|湯
Deposit Pretzel|放下扭結麵包
Pretzel|扭結麵包
Astrophysical Jet|天體物理噴射
Adding Hops|加入啤酒花
Phase Modulation|相位調變
Phase Adjustment|相位調整
Perfidious Projector|背信投射器
Raging Squall|狂怒疾風
Thornblade|荊棘之刃
Broken World|破碎世界
Galactic Pressure|銀河壓力
Etheric Pylon|以太水晶塔
Shattering Frostspike|粉碎霜刺
Shadowgrafted|暗影嫁接
Command Squadron|指揮中隊
Defense Deploy|防禦部署
Stirring the Pot|攪拌鍋子
Contract: The K'aresh Trust|合約：凱瑞西信託同盟
Deploy Defenses|部署防禦
Illusory Adornment - Blooming Light|幻影裝飾 - 綻放聖光
Illusory Adornment - Nature's Embrace|幻影裝飾 - 自然之擁
Illusory Adornment - Voidtouched|幻影裝飾 - 虛無之觸
Charged Bolts|充能閃電箭
Cauterizing Bolts|灼焚箭
Critical Chain|致命連鎖
Spark Burst|火花爆裂
Electric Current|電流
Galactic Crush|銀河碎擊
Galactic Flight|銀河飛行
Oil of Dawn|黎明之油
Smuggler's Enchanted Edge|走私者附魔之鋒
Gluttonous Eruption|貪食爆發
Bloodthorn Roots|血棘之根
Eternal Weave|永恆編織
Worldsoul Cradle|世界之魂搖籃
Worldsoul Aegis|世界之魂禦盾
Arcane Geyser|秘法噴泉
Eavesdrop|竊聽
Dryad's Favor|林精的恩惠
Depleted Core|耗盡能量的核心
Vantus Rune: Manaforge Omega|梵陀符文：法力熔爐歐美加
Voidstalker Sting|虛無潛獵者釘刺
Ethereal Empowerment|以太強化
Bloodthirsty Gaze|嗜血凝視
Phase Energy|相位能量
Rift Simulacrum|裂隙幻象
Overbloom|過度茂盛
Lair Weaving|巢穴織網
Borrow Power|借用力量
Gamma Burst|伽瑪爆發
Primal Spore Binding|原始孢子之縛
Devouring Banding|吞噬飾環
Veil of Void|虛無之幕
Ranger Captain's Mark|遊俠隊長印記
Coal of Jan'alai|賈納雷的柴薪
Entropic Wrath|混亂怒火
Silverstrike Ricochet|銀殤彈射箭
Consumed by Mana|被法力吞噬
Mystical Haze|神秘霧霾
Rift Madness|裂隙瘋狂
Collect/Loot Event|收集/戰利品事件
Frantic Blooming|癲狂綻放
Thornclaw Leap|棘爪跳躍
Heroic World Tier|英雄世界級別
Bullet Seeds|子彈種子
Earthshattering Spear|碎地長矛
Echo Barrage|回音彈幕
Echoing Tempest|暴風反響
Small Red Button|紅色小按鈕
Bonemelt|溶骨
A Visitor Appears!|一個訪客出現了！
Vengeful Oath|尋仇誓言
Salmon Pool|鮭魚池
Sixth Sense|第六感
Aspect of the End|終結守護
Gravity Collapse|重力崩潰
Windforce|風力
Voidlight Surger|虛無之光奔騰者
Blessing: Jan'alai's Everburn|祝福：賈納雷的永燃
Conqueror's Cross|征服者之阻
Entropic Rupture|混亂割裂
Blighted Arrow|荒疫之箭
Chromatic Eruption|炫彩爆發
Harmonic Surge|和諧湧動
Forlorn Lyre|荒棄七弦琴
Faint Fog|薄霧
Rough Kisses|粗暴之吻
K'areshi Memory Crystal|凱瑞西記憶水晶
Soul Impale|靈魂穿刺
For the Brotherhood!|為了兄弟會！
Infinite Potential|無限潛能
Blessed Bladestorm|祝福劍刃風暴
Lightfall|光落
Titan Fragment Meld|泰坦碎片結合
Voidborn Swarmers|虛誕群聚者
Slicing Pursuit|削切追擊
Spellburn|法術燃燒
Energized Slam|充能猛擊
Phasing Invocation|相移祈願
Light Feather|聖光羽毛
Void Feather|虛無羽毛
Thorned Scales|荊棘鱗片
Ashen Egg|灰燼之蛋
Arcane Burrow|秘法鑽地
Falling Void|墜落虛無
Dustcoil Burrow|纏塵鑽地
Beacon of Chaos|混沌信標
Glacial Tomb|冰川之墓
Azurefire Brand|蒼火烙印
Shadowclaw Slam|影爪猛擊
Portal Infusion|傳送門灌注
Mana Pipe|法力管路
Cursed Stone Idol|詛咒石像
Voidlight Convergence|虛光匯聚
Light Quill|聖光刺羽
Shadowburst Lance|影爆長矛
Void Quill|虛無刺羽
Necrotic Coil|亡域纏繞
Lightwarden's Blight|護光者荒疫
Drain Potential|吸取潛能
Flow Surge|湧流
Infernal Leap|煉獄躍擊
Erratic Rift|失序裂隙
Phase Hop|相位跳躍
Darkmaw Frenzy|黑淵狂亂
Blightfall|荒疫降臨
Empowered Hex of Leeching|強化汲取妖術
Bracing Surge|振奮怒濤
Empowered Blessing of Speed|強化速度祝福
Skiff Rider|小艇搭乘者
Parasite Expulsion|寄生蟲爆發
Echoing Maul|槌擊迴響
Felspike|魔刺
Light Echo|聖光回音
Fury of the War God|戰神之怒
Untethered Sting|離繫釘刺
Incorporeal Warpclaw|無形扭曲之爪
Vengeful Pummel|復仇拳擊
Blessing: War Against Threats|祝福：威脅之戰
Blessing: Abundance Permanence|祝福：永久豐足
Veilbreak Buffet|破幕撲擊
Echoing Fury|狂怒迴響
Phase-Port|相移口
Void Convergence|虛無匯聚
Overwhelming Onslaught|壓倒性猛襲
Reverse Gravity|逆轉重力
Airborne|浮空
Shattered Space|破碎空間
Spatial Fragment|空間碎片
Antimatter|反物質
Unstable Spores|不穩定的孢子
Ravenous Abyss|貪婪深淵
Frantic Frenzy|狂上加狂
Screams of Anguish|苦痛尖嘯
Void Harvest|虛無收割
Fetid Quillstorm|惡臭羽暴
Smashing Frenzy Target|猛擊狂亂目標
Shadowguard's Twisted Harvester|影衛的扭曲收割器
Chaotic Nethergate|混沌虛空之門
Research Promotion|研究晉級
Shadowtrade Mercenary|暗影貿易雇傭兵
Dread Breath|恐懼之息
Charge Through|衝鋒而過
Torrential Energy|洶湧能量
Colossal Throw|巨像投擲
Ballista Bolt|弩砲箭
Death's Dirge|死亡輓歌
Twisted Mana Sprite|扭曲法力精魂
Invoke the Shadows|召喚暗影
Shifting Shadows|移轉暗影
Lake of Fire|火焰之湖
Beacon of the Savior|救世信標
Dark Massacre|黑暗殘殺
Lingering Felgaze|滯留魔視
Improvised Arcane Device|臨時秘法裝置
Predatory Nature|掠食本性
Darkmote|黑暗微粒
Focused Beam|集中光束
Widget Activator|工具啟動器
Corrupted Devastation|腐化破滅
Bomb Spore|炸彈孢子
Crystallized Memory|晶化記憶
Mana Salvo|法力齊射
Rakfang|瑞克之牙
Corrupted Feathers|腐化羽毛
Blightroot Rupture|疫根割裂
Echo of Predation|掠擊的回音
Cosmic Orb|宇宙之球
Runestone Choice|符石選擇
Cannibalized Essence|食屍精華
Alndust Essence|艾恩之塵精華
Explosive Spheres|爆炸球體
Quintessence|精粹
Crystal Fragment|水晶碎片
The Echoless Flame|無響火焰
Thorn Armor|荊棘護甲
Alndust Upheaval|艾恩之塵劇變
Summon Za'hran|召喚札爾蘭
Wildroot Weave|荒根編織
Entropic Unraveling|混亂崩壞
Phase Cutter|相位切割
Phaseblood Potion|血相藥水
Awaken the Lightbloom|喚醒光綻
Listen for Bloodlust|傾聽嗜血
Concentrated Lightbeam|集中光束
Verdant Command|翠綠命令
Magic Shackle|魔法鐐銬
Deck of Several Things|多寶套卡
Lightbloom's Essence|光綻精華
Infusion Pylons|注能塔
Blooming Bile|綻放膽汁
Poison Spear Volley|毒矛齊發
Drum of Renewed Bonds|重建羈絆之鼓
Gravity Wave|重力浪潮
Launch The War Within Catch Up|開始《地心之戰》劇情回顧
Lightmadness|聖光之狂
Timeways Manifested|時間之道化身
Summon Hungry Mercenary|召喚飢餓的傭兵
Umbral Lash|晦影暴擊
Lightscar Flare|光痕閃焰
Risen Spirit|復活之靈
Unstable Singularity|不穩定的奇異點
Pour Death Rite Mixture|倒出死亡儀式混合物
Despotic Command|暴虐命令
Cosmic Vitality|宇宙活力
Mantle of Stars|星辰披肩
Sanctum's Edict|會堂的諭令
Nether Entropic Kris|虛空混亂波刃劍
Motionless Nulltide|靜止的空無之潮
Mandate of Sacred Death|神聖死亡命令
Ebon Crown of Subjugation|黯黑制伏之冠
Eclipsing Step|蝕之步
Elemental Strikes|元素打擊
Umbral Collapse|晦影崩解
Starshard|星辰裂片
Carrion Swoop|腐惡飛撲
Vampiric Reaping|吸血收割
Crimson Vial Fumes|赤紅藥瓶煙霧
Echo of the Evercurse|永恆詛咒的回音
Latch's Crooked Hook|拉奇的彎鉤
Diverting Power...|正在轉移能量…
Takedown|擊倒
Necrotic Convergence|死靈匯聚
Shattering Twilight|粉碎暮光
Scar of Kathra'natir|卡斯拉納提爾之痕
The Dark Archangel|黑暗大天使
Spiritbreaker|滅魂者
Rift Emergence|裂隙浮現
Vindicator's Judgment|復仇者的審判
Bloodcrypt Toxin|血墓劇毒
Artisan Mining|專家級採礦
Decroding Essence|分解精華
Artisan Harvesting|專家級採集
Artisan Skinning|專家級剝皮
Leyline Array|地脈陣列
Rain of Abundance|豐足之雨
Void Claimed|虛無支配
Shadow's Advance|暗影進擊
Emergency Waygate|緊急甬道之門
Berserker Grip|狂戰士之握
March of the Endless|無盡行軍
Flamefang Pitch|焰牙投擲
Reflux Charge|充能逆流
Final Pursuit|最終追擊
Dusk Frights|暮色之駭
Dark Beckoning|黑暗召引
Leech Veil|汲取之幕
Nullwark Blast|空無壁壘衝擊
Grave Marker|墓碑
Flailstorm|連枷風暴
Into The Dream|進入夢境
Exit The Dream|退出夢境
Crush Souls|碾碎靈魂
Enter the Fray|投身戰場
Gale Surge|強風奔騰
Illegal Cosmic Emitter|非法星宙發射器
Lightbound Passage|光縛通行證
Domineer|威壓
Soulrending Roar|斬魂怒吼
Domineering Energy|威壓能量
Devour the Unworthy|吞噬廢物
Wildfire Imbuement|野火灌注
Dawn Crystal|黎明水晶
Create Bonfire|升起篝火
Rupturing Blow|分裂之擊
Shadow Phalanx|暗影方陣
Dawnlight Barrier|曙光屏障
Harpoon Rope - Channel|魚叉繩索 - 引導
Null-Magic Missiles|魔法中和飛彈
Sheri's Laughing Rose|希麗的歡笑玫瑰
Voidfall|虛墜
Limien's Arcane Infusion|里米恩的秘法灌注
Kryenna's Khadgar's Imitation|克萊娜的卡德加模仿
Landraelanis' Muskmelon Draught|藍卓阿蘭妮絲的麝香瓜藥劑
Master the Darkness|精通黑暗
Teamwork|團隊合作
Grimgrow Deweeder|陰生除草炸彈
Spellguard's Protection|法衛的防護
Neural Link|神經連結
Brilliant Dispersion|光輝擴散
Heaven's Lance|天堂長槍
Heaven's Glaives|天堂戰刃
Imperator's Glory|統治者的榮耀
Gust Shot|狂風射擊
Cries of the Fallen|亡者哭嚎
Eternal Suffering|永恆苦難
Mud Sling|甩飛泥巴
Tears of L'ura|路拉之淚
Star Crash|星辰撞擊
Aether Treachery|蒼穹之叛
Voidscar Raze|虛痕抹除
Refueling Orb|補給之球
Black Tide|黑潮
Galesong|強風之歌
Eye of Revelation|啟示之眼
Unending Song|無盡之歌
Void Glob|虛無淤積
Research Surplus|剩餘研究
Null Zone|空無區域
Fount of Shades|暗影泉源
Tangle of Vibrant Vines|活躍藤蔓之纏
Radiant Scar|聖輝之痕
Drop Luckydo|放下幸運星
Flocking Together|成群結隊
Cribbed Ancient Text|抄襲的古老文字
Crystalline Upheaval|晶化動盪
Empower Void Orb|強化虛無之球
Searing Radiance|熾熱烈光
Key to the Arcantina|亞肯提納之鑰
Umbral Beam|晦影光束
Dissolve in Beam|消散於光束中
Sun Beam|太陽光束
Darkstride|暗行
Void Hole|虛無之洞
Shadowveil Annihilation|影幕滅殺
End Dive|結束潛水
Sun's Ember|太陽餘燼
Voidfall Meteor|虛墜流星
World Killer|世界殺手
Undead Eruption|不死爆發
Spiny Leap|尖刺之躍
Towering|建塔
Empower Anguish|強化苦痛
Agonizing Exhaustion|苦痛之竭
Corespark Overload|核火超載
Make Delivery!|進行送交！
Corespark Surge|核火突波
Consuming Miasma|吞噬瘴氣
Collect Creature|收集生物
Eye's Oblivion|眼之湮滅
Corespark Detonation|核火引爆
Sacrificial Aegis|獻祭禦盾
Divine Guile|神聖狡詐
Void Blaze|虛無燃炎
Twilight Crash|暮光撞擊
Lost in the Rift|迷失在裂隙中
Scintillating Shard|火花裂片
Corespark Nova|核火新星
Shredding Talons|撕裂利爪
Ancestral Trample|先祖踐踏
Ancient Seeds|遠古種子
Touch of the Archmage|大魔導師之觸
Radiant Flare|聖輝閃焰
Deathless Bond|不死羈絆
Rotting Strikes|腐敗打擊
Blight Splatter|荒疫噴濺
Brewing Storm|醞釀的風暴
Shredding Tendrils|撕裂觸鬚
Ritual Firebrand|儀式火烙
Focused Aggression|集中突擊
Plungegrip|急墜之握
Raptor Swipe|猛禽揮擊
Cell Marker|牢籠標記
Cryoburst|冰寒爆發
Focused Guard|專注守護
Coiling Suffocation|窒息纏繞
Cosmic Expansion|宇宙擴張
Soulstorms|靈魂風暴
Ritual Drums|儀式鼓
Prickly Plum Juice|刺梅汁
Umbral Beams|晦影光束
Dimensional Slash|次元斬
Spiritfont|靈泉
Gloom-Spattered Dreadscale|幽濺懼鱗
Oblivion's Wrath|寂滅之怒
Unconditional Worship|無條件崇拜
Light Within|內在聖光
Necromantic Upheaval|死靈動盪
Living Artillery|活化火砲
Orebreaker|破礦者
Exit Ritual Site|離開儀式地點
Overflowing Sludge|溢流淤泥
Add to Anvil|加入鐵砧
Necro Teleport|死靈傳送
Porcelain Blade Tip|陶瓷刀尖
Farstrider's Hawkeye|遠行者的鷹眼
Smuggler's Lynxeye|走私者的山貓眼
Laced Zoomshots|附能遠射彈
Haunted Weapons|鬧鬼武器
Devouring Voidblade|吞噬虛無之刃
Weighted Boomshots|加重轟爆彈
Crushing Rift|碾碎裂隙
Shadow of Nathreza|納斯雷薩暗影
Fuel on the Fire|火上加油
Colossal Strikes|巨碩打擊
Glacial Overload|冰川超載
Flux Collapse|奔流崩壞
Holy Bounding Hand Grenade|神聖彈跳手榴彈
Time Lost Edict|時光佚失敕令
Dark Constellation|黑暗星宿
Awaken the Fallen|喚醒亡者
Overflowing Voidspire|溢流虛無之尖
Empty the Cellar|清空地窖
Chains of Subjugation|屈從之鍊
Storm Arc|風暴電弧
Grave Dig|挖墓
Nullbeam|空無射線
Shallow Graves|淺墓穴
Extinguish Souls|消滅靈魂
Lightbloom Salvo|光綻轟炸
Rime Blast|凝霜衝擊
Spirit Thrash|靈魂痛擊
Pulse of Drums|皮鼓脈衝
Phase Dash|相位突進
Rimeshatter|凝霜粉碎
Light Growth|聖光生長物
Submit to the Void|臣服於虛無
Oblivion Rift|寂滅裂隙
Belch Spores|噴吐孢子
Scourgelord's Reckoning|天譴領主的清算
Choosing Gravestone|選擇墓碑
Discordant Hymn|不諧頌歌
Light Rush|聖光突進
Unseen Slash|隱密斬擊
Unseen Swipe|隱密揮擊
Chaos Orbs|混沌之球
Gilded Fountain|金輝噴泉
The Fungi's Fist|真菌之拳
Shale Bombardment|頁岩轟炸
Fling Chair|丟擲椅子
Dominion of Argus|阿古斯的統治
Plague Globs|瘟疫黏液
Dance of Midnight|午夜之舞
Get 'Em, Ick!|幹掉他們，艾克！
Lumbering Fixation|沉重注視
Snapping Maw|鉗夾之喉
Rancid Rain|腐臭之雨
Energy Barrier|能量屏障
Moonlight Chakram|月光戰輪
Ingenuity|精妙
Resourcefulness|精明
Deftness|純熟
Finesse|技法
Perception|感知
Multicraft|複數製造
Skill|技能
Vaelwing|維爾之翼
Visit House|造訪房屋
Solar Charge|太陽充能
Decipher Dark Wisdom|破解黑暗智慧
Rampaging Ruin|狂暴毀滅
Kill or Be Killed|你死我亡
Energy Intake|能量引道
Implacable|毫不留情
Note of Despair|絕望音符
Dirge of Despair|絕望輓歌
Discordant Beam|不諧光束
Spirit Flay|靈魂剝取
Grim Chorus|恐怖合音
Claim Essence|獲取精華
Trapping|設置陷阱中
Chosen of Frostbrood|霜育天選者
Blight of Weakness|虛弱荒疫
Gravedigger|掘墓者
Azure Sweep|蒼藍掃擊
Raging Spirits|狂怒的靈魂
Symphony of the Eternal Night|永夜交響樂
Alnmoth Swarm|艾恩蛾群
Grabbed!|抓住了！
Time Flies|時光飛逝
Flanking Spear|夾擊長矛
Sunwell Egg|太陽之井蛋
Fearful Ritual Mask|恐懼的儀式面具
Mirrored Rend|鏡像撕裂
Light Siphon|聖光虹吸
Salvaged Salvo|回收齊射
Stormstream Totem|暴風之流圖騰
Boon of Vitality|活力恩澤
Sentinel's Blessing|哨兵的祝福
Sporebloom|孢子花
Writhing Umbra|扭動晦影
Glory of the Vanguard|先鋒的榮耀
Veiled Blessing|朦朧祝福
Alnmoth Storm|艾恩蛾風暴
Master of Warfare|戰爭大師
Shattering Cosmos|破碎星宙
Sculpting|雕刻
Wild Guardian|狂野守護者
Void Overflow|虛無溢流
Sealing Orb|封印寶珠
Untethered Rage|無縛憤怒
Shadowmark|暗影之印
Flame Nova|烈焰新星
Cosmic Grasp|星宙攫取
Shadow Nexus|暗影奧核
Eternal Hunt|永恆狩獵
Twilight Divergence|暮光分歧
Voidbound Sky|虛無縛空
Primal Bloodbath|原始血浴
Parting Snare|分離陷阱
Shade Bomb|暗影炸彈
Entropic Rain|混亂之雨
Boon of Speed|速度恩澤
Exangusihate|榨苦之憤
Stellar Vortex|星能漩渦
Zealous Spirit|狂熱靈魂
Stellar Warp|星能傳送
Shocking Trident|電擊三叉戟
Ore Chunks|礦石塊
Scrying Storms|占卜風暴
Light's Judgement|聖光審判
Illusory Deceit|幻象欺詐
Eye of Antenorian|安諾里恩之眼
Deadly Insight|致命洞察
Racing Snail|競速蝸牛
Deliver Mail|遞送信件
Surrender to the Flame|臣服烈焰
Regurgitation|反芻
Reintegration|重新整合
Dawncrazed Halo|黎明癲狂輝環
The Last Light|最後的光
Heaven & Hell|天堂與地獄
Slick Delivery|流暢快遞
Divine Consecration|神聖奉獻
Mind-Seeker|尋心者
Eternal Volley|永恆箭雨
Dundun's Abundant Travel Method|敦敦的豐足旅行方式
Tall Beam Toggle Position|高處光束切換位置
Cleansed Agony|淨化痛苦
Smothering Darkness|窒息黑暗
Delightful Sadism|愉悅之虐
Iris of Oblivion|遺忘虹膜
Starsplinter|星辰破片
Carrying Overcharged Manacell|攜帶滿溢的法力容器
Void Marked|虛無標記
Chaotic Fissure|混沌裂縫
Hulking Fragment|笨重碎片
Leapwise Grace|躍步恩典
Grappling Maw|爪鉤之喉
Drowning Saltfoam|溺水鹽沫
Collect Domed Roof|收集圓頂屋頂
Collect Faceted Roof|收集刻面屋頂
Collect Tiered Roof|收集層疊屋頂
Collect Woodland Roof|收集林地屋頂
Collect Embellished Roof|收集裝飾屋頂
Collect Rustic Roof|收集粗製屋頂
Rage of the Protector|保衛者之怒
Into the Darkwell|進入黑暗之井
Blooming Burst|綻放爆發
Core Harvest|核心收割
Seeping Gore|滲血
Boon of Prosperity|富饒恩澤
Fonts of Madness|錯亂之泉
Gate Marker|大門標記
Storming Soulfont|風暴魂泉
Gate Opener|大門開啟者
Stormscatter Orbs|風暴散落球體
Dimensional Recall|次元回溯
Disgorge Mana|嘔出法力
Venompool Trap|毒池陷阱
Fragility|脆弱
Binding Nebula|束縛星雲
Abyssal Power|深淵之力
Grim Symphony|恐怖交響曲
Abyss Angler Fishing|深淵釣手釣魚
Coursing Rift|追跡裂隙
Malevolent Boon|惡意恩澤
Ritual Spoils|儀式戰利品
Volatile Dead|易爆亡者
Profane Ritual|褻瀆儀式
Volatile Plumage|爆燃羽毛
8000|快樂機器人8000
(Yellow)|Ogre（Yellow）
(Blackrock)|Orc（Blackrock）
(Shadowmoon)|Orc（Shadowmoon）
(Shaddered|Orc（Shaddered
Hand)|Hand）
Green)|Green）
Blade)|Blade）
Felsteed|惡魔戰馬
Chicken|雞
Rabbit|兔子
Archaedas|阿札達斯
Cockatoo|美冠鸚鵡
Senegal|金翼鸚鵡
Cockatiel|紅尾鸚鵡
Faeling|精靈龍寶寶
Zjolnir|祖尼爾
Bom'bay|波貝
Zergling|異化蟲
Ragnaros|拉格納羅斯
Rytama|雷塔瑪
Ar'lia|阿里亞
Dreadsteed|恐懼戰馬
Jubling|小嘓嘓
Lurky|樂奇
Murki|莫基
Gurky|葛奇
Peddlefeet|傳播者
Terky|特奇
Poley|波雷
Ash'ana|艾夏納
Garrosh|卡爾洛斯
Netherwhelp|虛空幼龍
Manny|曼寧
Kitty|小貓
Trigul|崔古
Miniwing|迷你鸚鵡
Zeppit|塞皮
Wolpertinger|鹿角兔
Okuno|歐庫諾
Willy|韋利
Bananas|巴那納斯
Egbert|艾格伯特
Peanut|花生米
Stinker|小臭鼬
Toothy|凸牙
Muckbreath|污息
Mojo|莫巧
Snarly|史納立
Chuck|恰克
Frosty|寒霜幼龍
Lo'Gosh|洛戈許
Pengu|潘古
Juwanamana|朱瓦納馬娜
Sorrow|哀傷
Drool|德魯爾
Violetta|薇奧麗塔
Onu|安努
Mechanopeep|機械小陸行鳥
Withers|阿萎
Warbot|戰爭機器人
Grunty|阿蠻
Kalec|卡雷克
Goldrinn|戈德林
Pebble|小石岩
Blighthound|荒疫獵犬
Rok'tar|洛克塔
Deathy|小死
Lizzy|莉茲
Legs|多腳
Stormcrow|風暴烏鴉
Nuts|小松果
Murkablo|暗黑小魚人
Lumpy|塊頭
Butterfly|蝴蝶
Fei|緋
Hopling|小跳跳兔妖
Mishka|密西卡
Squirrel|松鼠
Porcupette|刺蝟
Mouse|溝鼠
Fawn|幼鹿
Roach|蟑螂
Sheep|綿羊
Skunk|臭鼬
Parrot|鸚鵡
Polly|波利鸚鵡
Adder|奎蛇
Scorpling|幼蠍
Toad|蟾蜍
Moccasin|毒水蟒
Cockroach|蟑螂
Rattlesnake|響尾蛇
Deer|鹿
Hare|野兔
Maggot|蛆蟲
Blighthawk|荒疫禿鷲
Gorrok|哥羅克
Shokia|修基雅
Kiryn|卡玲
Zin'jun|金浚
Snuff|鼻煙
Grummle|咕嚕摩
Kang|康
Jiang|姜
Lo|小落
Xian|希亞
Egg|蛋
Larva|幼蟲
Gazelle|蹬羚
Stinkbug|臭蟲
Frog|青蛙
Minfernal|小煉獄火
Norvakess|諾瓦卡斯
Rabbot|機械兔
Yaungol|揚古
Sidewinder|角響尾蛇
Korvexxis|克爾菲西斯
