Original|Translated
Mud Bath|Bain de boue
Harden Mountain|Montagne endurcie
Veneration|Adulation
Blazing Chaos|Chaos flamboyant
Tiderush|Frappe-marée
Mud Eruption|Éruption de boue
Rock Breath|Souffle de pierre
Flame Smite|Châtiment des flammes
Unyielding Aggression|Agression inexorable
Rockslide|Éboulement
March of the Ducklings|Marche des canetons
Cenarius' Guidance|Soutien de Cénarius
Quaking Slam|Frappe sismique
Bulldoze|Démolition
Kill Zone|Zone de mort
Molten Pour|Coulée en fusion
Heated Stomp|Piétinement brûlant
Path of Fire|Voie de feu
Lava Toss|Lancer de lave
Chain Lightning Breath|Souffle d’éclairs
Flameshower|Pluie de flammes
Master's Hammer|Marteau de maître
Spear of the Mountain|Lance de la montagne
Violent Combustion|Combustion violente
Mountainous Rupture|Rupture montagneuse
Searing Hammer|Marteau incendiaire
Call Sentinels|Appel de sentinelles
Titanic Fragmentation|Fragmentation titanesque
Hitstop|Fin des frappes
Sundered Firmament|Firmament fracturé
Aerial Charge|Charge aérienne
Craft Creche Crowler|Dracoise artisanale du couvoir
Propagating Seedling Cast|Mise en terre de germe proliférant
Worldbreaker's Wrath|Courroux brise-monde
Unstable Flame|Flamme instable
Touch the Cosmos|Contact avec le cosmos
Dragon Glyph Resonance|Résonance des dracoglyphes
Bellowing Gust|Rafale mugissante
Eruptive Stomp|Piétinement éruptif
Volcanic Upheaval|Soulèvement volcanique
Void Eruptions|Éruptions du Vide
Overflowing Flame|Flamme débordante
Chill Out|Sang-froid
Expel Slimes|Expulsion de gelées
Overflowing Frost|Givre débordant
Merithra's Blessing|Bénédiction de Mérithra
Overflowing Earth|Terre débordante
Overflowing Storm|Tempête débordante
Unstable Earth|Terre instable
Encounter Defeated Bonus|Bonus de combat remporté
Unstable Storm|Tempête instable
Fracturing Charge|Charge fracturante
Juggernaut Charge|Charge de mastodonte
Heaven's Nemesis|Némésis des cieux
Molten Disgorge|Régurgitation de lave
Sole Strip|Ruée écrasante
Rumbling Quake|Secousse grondante
Vapor Blast|Explosion de vapeur
Ebon Might|Puissance d’ébène
Proto Quake|Proto-séisme
Shattering Flame|Flamme destructrice
Spirit Charge|Charge spirituelle
Thundering Orb|Orbe foudroyant
Arcane Onslaught|Offensive arcanique
Azure Catastrophe|Catastrophe d’Azur
Arcane Emanation|Émanation arcanique
Explosive Traps|Pièges explosifs
Swirling Gale|Trombe tourbillonnante
Primal Stampede|Ruée primordiale
Grand Theft Mammoth|Vol de mammouth
Vortex Roar|Vortex mugissant
Seal Away|Condamner
Wild Lightning|Foudre débridée
Thundering Chaos|Chaos foudroyant
Sluggish Adoration|Adoration lénifiante
Storm-Eater|Mange-tempêtes
Living Inferno|Inferno vivant
Horrific Conjuration|Invocation terrifiante
Wild Brutality|Brutalité débridée
Stonefall|Éboulement
Erupting Bedrock|Roche mère en éruption
Manaweaving|Tissage de mana
Molten Spike|Pointe en fusion
Kaja'Cola Carrier Unit|Unité de transport de Kaja’Cola
Savage Leap|Bond sauvage
Hazardous Thoughts|Idées dangereuses
Feeling of Superiority|Sentiment de supériorité
Primal Attunement|Communion primordiale
Explorer's Banner|Bannière d’exploration
Mortal Stoneslam|Coup rocailleux mortel
Frost Entombment|Inhumation givrée
Pocket Factory|Usine de poche
Magma Spray|Projection de magma
Earthen Rupture|Rupture terrestre
Throw Spear!|Jet de lance !
Electrified Tripwires|Fils de détente électrifiés
Rope Yank!|Coup de corde !
Horn of Alacrity|Cor d’empressement
Storm Fissure|Fissure de la tempête
Bloody Pounce|Bond sanglant
Offer Barrel|Donner le tonneau
Clear Tracking|Effacer le suivi
Chilling Pursuit|Poursuite glaciale
Gusting Rime|Frimas tourbillonnant
Frozen Onslaught|Assaut gelé
Grumble|Grondement
Devastating Sunder|Fracas dévastateur
Hateful Chiller|Glaceuse haineuse
Cave Rubble|Débris de la grotte
Aegis of the Elements|Égide des éléments
Corrupted Geyser|Geyser corrompu
Corrupted Vortex|Vortex corrompu
Avalanche Slam|Fracas d’avalanche
Command: Aggression|Ordre : agression
Glacial Cascade|Cascade glaciale
Winterpelt Furbolg Form|Forme de Furbolg crin-d’hiver
Arcane Trail|Trace arcanique
Winter's Primacy|Suprématie hivernale
Guardian's Duty|Devoir du gardien
Updating|Mise à jour
Galvanic Onslaught|Assaut galvanique
Teleport to Azure Archives|Téléportation vers les archives d’Azur
Bubbling Magma|Magma bouillonnant
Attacking Elemental|Élémentaire agressif
Bitter Barrage|Barrage glacial
Shadowflame Slag|Scorie d’ombreflamme
Break Stasis|Sortie de stase
Explosive Trickshot|Tir précis explosif
Chase|Poursuite
Summon: Proto-Drake|Invocation d’un proto-drake
Finding|Découverte
Mender's Signal|Signal des soigneurs
Lion's Heritage|Armure ancestrale du Lion
Heritage of Draenor|Armure ancestrale de Draenor
Wing Shredder|Déchiqueteur ailé
Wild Scavenging|Collecte sauvage
Volatile Magma Orb|Orbe de magma instable
Rambling with Rupert again|Nouvelle balade avec Rupert
Bonemerang|Sternumerang
Open Trait Tree|Ouvrir l’arbre des traits
Create Trait Config|Créer une configuration de traits
Stone's Protection|Protection de la pierre
Positional Displacer|Déplaceur positionnel
Break Scroll Seal|Desceller le parchemin
Hellbeam|Rayon infernal
Damp Scavenging|Collecte humide
Heated Scavenging|Collecte ardente
Molten Furnace|Fournaise en fusion
Cave Dive!|Spéléo !
Rampant Summon|Invocation effrénée
Sea's Dominance|Domination des mers
Siphon Oathstone|Siphon de pierre de vœu
Spark of Tyr|Etincelle de Tyr
Rain of Devastation|Pluie de dévastation
Bootstorm|Tempête de bottes
Wildfire Weapon|Arme de flambée
Roiling Lava|Lave tourbillonnante
Bubble Burster|Explosion de bulles
Big Sneeze|Gros éternuement
Hellsteel Plating|Plaque d’acier infernal
Collecting Horn Signet|Récupération de chevalière à corne
Calamitous Strike|Frappe calamiteuse
Sinister Whispers|Chuchotements sinistres
Storm Overload|Surcharge de tempête
Spew Shadowlava|Crachat d’ombrelave
Blazing Spear|Lance embrasée
Zealous Execution|Exécution zélée
Spirit, Water, and Decay|Esprit, Eau et Putréfaction
Wild Breath|Souffle sauvage
Smothering Earth|Terre ignifuge
Familiar Faces|Des visages familiers
Dragonfire Bomb Dispenser|Distributeur de bombes de feu draconique
Ire of Fyrakk|Colère de Fyrakka
Empowered Flame|Flamme amplifiée
Elementium Pocket Anvil|Enclume de poche en élémentium
Hellsteel Carnage|Carnage d’acier infernal
Incinerating Maws|Gueules incendiaires
Epoch Retrieval|Récupération d’époque
Sand Stomp|Piétinement de sable
Withering Sandpool|Bassin de sable flétri
Twisted Earth|Terre corrompue
Scorching Bomb|Bombe brûlante
Shadowflame Fissures|Fissures d’ombreflamme
Completely Safe Rocket|Fusée parfaitement sûre
Draconic Vitality|Vitalité draconique
Research Volume|Ouvrage de recherche
Mass Disintegrate|Désintégration de masse
Time Traps|Pièges temporel
Soft Landing|Atterrissage en douceur
Corrupting Shadow|Ombre corruptrice
Glittering Surge|Intensification scintillante
Volcanic Shield|Bouclier volcanique
Terror Claws|Griffes terrifiantes
Elastic Ooze|Limon élastique
Command: Protection|Ordre : protection
Echoing Fissure|Fissure résonnante
Ray of Anguish|Rayon d’angoisse
Hellsteel Fragment|Fragment d’acier infernal
Eon Shatter|Éon fracassé
Volcanic Blast|Explosion volcanique
Torrid Upheaval|Soulèvement torride
Raging Magma Stone|Pierre de magma déchaîné
Cold Frost Stone|Pierre de givre mordant
Pestilent Plague Stone|Pierre d’épidémie pestilentielle
Storm Catalyst|Catalyseur de tempête
Summon Honeypelt|Invoquer Peau-de-Miel
Buccaneer's Rope|Corde de boucanier
Brynnsahce Helping Out!|Brynnsahce vous aide !
Magma Puddle|Flaque de magma
Channel Unknown Energy|Canalisation d’énergie inconnue
Flat Crystal|Cristal plat
Carrying Boulder|Porte un rocher
Void Claws|Griffes du Vide
Catastrophic Eruption|Éruption catastrophique
Escape Crystals|Échapper aux cristaux
Coalescing Void|Vide amalgamé
Lightforged Blessing|Bénédiction sancteforge
Insight of Nasz'uro|Clairvoyance de Nasz’uro
Astral Formation|Formation astrale
Cosmic Ascension|Ascension cosmique
Scouring Eternity|Éternité décapante
Embrace of Nothingness|Étreinte du néant
Searing Slam|Heurt incendiaire
Start Ritual|Commencer le rituel
Breath of Eons|Souffle des présages
Cascading Shadow|Ombre torrentielle
Hurtling Barrage|Barrage rapide
Igniting Roar|Rugissement incendiaire
Easily Spooked|Pusillanime
More Problems!|Encore des problèmes !
Sunder Reality|Réalité fracturée
Blistering Cyclone|Cyclone torride
Galvanic Focus|Concentration galvanique
Hammer and Anvil|Marteau et enclume
Holding Earth Rune|Détient une rune de terre
Mind Fragment|Fragment d’esprit
Vat Break|Destruction de cuve
Holding Fire Rune|Détient une rune de feu
Umbral Annihilation|Annihilation ombreuse
Blessed Hammers|Marteaux bénis
Defy Fate|Défi au destin
Sorcerous Tempest|Tempête de sorcellerie
Void Fracture|Fracture du Vide
Scorching Clutch|Couvée brûlante
Package Dropped|Paquet lâché
Drowned Whispers|Chuchotements noyés
Reach Inside|Accès à l’intérieur
Grab Gem|Récupération de gemme
Zaqali Aide|Soutien des Zaqalis
Desolate Blossom|Fleur de désolation
Revenant's Blood|Sang de revenant
Abyssal Breath|Souffle abyssal
Spiraling Squall|Bourrasque tournoyante
Scorching Eclipse|Éclipse brûlante
Primordial Stones|Pierres primordiales
Eruptive Trap|Piège éruptif
Crusading Strikes|Frappes de croisade
Slicing Cyclone|Cyclone tranchant
Mach Punch|Frappe surpuissante
Sudden Updraft|Courant ascendant soudain
Greedy Motivation|Motivation cupide
Crash Course|Cours intensif
Executing Charge|Charge d’exécution
Flow Like Water|Eau vive
Spore Tender|Porte-spores
Bootstorm Booterang|Tempête de botterangs
Geyser Salvo|Volée de geysers
Devastating Rend|Déchirure dévastatrice
Activate Totem|Activation de totem
Slime Sucker 2000|Aspilimon 2000
Unstable Essence|Essence instable
Overflowing Power|Pouvoir débordant
Shadowflame Wreathe|Auréole d’ombreflamme
Smoldering Rage|Rune fumante
Summoner's Luck|Chance de l’invocateur
Crustaceous Hex|Maléfice crustacé
Sporeadic Adaptability|Adaptabilité sporiférique
Arcane Splicer|Faisceau des arcanes
Lowering Chain|Abaissement de la chaîne
Water Spout Totem|Totem de jet d’eau
Gloom Conflagration|Déflagration obscure
Tactical Destruction|Destruction tactique
Portal Teleport|Portail de téléportation
Dragonfire Traps|Pièges de feu draconique
Aid of the Green Dragonflight|Soutien du Vol draconique vert
Volatile Spew|Crachat explosif
Magma Overflow|Débordement de magma
Judge, Jury and Executioner|Juge, juré et bourreau
Niffen Stink Bomb|Boule puante flairane
Break Primordial Stone|Briser la pierre primordiale
Banana Broadside|Bordée de bananes
Animate Golems|Animation de golems
Summon Jar of Gravel|Invocation de jarre de gravier
Activate Dragonfire Trap|Activation de piège de feu draconique
Summon Agrul|Invocation d’Agrul
Launch!|Décollage !
Eon Fragments|Fragments d’éon
Boulder Fall|Chute de rocher
Calm the Wolf|Apaisement du loup
Chi Cocoon|Cocon de chi
Shadowlava Blast|Explosion d’ombrelave
Doom Flames|Flammes funestes
Primal Empowerment|Imprégnation primordiale
Adaptive Stonescales|Pierres-écailles adaptatives
Roiling Shadowflame|Ombreflamme agitée
Dream Burst|Explosion onirique
Public Objective Reward Tracker|Traqueur de récompense d’objectif public
Olfactory Defenses|Défenses olfactives
Volatile Essence|Essence volatile
Black Hole Sun|Soleil de trou noir
Ravening Leaps|Bonds voraces
Dread Rifts|Failles effroyables
Dread Rift|Faille effroyable
Crystal Stalagmite|Stalagmite cristalline
Earth Warder's Protection|Protection du Gardeterre
Djaradin Boasting Tablets|Tables de vantardise djaradines
Purifying Orb|Orbe purificateur
Templar Strikes|Frappes du templier
Spatial Paradox|Paradoxe spatial
Out of Space|Hors de l’espace
Magmaball|Boule de magma
Earth Primalist Channelling|Canalisation de Primaliste de terre
Predatory Focus|Concentration prédatrice
Molten Tides|Vagues magmatiques
Fire Primalist Channelling|Canalisation de Primaliste de feu
Negative Feedback|Réaction négative
Battlefield|Champ de bataille
Heaving Rush|Ruée haletante
Corrosive Infusion|Imprégnation corrosive
Molten End|Fin magmatique
Timeways|Voies temporelles
Arbalest Fire|Tir d’arbaleste
Corrosive Expulsion|Expulsion corrosive
Flaring Firestorm|Tempête de feu flamboyante
Sticky Tar Bomb|Bombe de goudron collante
Blight Seep|Suintement de chancre
Rushing Darkness|Ténèbres fulgurantes
Throw Smellbubble|Lancer de bulle puante
Throw Smellibubble|Lancer de bulle puante
Volatile Mortar|Mortier instable
Wrath of the Elders|Courroux des Anciens
Voraxian Conversation|Conversation de Voraxian
Cleansing Ritual|Rituel de purification
Sample Drop|Jet d’échantillon
Part Drop Off|Livraison de pièce
Flaming Upsurge|Déferlante de flammes
Frothing Lava|Lave écumeuse
Malignant Transferal|Transfert malveillant
Dead In The Water|Mer mortelle
Lava Infusion|Imprégnation de lave
Sundered Shadow|Ombre fracturée
Blazing Tantrum|Colère ardente
Necrotic Winds|Vents nécrotiques
Necrofrost|Nécrogivre
Working Djaradin|Djaradin affairé
Incinerating Blightbreath|Chancresouffle incinérant
Convergent Eruption|Éruption convergente
Carrying an Resilient Stone|Transport de pierre résiliente
Remove DoTs|Retirer les dégâts sur la durée
Bestow Weyrnstone|Conférer la pierre de weyrn
Hissing Rune|Rune sifflante
Vantus Rune: Aberrus, the Shadowed Crucible|Rune de Vantus : Aberrus, le creuset de l’Ombre
Contract: Loamm Niffen|Contrat : Flairans de Terreau
Shadowed Razing Annihilator|Annihilateur redoutable de l’ombre
Shadowed Belt Clasp|Boucle de ceinture de l’ombre
Undulating Sporecloak|Cape de spores ondulante
Shadowed Impact Buckler|Targe d’impact de l’ombre
Infernal Heart|Cœur infernal
Chronoport|Chronoportation
Goldmine's Totem|Totem de Minelor
Rescue Ring|Bouée
Paradox|Paradoxe
Assistant Archeologist|Archéologue assistant
Volcanic Totem|Totem volcanique
Rock Toss|Jet de pierre
Twin Flames|Flammes jumelles
Corrupted Flames|Flammes corrompues
Taking Candle|Prendre la bougie
Displacement Bolt|Trait de déplacement
Congealed Mass|Masse figée
Ping Snail|Ping d’escargot
Retrieve Head|Récupérer la tête
Magmaclaw Lure|Appât à pince-de-magma
Extinction Blast|Explosion extinctrice
Motes of Possibility|Particules de possibilité
Rending Earthspikes|Pointes de terre pourfendeuses
Shadow and Flame|Ombre et flamme
Fury of Fyrakk|Fureur de Fyrakka
Retrieving...|Récupération…
Loamm Niffen Insignia|Insigne des Flairans de Terreau
Temporal Wound|Blessure temporelle
Fire Element Beam|Rayon élémentaire de feu
Crumbling Facade|Façade croulante
Vantus Rune: Echo of Neltharion|Rune de Vantus : écho de Neltharion
Vantus Rune: Kazzara, the Hellforged|Rune de Vantus : Kazzara, née des enfers
Vantus Rune: Shadowflame Elemental|Rune de Vantus : élémentaire d’ombreflamme
Vantus Rune: The Forgotten Experiments|Rune de Vantus : expériences oubliées
Vantus Rune: Zaqali Invasion|Rune de Vantus : invasion zaqali
Vantus Rune: Rashok|Rune de Vantus : Rashok
Pulverizing Exhalation|Expiration pulvérisante
Vantus Rune: The Vigilant Steward, Zskarn|Rune de Vantus : Zskarn, l’Intendant vigilant
Vantus Rune: Magmorax|Rune de Vantus : Magmorax
Vantus Rune: Scalecommander Sarkareth|Rune de Vantus : squammandant Sarkareth.
Frostfield|Champ-gelé
Pulverizing Creations|Créations pulvérisantes
Dimensional Puncture|Perforation dimensionnelle
Ride to Tal'Gurub|Aller à Tal’gurub
Shadowflame Energy|Énergie d’ombreflamme
Timeline Protection|Protection de ligne temporelle
Molten Ritual|Rituel magmatique
Impending Collapse|Effondrement imminent
Ice Element Beam|Rayon élémentaire de glace
Earth Element Beam|Rayon élémentaire de terre
Air Element Beam|Rayon élémentaire d’air
Radiant Barrier|Barrière radieuse
Clinging Void|Vide tenace
Summon Drogbar Helper|Invocation d’un Drogbar serviable
Lump of Flesh|Morceau de chair
Tear Off|Arracher
Carrying Baby Murloc|Transporte un bébé murloc
Timeline Acceleration|Accélération de ligne temporelle
Throw Baby Murloc|Lancer le bébé murloc
Timeline Rejection|Rejet de ligne temporelle
Flaming Cudgel|Casse-tête enflammé
Stretch Time|Étirement du temps
Timeline Boon|Faveur de ligne temporelle
Catastrophic Slam|Frappe catastrophique
Mettle|Bravoure
Falling Embers|Chute de braises
Essence Vessel|Réceptacle d’essence
Infinity Orb|Orbe d’infinité
Madam Shadow's Soulstone|Pierre d’âme de madame Ombre
Time-Displacement|Déplacement temporel
Rended|Saigné
Light Etched Key|Clé gravée de lumière
Part Drop|Lâcher de pièce
Molten Cinders|Cendres en fusion
Critter Lasso|Lasso à bestioles
Lithic Disgorge|Régurgitation lithique
Bubbly Barrage|Barrage bouillonnant
Inconspicuous Crystal|Cristal discret
Recover Designs|Récupération des dessins
Elementium Shards|Éclats d’élémentium
Flamin' Ring of Flashiness|Anneau flamboyant d’ostentation
Cave Pebble|Galet de la grotte
Dread Landing|Atterrissage effroyable
Shadow Canister|Ombre en bouteille
Flame Canister|Flammes en bouteille
Cosmic Elevation|Élévation cosmique
Stalking Prey|Traque de la proie
Lava Rush|Torrent de lave
Timerip|Déchirure temporelle
Purification Sphere|Sphère purificatrice
Seismic Survey|Étude sismique
Orb of Contemplation|Orbe de contemplation
Temporal Strike|Frappe temporelle
Deep Grasping Roots|Racines avides profondes
Pebble Retch|Crachat de cailloux
Shrouding Sandstorm|Tempête de sable enveloppante
Poison Blade|Lame empoisonnée
Rupturing Earth|Terre fissurée
Broad Jump|Saut large
Volcanic Overload|Surcharge volcanique
Contribute Radiant Remnant|Don de vestige radieux
Relentless Hunger|Faim implacable
Incarnate|Incarnation
Stronger Glutes|Fessiers plus puissants
Blistering Eruption|Éruption caustique
Molten Slam|Frappe en fusion
Casing the Scene|Inspection de la scène
Gain Clue|Gain d’indice
Sentinel's Whistle|Sifflet de Sentinelle
Doom Spew|Projection funeste
Temporal Volley|Salve temporelle
Chronoburst|Chrono-jaillissement
Location Captured|Emplacement capturé
Voltaic Strike|Frappe voltaïque
Downburst|Rafale descendante
Shadowflame Meteor|Météore d’ombreflamme
Lava Ejection|Éjection de lave
Life Ward|Gardien de vie
Life Splice|Tranche de vie
Dream Tether|Attache du Rêve
Chromatic Outburst|Éruption chaotique
Verdant Matrix|Matrice verdoyante
Timeless Curse|Malédiction intemporelle
Time Trapped!|Piégé dans le temps !
Paracausal Fragment of Seschenal|Fragment paracausal de Seschenal
Timeline Conflux|Confluence de ligne temporelle
Travelling|Voyage en cours
Flame Conversion|Conversion de flamme
Location Threatened|Emplacement menacé
Toxic Rain|Pluie toxique
Wall of Flame|Mur de flamme
Pulled Plant|Plante arrachée
Gain Juicy Clue|Gain d’indice juteux
Errant Time|Temps errant
Investigating Clue|Inspection de l’indice
Overflowing Light|Lumière intarissable
Gain Clue Morsels|Gain de morceaux d’indice
Glistening Radiance|Radiance scintillante
Smothering Shadows|Ombres étouffantes
Incarnate's Wrath|Courroux de l’Incarnation
Cataclysmic Obliteration|Oblitération cataclysmique
Timeline Transcendence|Transcendance de ligne temporelle
Rising Dreamsurge|Poussée onirique montante
Ashen Dreams|Rêves cendrés
Driving Flame|Flamme stimulante
Drenched Blades|Lames trempées
Bubble Blowgun|Sarbacane à bulles
Blistering Spear|Lance suppurante
Shining Righteousness|Droiture rayonnante
Stonecracker Barrage|Barrage craquepierre
Flower Trail|Traînée de fleurs
Summon Giant Squash|Invocation de courge géante
Mushroom Jump Pad|Plateforme de saut fongique
Pumpkin Breath|Souffle de citrouille
Paracausal Fragment of Sulfuras|Fragment paracausal de Sulfuras
Shroomtend|Champication
Scorching Roots|Racines brûlantes
Burning Wrath|Courroux brûlant
Drenching Orb|Orbe aspergeant
Festering Blades|Lames purulentes
Everweaving Threads|Fils de la trame éternelle
Threads of Life|Fils de vie
Dreamsurge Heartbloom|Flore-cœur de la poussée onirique
Wind Vortex|Vortex de vent
Insidious Cackle|Ricanement insidieux
Gathering Flames|Rassemblement de flammes
Hot Head|Tête brûlée
Interval|Intervalle
Terror Blades|Lames terrifiantes
Astral Blades|Lames astrales
Fungal Charge|Charge fongique
Medals|Médailles
Dreamsurge Guidance|Soutien de la poussée onirique
Shrapnel Mine|Mine shrapnel
Ash Bomb|Bombe de cendre
Greater Encapsulated Destiny|Destinée encapsulée supérieure
Heart Stopper|Cœur immobile
Bloodmine|Mine de sang
Ember Curse|Malédiction de braise
Bomb Lobber|Lobe-bombe
Shrapnel Spreader|Épandeur de shrapnel
Railgun|Canon électrique
Crankshot|Tire-levier
Bubbling Brews|Breuvages pétillants
Evoker Warnings|Avertissements d’évocateur
Umbral Destruction|Destruction ombreuse
Dreaming Devotion|Dévotion onirique
Summon Infinite Keeper|Invocation d’un gardien infini
Dwarven Medicine|Remède nain
Infinite Corruption|Corruption infinie
Cursed Hot Head|Tête brûlée maudite
Paused|En pause
Creature of Dream|Créature onirique
Moon's Eclipse|Éclipse lunaire
Shadow Curse|Malédiction de l’ombre
Dream Attunement|Harmonisation avec le Rêve
Wild Blade|Lame sauvage
Summon Ingredient Quest Giver|Invocation de donneur de quête d’ingrédient
Prophetic Stonescale|Pierre-écaille prophétique
Infused Hourglass|Sablier imprégné
Rage of Fyr'alath|Rage de Fyr’alath
Summon Fruit|Invocation de fruit
Lost Slime|Gelée perdue
Glory to the Alliance|Gloire à l’Alliance
Severed Spirit|Esprit disjoint
Aerial Broadside|Bordée aérienne
Fyr'alath's Bite|Morsure de Fyr’alath
Thorny Surprise|Surprise épineuse
Accelerating Sandglass|Sable vitrifié d’accélération
Dream Rend|Déchirure du Rêve
Examine Soil|Examiner le sol
Gigantic Dreamseed|Graine onirique gigantesque
Pick Mount|Choisir une monture
Combusting Presence|Présence à combustion
Small Dreamseed|Petite graine onirique
Plump Dreamseed|Graine onirique ronde
Fiery Force of Nature|Force de la nature embrasée
Garden of Corruption|Jardin de corruption
De-Fleshinator 3000|Organicide 3000
Time Saver|Sauvetage temporel
Reaping Agony|Agonie ravageuse
Order-Infused Strike|Frappe imprégnée d’ordre
Wrath of Valor|Courroux de vaillance
Echoing Tyrstone|Pierre de Tyr résonnante
Stop the Heat|Arrêt de la chaleur
Summon Tree|Invocation d’un arbre
Battle Senses|Sens de combat
Mirror of Fractured Tomorrows|Miroir des lendemains fracturés
Sawblade-Storm|Tempête de lames de scie
Fel Purge|Purge gangrenée
Reaping Spike|Pointe ravageuse
Marked for Torment|Victime désignée du supplice
Boon of the Firelands|Faveur des terres de Feu
Verdant Conduit|Conduit verdoyant
Smashing Viscera|Éclatement de viscères
Explosive Bark|Écorce explosive
Seeds of Corruption|Graines de corruption
Helpful Wisps|Feux follets serviables
Ruinous End|Fin désastreuse
Dreamsurge Thunderbounce|Grondebond de la poussée onirique
Rift Sickness|Mal des failles
Contribute F|Donner F
Limit Break|Dépassement des limites
Potent Lullaby|Puissante berceuse
Dreamsurge Greenwalker|Marcheur vert de la poussée onirique
Self Sufficient|Autonome
Time-Lost Artifact|Artéfact perdu dans le temps
Pauldrons of the Fire Lord|Espauliers du seigneur du Feu
Dreamsurge Defenders|Défenseurs de la poussée onirique
Defiling Breath|Souffle profanateur
Destroying Soulstone|Destruction de pierre d’âme
Brave Bubble|Bulle courageuse
Ultimate Penitence|Pénitence ultime
Legion's Wrath|Colère de la Légion
Dreamtender's Charm|Charme de soigneur du Rêve
Fiery Retaliation|Représailles enflammées
Magma Font|Fontaine de magma
Flesh Mortification|Mortification de la chair
Nature's Bulwark|Rempart de la nature
Loose Time|Temps résiduel
Purifying Tangle|Entrelacs purifiant
Canteen|Gourde
Spark Storm|Tempête d’étincelles
Cranking 90s|Technique du 90
Shockwave Bomb|Bombe d’onde de choc
Head|parle
Vapor Cloud|Nuage de vapeur
Dimensional Anomaly|Anomalie dimensionnelle
Shoulders|Épaules
Tentickles|Tentacouacs
Ensemble: Infinite Acolyte's Regalia|Ensemble : tenue de parade d’acolyte infini
Teleport Bomb|Bombe de téléportation
Seismic Quake|Secousse sismique
Gear-Melter Bomb|Bombe Fond-le-matos
The Storm|La Tempête
Quack!|Coin !
Book Sorting|Tri des livres
Hydro Cannon|Hydrocanon
Supply Drop|Livraison de ravitaillement
Disco Bomb|Bombe disco
Glug Jug|Bock ploc
Quad Rocket|Quadruple fusée
Fury of the Quacken|Fureur du Couacken
Medal of Conquest|Médaille de conquête
Throw Clothes!|Lancer de vêtements !
Re-gloop|Re-gloup
Thorn Eruption|Éruption d’épines
Sunflame|Solenfflame
Star Fragments|Fragments d’étoile
Shadowflame Eruption|Souffle d’ombreflamme
Candle|Bougie
Candlelight|Lueur de bougie
Unnatural Incubation|Incubation contre-nature
Dripping Embers|Braises dégoulinantes
Ice Ball|Boule de glace
Scorchtail Crash|Impact de Brûlequeue
Manifest Shade|Manifestation d’ombre
Bramble Smash|Collision de ronces
Brimming Blaze|Brasier débordant
Trusty Whip|Fidèle fouet
Scorching Pursuit|Poursuite brûlante
Doom Cultivation|Culture funeste
Cleansing Salve|Salve purificatrice
Eerie Molds|Moules étranges
Noxious Blossom|Floraison nocive
Molten Wax|Cire fondue
Candleburn|Brûlure de bougie
Heave Pickaxe|Soulever la pioche
Throw Darkflame|Lancer de flamme-noire
Magma Storm|Tempête de magma
Swarming Allies|Essaim d’alliés
Coiling Flames|Flammes enroulées
Unseeming Shift|Transfert vers l’Invisible
Poisonous Javelin|Javelot empoisonné
Viridian Rain|Pluie viridienne
Pulverizing Outburst|Accès de rage destructeur
Flood of the Firelands|Inondation des terres de Feu
Relentless Barrage|Barrage implacable
Surging Growth|Croissance fulgurante
Construction Window: Eadward's Notes Continued|Fenêtre de construction : suite des notes d’Eadward
Cranky Tantrum|Caprice teigneux
Song of the Dragon|Chant draconique
Splintering Charcoal|Charbon fracassant
Darkflame Pickaxe|Pioche flamme-noire
Ashen Earth|Terre des cendres
Searing Ash|Cendre incendiaire
Ashen Call|Appel des cendres
Brand of Damnation|Marque de damnation
Relic of Uldum|Relique d’Uldum
Brann's Epic Egg|Œuf épique de Brann
Emergency Supplies|Fournitures d’urgence
Encased in Ash|Enfermement dans la cendre
Attach Rope|Attacher la corde
Smoldering Ground|Sol fumant
Smoldering Suffocation|Suffocation ardente
Vial of Moonwell Water|Flacon d’eau de puits de lune
Volcanic Disgorge|Régurgitation volcanique
Wicklighter Barrage|Barrage brûlemèche
Herb Gathering...?|Cueillette… ?
Cursed Wax|Cire maudite
Luring Candleflame|Flammebougie attirante
Amirdrassil Burns|Amirdrassil brûle
Travel with Lukou|Voyage avec Lukou
Uprooted Agony|Agonie déracinée
"""Kol""-to-Arms"|Appel au Kol-lectif
Flaming Pestilence|Pestilence enflammée
Extinguishing Gust|Bourrasque d’extinction
Scorching Feather|Plume brûlante
Flaming Tree|Arbre enflammé
Condensed Shadowflame|Ombreflamme condensée
Darkflame!|Flamme-noire !
Flame Waves|Vagues de flammes
Spirits of the Kaldorei|Esprits des Kaldorei
Weaver's Burden|Fardeau de la trame
Violent Flora|Flore agressive
Serpent's Crucible|Creuset du serpent
Mining...?|Minage… ?
Depositing Ingredient|Dépôt d’ingrédient
Seed of Life|Graine de la vie
Teleportal|Téléportail
Cave-In|Éboulement
Burning Roots|Racines ardentes
Blazing Mushroom|Champignon flamboyant
Ashen Roots|Racines cendrées
Roots of the Tormented Ancient|Racines de l’ancien tourmenté
Botanic Rampage|Saccage botanique
Empowered Feather|Plume renforcée
Shadowflame Devastation|Dévastation d’ombreflamme
Greater Firestorm|Tempête de feu supérieure
The Great Dragons|Les Grands Dragons
Drain Light|Drain de lumière
Eater of the Dead|Dévoreuse des morts
Seed of Formation|Graine de formation
Take Notes|Prise de notes
Crude Weapons|Armes rudimentaires
Somnolent Mist|Brume somnolente
Radial Flourish|Épanouissement radial
