Original|Translated
Unsealed|개봉된
Barathruum|바라스룸
Coxswain|키잡이
Ellie|엘리
Vern|번
Gravemaul|무덤마울
Leana|리아나
Darkwind|다크윈드
Current|급류
Mind|정신
Warper|왜곡자
Kwint|퀸트
Mill|제재소
Maws|묘스
Wiley|와일리
Jaki|자키
Skullcrusher|해골분쇄자
Cotner|코트너
Goldhammer|골드해머
Rukua|루쿠아
Mordent|모든트
Evenshade|이븐셰이드
Ashlam|아쉬람
Valorfist|발러피스트
Teegan|티간
Belysra|벨리스라
Starbreeze|스타브리즈
Chitara|치타라
Jalin|잘린
Ilsa|일사
Corbin|코빈
Lewis|루이스
Lilliam|릴리암
Sparkspindle|스파크스핀들
Raleigh|경건한
Big|큰
Baobob|바오밥
Hannah|한나
Bridgewater|브리지워터
Quartermaster|병참장교
Ruk|루크
Warstomper|워스톰퍼
Kary|캐리
Thunderhorn|썬더혼
Utvoch|우트보크
Blastgineer|폭파기술자
Bombgutz|봄거츠
Dontrag|돈트래그
Clea|클리아
Ronakada|로나카다
Gazrog|가즈록
Dagrun|다그룬
Ragehammer|레이지해머
Mastok|마스토크
Wrilehiss|윌리히스
Jezelle|제젤레
Pruitt|프루이트
Valusha|발루샤
Keyton|키튼
Tortunga|토르퉁가
Lycanus|라이카누스
Faranell|파라넬
Goggath|고가스
Musu|무수
Gentlemoon|젠틀문
Kilrok|킬록
Gorehammer|고어해머
Delia|델리아
Hanako|하나코
Murray|무라이
Rafcav|라프카브
Burly|벌리
Skyrider|하늘기수
Timbo|팀보
Pokey|포키
Lozu|로주
Lilly|릴리
Molaze|몰라즈
Bloodtusk|핏빛엄니
Grady|그레이디
Prett|프레트
Scars|스카스
Delta|델타
Korval|코르발
Darkbeard|다크비어드
Feathers|깃털이
Splat|철퍽이
Brite|반디
Rastari|라스타리
Keeyo|키요
Baa'l|바알
Buzzbeak|윙부리
Tikka|티카
Milo|마일로
Bagumba|바굼바
Sizzik|시지크
Squeezer|스퀴저
Spineleaf|척추이파리
Kusa|쿠사
Rawly|라울리
Beets|비츠
Skeeto|스키토
Spokes|스폭스
Talia|탈리아
Sparkbrow|스파크브로우
Nali|날리
Jammer|재머
Sparkshine|스파크샤인
Enges|엔게스
Mongrel|투견
Zujai|주자이
Stickers|스티커스
Scales|비늘이
Mutineer|반역자
Rixi|릭시
Rocketboom|로켓붐
Chiara|치아라
Marrow|매로우
Kildar|킬다르
Aeolyn|아이올린
Falia|팔리아
Crankchug|크랭크처그
Leora|레오라
Bladetwister|칼잡이
Dragoons|용기병
Warpcasters|왜곡술사
Warbraves|전쟁용사
Riftblades|균열칼날
Outriders|척후병
Knife|손칼
Thorgen|토르겐
Grimwatt|그림와트
Mercenary|용병
Thumpknuckle|주먹돌기
Ceremony|축제
Giggles|기글스
Troops|영입
Peppers|페퍼스
Rodney|로드니
Shadowback|암흑등
Valley|계곡
Sandyback|모래등
Parasitic|기생
Boarfly|돼지파리
Shack|식당
Inland|내륙
Woodworm|나무벌레
Hermit|집게발
Bloodfever|피열병
Tarantula|타란툴라
Leafy|나뭇잎
Flutterwing|팔랑날개
Sticky|끈적한
Returned|돌아온
Glutted|과잉흡혈
Bleeder|유충
Boghopper|수렁개구리
Hornet|땅벌
Grasslands|초원의
Kala|전염
Coiled|똬리
Darkspit|암흑침
Slitherer|비단뱀
Thornleaf|가시잎
Poisonpetal|맹독꽃잎
Gigan|거대
Taratula|타란툴라
Mechanized|기계식
Finicky|까다로운
Digitized|전자화된
Assistant|조수
Seabreeze|바닷바람
Bumblebee|호박벌
Cottontail|솜꼬리토끼
Bilefang|증오송곳니
Greatwing|거대날개
Shinchomper|정강이덥썩이
Tragg|호기심
Ben'fon|벤폰
Ranishu|라니슈
Accursed|저주받은
Saurolisk|새끼
Barnacled|따개비
Cou'pa|쿠파
Carnivorous|육식
Azeriti|아제리티
Halford|할포드
Wyrmbane|웜베인
Zalkran|잘크란
Bull|공포뿔
Jorana|조르아나
Tarkaj|타르카지
Fogsail|안개항해
Dreadtick|흡혈
Leecher|공포거미
Fuzzy|꼬마
Creepling|털뭉치
Aldrusian|알드루시안
Voidwiggler|공허꿈틀이
Teeny|작은
Tidesage|파도현자
Scabby|곰딱지
Monstrous|기괴한
Ragepeep|분노삐약
Foulfeather|부정깃털
Zul|소환수
Fozling|꼬마루크
Bumbles|붕붕이
Scuttle|종종이
Nibs|깨물숭
Barnaby|해골숭이
Poro|뽀로
Octopode|문어
Inky|먹물이
Sparkleshell|소금껍질
Sandcrawler|모래게
Craghoof|새끼
Sandshell|모래껍질
Chitterer|딱정벌레
Deathsting|죽음침
Thistlebrush|꼬마
Bud|가시수풀
Giggling|낄낄거리는
Stonekin|바위정령
Playful|장난꾸러기
Frostkin|서리정령
Mischievous|짓궂은
Littlehoof|작은발굽
Snapper|원시도롱뇽
Sunscale|새끼
Tunneler|땅굴벌레
Muskflank|꼬마
Calfling|사향몸통
Brineshell|바닷물비늘
Coldlight|시린빛
Surfrunner|파도질주자
Voru'kar|보루카르
Sweete's|스위트의
Nature's|자연의
Moonsaber|달호랑이
Gearspring|치자용수철
Lasha|라샤
Bucketshell|바가지껍질
Snips|경
Honorbound|명예결속단
Sniper|저격수
Elites|정예병
Demolishers|파괴전차
Paper|종이
Zepplin|비행선
Lokhtos|로크토스
Darkbargainer|다크바게이너
Fenella|페넬라
Darkvire|다크바이어
Kasea|카시
Angerforge|앵거포지
Onin|오닌
MacHammar|맥해머
Fireguard|화염수호정령
Shadowforge|어둠괴철로
Grim|험상궂은
Plugger|플러거
Spazzring|스패즈링
Nagmara|나그마라
Private|병사
Rocknot|락노트
Craftsman|장인
Peasant|일꾼
Drukan|드루칸
Hammered|소란스러운
Shatterspear|뾰족창
Nalashj|날라쉬즈
Rash'iss|라쉬스
Ser'less|설레스
Kellam|켈람
Outrigger|먼바다
Machinist|기계공
Sparkflux|스파크플럭스
Anglepoint|바늘끝
Fisherman|낚시꾼
Rosaline|로잘린
Madison|매디슨
(Druid|드루이드
Phillip|필립
Carter|카터
Tracey|트레이시
Xiang|시앙
Su|수
Tidemistress|해일여제
Shellbreaker|쉘브레이커
Chubo|츄보
Chibo|치보
Zaxx|작스
Dreadslice|드레드슬라이스
Spikey|뾰족이
Wranglers|조련사
Adarrah|아다라
Adarrah's|아다라의
Samir|사미르
Mack|맥
Budd|버드
Domesticated|길들인
Budd's|버드의
Mack's|맥의
Samir's|사미르의
Harness|마구
Turgore|투르고어
Kurzel|쿠르젤
Tanzar|탄자르
Ambusher|복병
Mangy|병든
Launcher|발사대
Kil'karrok|킬카로크
Harkor|하코르
Neferset|네페르세트
Siamat|시아마트
Nadun|나둔
Mama|큰엄마
Lacto|젖산
View|전경
Bruen|브루엔
Schnottz|슈노츠
Menacing|위협적인
Sylysthrel|실리스트렐
Xan|잔
Sallish|살리쉬
Dedicated|헌신적인
Embalmer|장의사
Fathom|심해
Autonomous|자율
Omni|전방향
Chopper|싹둑이
Tandred|탄드레드
Automated|자동
Drilling|천공
Ultimate|궁극적
Gnomish|노움
Remote|원격
Mechanostrider|기계타조
Varok|바로크
Saurfang|사울팽
Ceremonial|의식용
Warbeast|전쟁야수
SlickSpill|폐수범벅
Disposal|처리
Unit|유닛
Robot|광선
Kimbul|킴불
Kaldorei|칼도레이
Trooper|돌격병
Razzum|라줌
Ha'nak|하나크
Frazzum|프라줌
Cole|콜
Derek|데렉
Huhahito|후하히토
Corpse|시체
Demitrian|데미트리안
Okri|오크리
Putterwrench|푸터렌치
Corsair|해적
Eyir|에이르
Trueshot|정조준
Disgruntled|언짢은
Mojica|모지카
Gortok|고르톡
Otoye|오토예
Venomjaw|맹독턱
Ayame|아야메
Skycarver|하늘조각사
Krakit|크라킷
Skerrit|스케릿
Opulence|금은보화
Rewired|개조된
Smasher|파괴자
Mechantula|위잉툴라
Dynamite|다이너마이트
Bundle|묶음
Brambleback|가시등
Jadeflare|비취섬광
Scheming|교활한
Zara'thik|자라티크
Battlesinger|전투소리꾼
Cannonmaster|대포전문가
Arlin|아를린
Torus|토러스
Asennu|아센누
Amathet|아마셋
Hisskarath|쉬익카라스
Broodwatcher|무리감시자
Mistcaller|안개소환사
Broodqueen|여왕거미
Vyl'tilac|빌틸락
Cindrix|신드릭스
Kindleweb|화염그물
Bloodwake|핏빛각성
Alina|앨리나
Dodger|다저
Hired|고용된
Olly|올리
Thug|폭력배
Warbound|전쟁결속자
Jellyfish|해파리
Edward|에드워드
Nash|내쉬
Tamara|타마라
Barrie|배리
Emma|엠마
Swiftwind|스위프트윈드
Gral|그랄
Jani|자니
Sethraliss|세스랄리스
Torcali|토르칼리
Zanza|잔자
Critters|동물
Skytearer|하늘분쇄자
Dasher|질풍벌레
Trecker|싸돌이
Tanzil|탄질
Zadari|자다리
Detective|형사
Hydrath|히드라스
Zur'aj|고갈된
Scepter|홀
Leatherwing|가죽날개
Shadefeather|새끼
Duskwatcher|황혼감시자
Firesting|불길의
Buzzer|말벌
Woofington|월월턴
Tonguelasher|날름찰싹
Scritches|할퀴발톱
Thunderscale|새끼
Battlebeast|전투괴수
Battlesaur|배틀사우루스
Forgetful|아쿤다
Enabler|아쿤다
Richmon|아쿤다
Snowmon|눈친구
Cobalt|코발트
Pa'Kura|파쿠라
Cordressa|코드레사
Briarbow|브라이어보우
Lasara|라사라
Musketeer|총병
Lancer|장창병
Jaina's|제이나의
Transmorpher|형상변환가
Heritage|유산
Noobie|풋내기
Pitch|기름찌끼
Deepsea|깊은바다
Pearl|진주
Rupert|루퍼트
Stouthands|스타우트핸즈
Lindie|린디
Springstock|스프링스톡
Austin|오스틴
Huxworth|헉스워스
Garrick|개릭
Crabs|씨
Beakbert|주둥아기
Scaley|꼬마비늘
Brinestone|염수석
Deposit|광맥
Spearhunter|창잡이
Spymaster|첩보단장
Ouroboros|우로보로스
Crop|작물
Dorian|도리언
Atwater|애트워터
Wayward|방황하는
Baoh|바오
Xi|시
Windseeker|바람추적자
Prideling|새끼마귀
Happiness|행복이
Node|지점
Junker|고물촌
Zocalo|조칼로
Shopper|구경꾼
Indicator|표시기
Lashk|라쉬크
Packleader|우두머리
Speaker|전령
Zako|자코
Jen'ka|젠카
Shan'kan|샨칸
Bola|볼라
Toki|토키
Scrollsage|두루마리현자
Nola|놀라
Kojo|코조
Kisha|키샤
Jabari|자바리
To'kini|토키니
Ash'tari|애쉬타리
Satao|사타오
Tradewind|트레이드윈드
Null|공허범이
Scruffy|꾀죄죄한
Survivor|생존자
Rotbreath|로트브레스
Joo'li|주리
Kur'taji|쿠르타지
Jamil|자밀
Abul'housin|아불하우신
Malaka'raz|말라카라즈
Ik'nal|이크날
MOTHER|마더
Stanley|스탠리
Blackmane|검은갈기
Leadfist|리드피스트
Brigand|강도
Wailing|통곡의
Wandering|떠도는
Gargy|아가고일
Huncher|굽등이
Belcher|누더기골렘
Belchling|꼬마트림
Terry|테리
Choose|근접
Mimiron|미미론
Spy|첩보
Completed|완료
Doomspeaker|파멸예언자
Gaunt|여윈
Vagabond|방랑자
Scrimshaw|뼈새김
Foul|부정한
Dockworker|부두일꾼
Tobiana|토비아나
Seasoned|상급
Wizened|주름투성이
Veteran|역전용사
Sin'dorei|신도레이
Shiprender|함선분쇄
Ravnyr|라브니르
Mawrat|나락쥐
Saltfin|소금지느러미
Swimmer|물고기
Horrific|공포의
Fertile|비옥한
Soil|흙
Tarenfold|타렌폴드
Tussle|통통
Tonks|격투
Slimy|끈적끈적한
Tir|티르
Bellas|벨라스
Nefarian|네파리안
Jingles|짤랑이
Dottie|도티
Cultivator|경작자
Carnie|일꾼
Knuckles|아저씨
Kelya's|케일라의
Motospider|전자거미
Unu|우누
Alga|눈이
Eyeless|알가
Allseer|선지자
Oma'kil|오마킬
Kyrian|키리안
Waters|물
Zanra|잔라
Thandel|샌델
Elderspawn|원로생명체
Nalaada|날라아다
Chasm|수렁
Haunter|귀신뱀
Snatcher|날치기
Broker|중개자
Ve'ken|베켄
Underhold|지하요새
Murloco's|멀로코의
Marvelous|끝내주는
Hat|모자
Judicar|심판관
Razil|라질
Malanor|말라노르
Vortran|보르트란
Blindlight|유리비늘
Liara|리아라
Tannin|탄닌
Azsharin|아즈샤린
Depthmaiden|심해여제
Boltcaller|번개소환사
Grimful|그림풀
Wabang|워뱅
Greasemonkey|기계공
Hunting|사냥하는
Gila|길라
Crosswires|크로스와이어
Spitter|방출기
Recovered|회복된
Ankoan|수다쟁이
Blackstone|블랙스톤
Greenfen|그린펜
Tidehunters|바다사냥단
Warleader|부대장
Snowfighter|눈싸움꾼
Crone|마녀
Crone's|마녀의
Delicious|맛있는
Vendor|상인
Murozond|무르도즈노
Ozumat|오주마트
Yor|요르
Loken|로켄
Fenn|펜
Cork|코르크
Fizzlepop|피즐팝
Mava|마바
Hoshin|호신
Lana|라나
Jordan|조던
Erazmin|에라즈민
Farstrider|원정순찰대원
Mardivas|마디바스
Drowned|익사한
Zanj'ir|잔지르
Vel'ra|벨라
Zantessa|잔테사
Oddly|기괴하게
Sapphronetta|사프로네타
Flivvers|플리버스
Grizzek|그리젝
Fizzwrench|피즈렌치
Iggy|이기
Tailspin|테일스핀
Roasted|구워진
Fleshless|여윈
Karolek|카롤렉
Thund|선드
Hathorel|하소렐
Kua'fon|쿠아폰
Voidbound|공허결속단
Aman'Thul|아만툴
Golganneth|골가네스
Khaz'goroth|카즈고로스
Norgannon|노르간논
Alexstrasza|알렉스트라자
Malygos|말리고스
Minimancer|꼬마술사
Sluggsworth|꾸물팽이
Skywing|하늘날개
Chyrus|카이러스
Shek'zara|셰크자라
Sandclaw|모래집게
Sunshell|햇빛딱지
Glimmershell|반짝껍질
Chitterspine|딱딱가시
Skitterling|땅거미족
Hissing|쉭쉭울음
Deeptide|깊은바다
Fingerling|새끼광포어
Spireshell|돌돌껍질
Blackchasm|검은협곡
Deepstalker|심연추적자
Trench|해구
Slug|민달팽이
Muck|수렁
Aeonus|아에누스
Scourgelord|스컬지군주
Tyrannus|티라누스
Rustyroot|녹슨뿌리
Snooter|코쥐
Duskytooth|거뭇니
Junkheap|고물더미
Fleeting|잽싼
Junkhopper|고물밭개구리
Motorized|전자동
Copper|구리
Clucker|꼬꼬
Specimen|실험체
97|97호
Alloyed|합금
Alleyrat|골목쥐
H4ND|일손
EE|E
Clanking|딸깍이는
Scrapsorter|고철분류기
Microbot|소형로봇
Slitherling|바다뱀
Poker|훼방꾼
Murgle|머르글
Kelpfin|켈핀
Glittering|반짝이는
Diamondshell|금강껍질
Nestseeker|둥지추적자
Pearlescent|진줏빛
Lustrous|찬란한
Needler|바늘게
Caverndark|암흑동굴
Lightless|어두컴컴
Daggertooth|단도이빨
Prismatic|오색
Damplight|안개빛
Wriggler|꾸물이
Seafury|성난바다
Stormwrath|폭풍격노
Scalebrood|비늘떼
Algan|해초정령
Lashling|덩굴손
Snorf|킁킁쥐
Snowsoft|포근눈
Mustyfur|곰팡이털
Robogrip|악력로봇
Utility|다용도
Mechanoclaw|기계손톱
Droozun|드루준
Flaadym|플라아딤
Greenom|그리놈
Ghaanam|가아남
Khaalum|카알룸
Pryyshin|프리신
Thoodhon|투우돈
Maagrym|마아그림
Bonebiter|뼈도독
Arachnoid|기계거미
Skitterbot|발발로봇
Dawnsail|돈세일
Echoing|고동치는
Wiggletail|살랑꼬리
Shadowspike|그림자쐐기
Pearlhusk|진주껍질
Scalespawn|새끼비늘
Mindshackle|정신철컹
Kelpstone|해초돌
Voltgorger|전기먹이
Knifefang|광포어
Opaline|우윳빛
Gnomefeaster|노움포식수액
Goldenbot|황금로봇
Creakclank|삐걱철컥
Oppression|압박
Mecha|기계
Mon|친구
Anodized|양극산화
Coilbearers|코일지기
Brutalizer|야만전사
Okani|오카니
Sowata|소와타
Rento|렌토
Lonto|론토
Tatepi|타테피
Isashi|이사쉬
Owato|오와토
Liwatha|리와타
Nahu|나후
Ragehoof|레이지후프
Nohi|노히
Plainswalker|플레인스워커
Kithas|키타스
Godan|고단
Enchanter|마력사
Farendin|파레딘
Azsh'ari|아즈샤리
Siegemistress|공성여제
Sandscale|모래비늘
Hydras|히드라
Seers|감시자
Tidelord|바다군주
Scrapbots|고철로봇
Crawlers|거미전차
Sparkweaver|불꽃직조
Ohm|옴
Motoegg|기계알
Tender|망꾼
Oils|기름
Houndstooth|사냥개이빨
Canoneers|포병
Zharessa|자렛사
Headhunters|인간사냥꾼
Razorclaw|대장
Zizo|지조
Holgresh|홀그레쉬
Primary|특급
Coilbearer|코일지기
Unholy|부정한
Gargoyle|가고일
Bloodfin|피지느러미
Shirakess|쉬라케스
Enthraller|속박꾼
Gruesome|섬뜩한
Ziggy|지기
Torgondo|토르곤도
Fellyia|펠리아
Spud|감자돌이
Incandescent|빛나는
Azergem|아제라이트보석
Crystalback|수정등
Pulsing|고동치는
Agitated|흥분한
Sparkweave|불꽃직조
Postmaster|우체국장
Malown|말로운
Ezra|에즈라
Grimm|그림
Gotri|고트리
kramer|크레이머
stalker|추적자
Dweller|거주민
Summoned|소환된
Draven|드레이븐
Kaal|카알
Elementaling|새끼정령
Spraybot|분무로봇
Wyrmkiller|고룡사냥꾼
Neri|네리
Sharpfin|샤프핀
Overzealous|초광신도
Twinklehoof|반짝발굽
Bovine|소
form|형상
Gormson|고름슨
Vaultbot|금고봇
Xiwyllag|스윅리갤
ATV|만능둥둥이
Smokey|잿빛연기
Pyro|파이로
Infectus|병균덩이
Lefty|왼손이
Sinrunner|죄악질주마
Stoneborn|돌숨결
Carriage|마차
Gorka|고르카
Naz'jar|나즈자르
Neptulon|넵튤론
Erunak|에루낙
Stonespeaker|스톤스피커
Azsh'ir|아즈쉬르
Dophin|돌고래
Brutusk|브루터스크
Gor'groth|고르그로스
Richter|릭터
Sire|대영주
Denathrius|데나트리우스
Mihaela|미하엘라
Ralia|랄리아
Dreamchaser|드림체이서
Meredy|메레디
Huntswell|헌츠웰
Kelra|켈라
Nightcloak|어둠망토
Lenard|레너드
Cadaver|송장
Emanations|발산물
Renathal|레나탈
Cauldron|가마솥
Vent|분출구
Onlookers|구경꾼
Network|연결망
Snang|스낭
Necrolord|강령군주
Warlords|전쟁군주
Gharmal|가르말
Sin'dane|신데인
Heroic|용감한
Lentios|렌티오스
Gillvanas|멀바나스
Finduin|멀두인
Vyraz|바이라즈
Stalker:|추적기:
Krexus|크렉서스
Tiddles|티들즈
Echelon|에첼론
Grashaal|그라샤알
Daisy|데이지
Halis|할리스
Ninadar|니나다르
Honeyback|벌꿀등
Venthyr|벤티르
Kevinos|케비노스
Genji|겐지
Overlord's|대군주의
Herne|헤르네
Messana|메사나
Breka|브레카
Grimaxe|그림액스
Angier|앤지어
Hass|하스
Hue|휴
Meldranna|멜드라나
Wicklick|심지핥기
Vulca|불카
Papi|파피
Skipper|폴짝나비
Blisterback|물집등
Devahia|데바히아
Tenaval|테나발
Stonevigil|돌망루
BULL|멍멍
Tubbins|통통이
Gubbins|잡동이
Mor'shan|몰샨
Arcade|오락
Gigacharged|초충전된
Maker|유발자
Ornag|오내그
Luka|루카
Morespark|모어스파크
Marrowbore|뼈골뚫이
Jenafur|제나냥
Roaring|울부짖는
Whisperer|속삭임의
Vyn|빈
Polemarch|군정관
Adrestes|아드레스테스
Mancid|맨시드
Honored|명예로운
Pixy|픽시
Wizzle|위즐
Alran|알란
Heartshade|하트셰이드
Therin|테린
Skysong|스카이송
Zuna|주나
Skullcrush|스컬크러쉬
Horu|호루
Cloudwatcher|클라우드와처
Tasha|타샤
Riley|라일리
Xanesh|자네쉬
Ashwalker|잿빛걸음
Clawguard|발톱경비병
Praetorian|천무관
Forsworn|이탈자
Darksworn|어둠살이
Forgehand|제련일꾼
Quimby|큄비
Sparklighter|스파크라이터
Plagueborn|역병살이
Intruders|침입자
Flouresce|플로레스
Brightgear|브라이트기어
Twyla|트와일라
Flickspring|플릭스프링
Tourist|관광객
Jovraal|조브라알
Shim|시임
Crankturner|크랭크터너
Pegi|페기
Cogster|코그스터
Corroded|부식된
Pascal|파스칼
K1N6|ㄷH오5
Petra|페트라
Cogwenne|코그위네
Milnar|밀나르
Danspark|댄스파크
Beta|베타
Logic|로직
Math|매스
Frill|프릴
Ruddy|러디
Wanderer|방랑자
Crushface|안면강타
Presto|프레스토
Glitzy|글릿치
Torra|토라
Dolly|돌리
Dot|도트
Meerah's|미라의
Nala|날라
Siegeworker|공성일꾼
Hiwahi|세
Liz|리즈
Ralf|랄프
Ninn|니인
Jah|자
Wilbur|윌버
Char|숯거미
Tempton|템턴
Sha'lor|샬로어
Nilsa|닐사
Piku|피쿠
Sheko|셰코
Dreamshrine|몽환사원
Sorek|소렉
Thex|텍스
Moonberry|문베리
Muar|무아르
Aqir|아퀴르
Hivespawn|둥지새끼
Ra'kim|라킴
K'uddly|커염둥이
C'Thuffer|크투니
Anomalus|아노말루스
Reek|고약내
Alexandros|알렉산드로스
Windfeather|새끼
Stuttguard|스터트가드
Aranea|아라네아
Phaoris|파오리스
Akhet|아크헤트
Vizier|장로
Tanotep|타노텝
Arik|아리크
Scorpidsting|스콜피드스팅
Kazemde|카젬드
Provisioner|배급원
Qorra|큐오라
Wastewander|사막유랑단
Expelled|방출된
Inclusion|봉입체
Homing|자동귀환
Stormspeaker|폭풍예언자
Qian|퀴안
Blotto|블로토
Tormentius|토먼티우스
Baruk|바루크
Vil'thik|빌시크
Voidglower|공허불이
Chirper|딸깍이
Vashj|바쉬
Tinyclaw|깜찍발톱
K'thir|크시르
Suntouched|태양손길
Flayedwing|가죽뜯깃
Unusual|이상한
Marines|해병
Wingriders|날개기수
Sharpshooters|저격수
Spidercrawlers|거미전차병
Weaponized|무장한
Sparkcallers|불꽃소환사
Coulston|쿨스턴
Nereus|네레우스
Droman|수풀사령관
Aliothe|알리오테
Yorah|요라
Terroize|위협하는
Balmedar|발메다르
Branven|브란벤
Hammerheart|해머하트
Hubert|후버트
Lucas|루카스
Dreadrider|공포기수
Forgelite|제련장인
Sophone|소포네
Depthspeaker|심연전령
Putrid|부패의
Shambler|비틀괴물
Mistfall|안개내림
Mor'Bitan|모르비탄
Data|자료
(Contracted)|(계약)
Elysian|엘리시안
Shadowbarb|새끼
Stygian|저승
Paranomos|파라노모스
Racklesnatz|래클스내츠
Hellhound|지옥사냥개
Boneguard|해골경비병
Renny|레니
Banewood|파멸숲
Vesperbloom|베스퍼블룸
Panicked|겁먹은
Tactician|전술가
Sakaa|사카아
Deviser|설계자
Marileth|메릴레트
Fearstalker's|공포추적자의
Tuul|투울
Barrelgosh|배럴고쉬
Prime|시초의
Grove|숲
Evacuee|피난민
Destinos|데스티노스
Xil'azan|질라잔
Bonesmith|뼈장장이
Heirmir|에어미르
Kadrak|카드라크
Krelnor|크렐노어
Sylvar|실바르
Vorkai|보르카이
Focal|집중의
Anjali|안잘리
Thela|텔라
Soulsipper|소울시퍼
Nerith|네리스
Stonehuck|돌팔매군
Kaletar|칼레타
Courier|급사
Steed|말
Turbulent|격동의
Ayeleth|아이레스
Eviscerator|적출자
Worshipper|숭배자
Worshiper|숭배자
Manor|저택
Guests|손님
Bog|수령
Mawsworn|나락살이
Myskia|미스키아
Vanatora|바나토라
Redelav|레델라브
Simion|시미온
Duchess|여공작
Lacrima|라크리마
Kronid|크로니드
Catina|카티나
Teliah|텔리아
Kythekios|키데키오스
Telethakas|텔레타카스
Greeter|안내자
Mnemis|네미스
Kalisthene|칼리스테네
Towerguard|탑경비병
Glutton|게걸먹보
Bleaksteel|검은강철
M'Arc|근비전술사
M'Fir|근화염술사
M'Fros|근냉기술사
M'Hol|근신성술사
M'Nat|근자연술사
M'Phy|근물리술사
M'Sha|근암흑술사
R'Arc|원비전술사
R'Fir|원화염술사
R'Fros|원냉기술사
R'Hol|원신성술사
R'Nat|원자연술사
R'Phs|원물리술사
R'Sha|원암흑술사
Wrecker|파괴자
Choppy|붕붕이
Booster|추진기
Mk.|마크
Grandmaster|투사단장
Devos|데보스
Daelya|데일리아
Twilightsbane|트와일라이츠베인
Drizza|드리자
Sidestabber|사이드스태버
Sha'zul|샤줄
Gatherer|채집가
Zaya|자야
Voidripper|공허학살자
Jin'hake|진하케
Agthian|아그티아
Mithdran|미스드란
Dawntracker|돈트래커
Throg|쓰로그
Won'sa|원사
Praetor|천무관
Crenna|대지의
Daughter|크렌나
Shuja|슈자
Verdant|녹빛
Erezuel|에레주엘
Pulsating|고동치는
Swarming|들끓는
Sprag|스프랙
Buzzboom|버즈붐
Competitor|참가자
Pinchy|핀치
Inerva|이네르바
Darkvein|다크베인
Ambitious|야심찬
Lysonia|리소니아
Bruk'tor|브룩토르
Herbert|허버트
Gloomburst|글룸버스트
Mulgrin|멀그린
Thunderwalker|썬더워커
Drustfallen|타락드러스트
Veronika|베로니카
Soulcaster|영혼법사
Bela|벨라
Crucible|시련지
Soulrender|영혼분리자
Halberdier|미늘창병
Plaguesinger|역병노래꾼
Ilka|일카
Soulguide|영혼안내자
Daelia|댈리아
Zealous|열성적인
Neophyte|수련사
Ardent|헌신적인
Rahel|라헬
Amarth|아마스
Thanikos|타니코스
Spinerender|스파인렌더
Tannysa|타니사
Harggan|하르간
Menli|먼리
Statiks|스타틱스
Quikfuse|퀵퓨즈
Amaria|아마리아
Wildthorn|와일드쏜
Willowblossom|윌로우블러섬
Tymon|타이몬
Phillios|필로스
Pallessa|팔레사
Achillon|아킬론
Mirene|미린
Klystere|클리스테레
Navarros|나바로스
Cassius|카시우스
Rheus|리우스
Klassia|클라시아
Ikaran|이카란
Leda|레다
Thete|테트
Zosime|조시메
Hopo|호포
Zotimos|조티모스
Pocimos|포시모스
Eumelia|유멜리아
Inkiep|여고안
Taerlina|테어리나
Repa|레파
Orator|웅변가
Kloe|클로에
Simo|시모
Galistos|갈리스토스
Nemea|네미아
Andira|안디라
Pelodis|펠로디스
Gatamatos|가타마토스
Trusted|믿음직스러운
Goldclaw|황금발톱
Disciple|사도
Helene|헬레네
Artemede|아르테메데
Kosmas|코스마스
Sophia|소피아
Voitha|보이타
Arios|아리오스
Riftbearer|리프트베어러
Rhean|레안
Nikos|니코스
Vault|석실
Haephus|헤이푸스
Hermestes|헤르메스테스
Dactylis|닥틸리스
Watchmaster|순찰대장
Leonar|레오나르
Sorcerer|마술사
Denizen|주민
Bogdan|보그단
Auric|금빛
Spiritguide|영혼인도자
Wingblade|날개검사
Attentive|몰두한
Grubby|굼벵
Tashmur|태쉬무어
Dawnblossom|던블러섬
Z'rali|제랄리
Vrejaal|브레자알
Darkwarren|어둠소굴
Mire|수렁
Runestag|룬수사슴
Wildseed|야생씨앗
Riftwarden|균열감시자
Mithlos|미슬로스
Falconbriar|팔콘브라이어
Krimple|크림플
Proxmeasure|프록스메져
Meskal|메스칼
Whipper|휘릭이
Snipper|싹뚝이
Flipper|파닥이
Bwonsamdi's|브원삼디의
Glimr|가무르옳
Glimmerhoof|미명발굽
Cloudstrider|구름성큼걸이
Cruel|잔혹한
Retained|고용된
Stoneguard|바위수호자
Venerable|존귀한
Manifestations|현신
Kelly|켈리
Grant|그랜트
Kimberly|킴블리
Remornia|레모르니아
Casad|카사드
Rotwing|썩은날개
Decrepit|노쇠한
Bilespawn|담즙피조물
Ve'nott|베노트
Drust|드러스트
Shadowflayer|그림자약탈자
Cradle|요람
PHA7|스라
YNX|수호71
Meadow|초원
Soryn|소린
Ardenmoth|몽환나방
Storage|창고
Moonglow|달빛너울
Lingering|잔존하는
Impurity|불순물
Resonating|공명하는
Taeras|타에라스
Nera|네라
Azelor|아젤로어
Armandei|아르멘디
Blushing|수줍은
Burdened|고뇌하는
Raw|원초적인
Emotion|감정
Stonefiend|돌마귀
Messenger|전령
Dal|달
Dusky|거무스름한
Dredwing|공포날개
Willowbreeze|버들바람
Starry|별빛
Dreamfoal|꿈망아지
