Original|Translated
Edict of the Eternal Ones|Edicto de los Eternos
Teach Taxi Node|Enseñar taxinodo
Gate Activation|Activación de la puerta
Vulgarity Penance|Penitencia de vulgaridad
Soul Rupture|Ruptura de alma
Splintered Heart of Al'ar|Corazón de Al'ar astillado
Concentrated Pain|Dolor concentrado
Reposition|Reposicionar
Ring of Warding|Anillo de amparo
Trainee Ready|Aprendiz listo
Noblesse Oblige|Nobleza obliga
Echoes of Misery|Ecos de miseria
Zo'Sorg Challenge|Desafío de Zo'Sorg
Releasing Souls|Liberando almas
Tribute to Krexus|Tributo a Krexus
Blood Waltz|Vals sanguinario
Boon of the Archon|Favor de la Arconte
Gauntlet Smash|Machaque de guantelete
Stygian Shield|Escudo estigio
Impound Contraband|Confiscar contrabando
Grim Codex|Códice lúgubre
Security Measures|Medidas de seguridad
Dark Rupture|Ruptura oscura
Assault Protocol|Protocolo de agresión
Armed Security|Defensa a mano armada
Skip Covenant Tutorials|Saltar tutoriales de pacto
Mawforged Weapons|Armas fauceforjadas
Severing Doom|Fatalidad cercenante
Touch of Flame|Toque de llamas
Leave Tutorial|Abandonar el tutorial
Expedited Shipping|Envío rápido
Containment Orb|Orbe de contención
Mail Drop|Correo
Fan Mail|Fanatismo por el correo
Play RTC: Activate Adventures|Reproducir EeTR: Activar aventuras
Unstable Goods|Bienes inestables
Package Jump Charge|Carga de salto de paquete
Glacial Wrath|Cólera glacial
Play RTC: Activate Anima Conductor|Reproducir EeTR: Activar el conductor de ánima
Sky Chain|Cadena del cielo
Frozen Destruction|Destrucción gélida
Prideful Eruption|Erupción orgullosa
Stygic Bombardment|Bombardeo estigio
Soul Spikes|Pinchos de alma
Summon Dutiful Attendant|Invocar asistente obediente
Repairing Bell|Reparando campana
Decaying|En descomposición
Shade Drool|Baba de sombra
Sudden Abduction|Abducción súbita
Sintouched Blade|Espada tocada por el pecado
Talisman of Destined Defiance|Dije de resistencia destinada
The Jailer's Mark|Marca del Carcelero
Pinned|Inmovilizado
Purged by Fire|Fuego purificador
Chain Letter|Cartas en cadena
Chain Letter V2|Cartas en cadena V2
Word of Recall|Palabra de regreso
Triple Technique|Técnica triple
Hook Swipe|Barrido de garfio
Winds of the Infinite|Vientos del infinito
Extra Sugary Fish Feast|Festín de pescado extraazucarado
Fueled by Violence|Alimentado por la violencia
Phantasmic Infuser|Infusor fantasmal
Relocator|Reubicador
Chains of Eternity|Cadenas de eternidad
Oblivion's Echo|Eco del olvido
The Jailer's Gaze|Mirada del Carcelero
Dimensional Slide|Descenso dimensional
Unrated PvP Item Level|Nivel de objeto del JcJ sin puntuar
Windrunner|Brisaveloz
Extra Fancy Darkmoon Feast|Festín extraelegante de la Luna Negra
Quickblade|Hoja rauda
Shadow Dagger|Daga de las sombras
Hungering Mist|Niebla voraz
Recall Relocators|Retirar reubicadores
Rotary Body Armor|Armadura de torso rotativa
Ten of Towers|Conmoción indiscriminada
Eye Bolt|Descarga ocular
Disembodied Mystic Hands|Manos místicas desmembradas
Soul Fracture|Fractura de alma
Call Earth|Invocar a la tierra
Anima Tower|Torre de ánima
Rive|Arrancar
Banshee Form|Forma de alma en pena
Channel Ice|Canalizar hielo
Make it Rain!|¡Que llueva!
Refraction Field|Campo de refracción
Copy Image|Copiar imagen
Flameclasp Trap|Trampa de sujeción ígnea
Movement Force Periodic|Fuerza de movimiento periódica
Torment's Grasp|Agarre tormentoso
Reverberating Hammer|Martillo reverberante
Hammerang|Martillo búmeran
Desecrating Shot|Disparo profanador
Dark Evocation|Evocación oscura
Crashing Darkness|Oscuridad machacante
Enter the Phylactery|Entrar a la Filacteria
Exit the Phylactery|Salir de la Filacteria
Necrotic Cohesion|Cohesión necrótica
Extreme Scope Rifle|Rifle con mira extrema
Chainshard Explosion|Explosión fragmentocadena
Warmonger Shackle|Grillete de belicista
Titanic Death Gaze|Mirada mortal titánica
Icy Floor|Suelo gélido
Whistlewind Hook|Gancho de Silbaviento
Moustache-I-Fy!|¡Bigotizar!
Domination Chains|Cadenas de dominación
Gluttonous Feast|Festín de gula
Mechanical Dragon Azerite Blast|Explosión de azerita de dragón mecánico
Grand Consumption|Gran consumo
Construct Part|Pieza de ensamblaje
Energy Barrier Matrix|Matriz de barrera de energía
Anima Blossom|Floración de ánima
Fully Charged Blast|Explosión completamente cargada
Summon Assassins|Invocar asesinos
Flagellation Protocol|Protocolo de flagelación
Zerekriss Shot|Disparo del Zerekriss
Dragging Chains|Cadenas de arrastre
Ice Bolt|Saeta de hielo
Agatha's Eternal Blade|Hoja eterna de Agatha
Fractured Soul|Alma fracturada
Arthura's Crushing Gaze|Mirada aplastante de Arthura
Grasp of Malice|Garra de malicia
Aradne's Falling Strike|Ataque descendente de Aradne
Burst of Agony|Ráfaga de agonía
Brynja's Mournful Dirge|Réquiem penoso de Brynja
Precognition|Precognición
Voidwraith|Ánima del vacío
Annhylde's Bright Aegis|Égida radiante de Annhylde
The Prince's Carriage|Carruaje del príncipe
Fated Conjunction|Conjunción predestinada
Daschla's Mighty Impact|Impacto poderoso de Daschla
Pain Cone Previs|Previsualización de cono de Dolor
Merciful|Compasión
Rune Remover|Removedor de runas
Wings of Rage|Alas de ira
Reverberating Refrain|Rechazo reverberante
Play RTC|Reproducir RTC
Hellscream|Grito Infernal
Call of the Val'kyr|Llamado de las Val'kyr
Skyja's Loyalty|Lealtad de Skyja
Threat Neutralization|Neutralización de amenaza
Fragments of Destiny|Fragmentos de destino
Call of Eternity|Llamado de eternidad
Bone Borrower|Préstamo de huesos
Brand of Torment|Marca del tormento
Aura of Spite|Aura de rencor
Edible Soul|Alma comestible
Fugue State|Estado de fuga
Annihilating Glare|Mirada devastadora
Final Hour|Hora final
Jailer's Misery|Miseria del Carcelero
Spreading Misery|Propagación de miseria
Deathlink|Muerte en cadena
Desolation Beam|Rayo desolador
Hyperlight Jolt|Sacudida de hiperluz
Soul Balm|Bálsamo de almas
Mnemonic Equipment|Equipo mnemónico
Pull In|Atraer
Summon: Kleia|Invocar: Kleia
Sole Slough|Paciencia fructífera
Energy Fragmentation|Fragmentación de energía
Shuriken Blitz|Bombardeo de shurikens
Dragon's Boon|Favor de dragón
Trap the Soul|Atrapar el alma
Better Together|Unión progresiva
Path of the Devoted|Senda de los devotos
Newfound Resolve|Nueva determinación
Trueheart Spear|Lanza de corazón fiel
Encore of Torment|Repetición de Tormento
Rendered Soul|Alma desgarrada
Restart Game|Reiniciar partida
Moonberry's Trick|Truco de Baya Lunar
Encore of Torment Previs|Previsualización de Repetición de Tormento
Impaling Spikes|Púas empaladoras
Volatile Satchel|Bolsa volátil
Reinforced: Unstoppable|Reforzado: Imparable
Relic Restoration|Restauración de reliquia
Party Favors|Recuerdo de la fiesta
Anima Hoarder|Acumulador de ánima
Stonecrash|Choque pétreo
Haunting Wave|Ola fantasmal
Temporal Rush|Prisa temporal
So'leah's Secret Technique|Técnica secreta de So'leah
Erratic Energies|Energías erráticas
Realign Fate|Realineamiento del destino
Medallion of Wrath|Medallón de ira
Soul Tormentor|Atormentador de almas
Spiked Balls|Bolas con pinchos
Rally Soldier|Comandar soldado
Loom of Fates|Telar de los destinos
Elevator Up|Subir por elevador
March of the Forsaken|Marcha de los Renegados
Banshee's Cry|Llanto de alma en pena
Soulglow Spectrometer|Espectrómetro brillalma
Reactive Retrofitting|Modernización reactiva
Effusive Anima Accelerator|Acelerador de ánima efusivo
Dreadful Blend|Mezcla siniestra
Anima Wyrm|Vermis de ánima
Ritual of Pain|Ritual de dolor
Nimble Steps|Pasos veloces
Remnant of Forgotten Torments|Remanente de tormentos olvidados
Remnant: Upper Reaches' Might|Remanente: Poderío de la Parte Alta
Remnant: Mort'regar's Echoes|Remanente: Ecos de Mort'regar
Remnant: Soulforge Heat|Remanente: Calor almaforjado
Modified Grappling|Agarre modificado
Miniscule Mailemental in an Envelope|Elemental postal miniatura en un sobre
Vestige of Origins|Vestigio de los orígenes
Kevin's Wrath|Furia de Kevin
All Grown Up|Totalmente crecido
Ritual Supplies|Suministros de ritual
Inexplicable Power|Poder inexplicable
Assisting|Ayudando
Ranger's Heartseeker|Buscacorazones de forestal
Sentry Fire|Fuego de centinela
Summon Animated Digits|Invocar dígitos animados
Soulforge Ember|Ascua almaforjada
Unbalanced Riftstone|Piedra de falla desequilibrada
Vorkai Ambush|Emboscada vorkai
Wild Hunt Strategem|Estratagema de los Cazadores salvajes
Unchained Rival's Bounty|Recompensa de Rival desencadenado
Unchained Combatant's Bounty|Recompensa de Combatiente desencadenado
Unchained Challenger's Bounty|Recompensa de Contendiente desencadenado
Blast Cannon|Cañón explosivo
Undeterred|Imperturbable
Unflinching|Impávido
Meddle with Fate|Intervención con el destino
Anima Plunderer|Saqueador de ánima
Cosmic Starfall|Lluvia de estrellas cósmica
Watchful Gaze|Mirada vigilante
Thanatophobia|Tanatofobia
Arcanosphere|Esferarcana
Shoplifter|Ratero
Fate Fragment|Fragmento del destino
Stygian Fog|Niebla estigia
The Mad Duke's Tea|El té del Duque demente
Book Trap!|¡Libro trampa!
Sharp Eyed|Visión aguda
Tooltip|Descripción emergente
Reassure|Confortar
Effusive Power|Poder efusivo
Residual Blast|Explosión residual
Burden of Destiny|Carga del destino
Sadistic Glee|Regocijo sádico
Bring Me an Iron Golem|Tráeme un gólem de hierro
Reforging|Reforjando
Unstable Accretion|Acumulación inestable
Sanguine Extraction|Extracción sanguínea
Hyperlight Bolt|Descarga de hiperluz
Slanknen's Salty Soak|Chapoteo de Slanknen
Reinforced: Reflective|Reforzado: Reflectante
Banshee's Bane|Flagelo de alma en pena
Reinforced: Commanding|Reforzado: Órdenes
Banshee Scream|Grito de alma en pena
Banshee's Heartseeker|Buscacorazones de alma en pena
Wrath Unleashed|Cólera desatada
Banshee's Fury|Furia de alma en pena
Relentless Haunt|Acecho implacable
Kindred Affinity|Afinidad de almas
Sinful Surge|Oleada pecaminosa
Raze|Arrasar
Harmonic Echo|Eco armónico
Ritual of Slaughter|Ritual de masacre
Summon: Doubtcaller|Invocación: Convocadudas
Sinister Miasma|Miasma siniestro
Flame Dance|Danza de la llama
Grim Portent|Portento lúgubre
Or Else!|¡O ya verás!
Portal To The Unknown|Portal a lo desconocido
Inner Child|Niño interior
Black Tie Affair|Evento de gala
Spectral Assassin|Asesino espectral
Rune of Domination|Runa de dominación
Anima Hoard|Cúmulo de ánima
Ceremony of Hatred|Ceremonia de odio
Dropped Soul Prison|Prisión del alma abandonada
Chaos Rift|Falla de caos
Distracting Mirage|Espejismo de distracción
Hero's Path|Senda del héroe
Deliver Relics|Entregar reliquias
Enduring Brawler|Camorrista duradero
Portal To Someplace|Portal a un lugar
Divine Resonance|Resonancia divina
Seasons of Plenty|Estaciones de abundancia
Efficient Looter|Despojador eficiente
Cancel Everything|Cancelar todo
Reinforced: Follower of Klontzas|Reforzado: Seguidor de Klontzas
Anima Gorged|Atiborrado de ánima
Endless Duty|Deber infinito
Chain Burst|Ráfaga de cadenas
Spectral Feline|Felino espectral
Unwind Fate|Deshacer el destino
Forbidden Necromancy|Nigromancia prohibida
A Voice In The Darkness|Una voz en la oscuridad
Reactive Defense Matrix|Matriz de defensa reactiva
Essence Rift|Falla de esencia
Titanic Energy|Energía titánica
Essence Collapse|Colapso de esencia
Sharpened Hide|Cuero filoso
Suppression Spark|Chispa de supresión
Shock Mines|Minas de choque
Urgent Message From Ardenweald|Mensaje urgente de Ardenweald
Shadowsteel Chains|Cadenas de sombracero
Suppression Protocol: 6|Protocolo de supresión: 6
Forge Weapon|Forjar arma
Shadowsteel Embers|Ascuas de sombracero
Slumbering Swarm|Enjambre durmiente
Cruciform Axe|Hacha cruciforme
Azure Strike|Golpe azur
Zovaal's Vault Chain|Cadena de bóveda de Zovaal
Chilling Presence|Presencia escalofriante
Dualblade Scythe|Guadaña de hoja doble
Expend|Descartar
Hard Light Baton|Bordón de luz sólida
Disruption Grenade|Granada de interrupción
Dream Breath|Aliento de ensueño
Personal Ball and Chain|Grillete con bola personal
Mawfused Orbs|Orbes faucesionados
Beam Splicer|Rebanador láser
Artifact Overload|Sobrecarga de artefacto
Devourer's Rift|Falla de devorador
Baneful Blast|Explosión aterradora
Corrupted Ordnance|Artillería corrupta
Dragon Companion|Compañero dragón
Sword Toss|Lanzamiento de espada
Defiling Slam|Embate profanador
Rift Portal|Portal de la Falla
Hyperlight Containment Cell|Celda de contención de hiperluz
Dreadbugs|Insectos del terror
Focused Conduit|Conducto concentrado
Shredded Soul|Alma triturada
Pallid Command|Orden cadavérica
Star Burst|Ráfaga estelar
Sweet Dreams|Dulces sueños
Dreadbound|Vínculo del terror
Shackles of Malediction|Grilletes de imprecación
Lamentation|Lamento
Questionable Mawshrooms|Champifauces dudosos
Mawsworn Bulwark|Baluarte jurafauces
Devastation Evoker|Evocador de devastación
Chain of Custody|Cadena de custodia
Deliver Relic|Entregar reliquia
Defiling Dreadslam|Golpe siniestro profanador
Holding On|Sujetando
Lightshard Retreat|Retirada de cristales luminosos
Double Technique|Técnica doble
Pyre|Pira
Release Souls|Liberar almas
Assemble Covenant Allies|Reúne a los aliados de pacto
Zovaal's Hellfire|Fuego infernal de Zovaal
Death Chill|Brisa letal
Spirit of Ka-Sha|Espíritu de Ka-Sha
Heat Siphon|Succión de calor
Isolated Prey|Presa aislada
Night Glaive|Guja nocturna
Soulflame Torrent|Torrente de alma de llamas
Flames of Fate|Llamas del destino
Cinderwaves|Olacenizas
Banishment Sentence|Sentencia de destierro
Flaming Forgeshards|Forjamentos llameantes
Harrowing Blast|Explosión horrorosa
Flameforged Embers|Ascuas llamaforjadas
Miniature Shadow Realm|Reino de las sombras miniatura
Stuffed!|¡Atiborrado!
Drumroll|Redoble de tambor
Bonechill Tomb|Tumba hielahuesos
Legend of the Animaswell|Leyenda de la Fuente de Ánima
Doom Swarm|Enjambre condenado
Stygian Wildfire|Fuego salvaje estigio
Render Tribute|Rendir tributo
Exposed Threads of Fate|Hilos del destino expuestos
Glass Cannon|Cañón de cristal
Willbreaker's Wrath|Cólera del quebrantador de voluntades
Cascading Horrors|Cascada de horrores
Blasphemy|Blasfemia
Fire From Above|Fuego desde las alturas
Activate Empowerment|Activar potenciamiento
Soulrot Blast|Explosión putrialma
Pedestal of Utter Hubris|Pedestal de arrogancia máxima
Swagsnout Gromit|Gromit huelebotín
Soulbreaker|Rompealmas
Serving|Sirviendo
Unleashed Soulstorm|Tormenta de almas desatadas
Focusing Prism|Prisma de enfoque
Maw Essence|Esencia de las Fauces
Coagulate Oozlings|Moquitos coagulados
Flayer's Pursuit|Persecución del despellejador
Tome of Small Sins|Tomo de pecados pequeños
Darkmist|Niebla oscura
Progenitor Forge|Forja de los progenitores
Mawforged Weapon|Arma fauceforjada
Firim's Core-Tap|Extractor de núcleos de Firim
Essence Ejection|Eyección de esencia
Binding Chains|Cadenas vinculantes
Brutal Spikes|Púas brutales
Effigy of Torment|Efigie de tormento
Worldeating Rift|Falla devoramundos
Spinning Scourge|Plaga giratoria
Death Knives|Cuchillos de la muerte
Soulforged Emberstorm|Tormenta de ascuas almaforjadas
Exploding Light|Luz explosiva
Harsh Tutelage|Tutelaje severo
Merciless|Gladiador
Flashing Blade|Filo destellante
Shadow Feed|Conducto de las sombras
Bindings of Misery|Vínculos de miseria
Wave of Terror|Oleada de terror
Firim's Motivator|Motivador de Firim
Ground Burst|Aparición del suelo
Eternity Surge|Oleada de eternidad
Controlled Automa Shell|Automa vacío controlado
Lance|rompecardúmenes
Reclamation Form|Forma de recolección
Empty Kettle of Stone Soup|Caldera vacía de sopa de piedra
Containment Trap|Trampa de contención
Dancing Machine|Conquista la pista
Domination Core|Núcleo de dominación
Helm of Domination|Yelmo de dominación
Creation Catalyst|Catalizador de la creación
Deresolution|Derresolución
Readying|Preparando
Crafter's Mark IV|Marca del artesano IV
Crafter's Mark of the First Ones|Marca del artesano de los Primeros
Vestige of the Eternal|Vestigio del Eterno
Lightshatter Beam|Haz rompeluz
Ravening Burrow|Madriguera voraz
Infused Core|Núcleo imbuido
Chains of Oppression|Cadenas de opresión
Dream Flight|Vuelo de ensueño
Unravel Self|Fragmentarse
Column Collision|Columna de colisión
Leeching Claws|Garras absorbentes
Ephemeral Impact|Impacto efimerial
Protoform Cascade|Torrente protofórmico
Containment Bearing|Emblema de contención
Cloud of Carrion|Nube carroñera
Magically Regulated Automa Core|Núcleo de automa regulado mágicamente
Cosmic Protoweave|Protoentramado cósmico
Infusion: Corpse Purification|Infusión: Purificación de cadáver
Mawtouched|fauceungido
Calibrations of Oblivion|Calibraciones del olvido
Ephemeral Fissure|Fisura efimerial
Fearful Trepidation|Turbación temible
Bursting Dread|Estallido siniestro
Unstable Mote|Mota inestable
Density Reversal|Inversión de densidad
Cosmic Overload|Sobrecarga cósmica
Insatiable|Insaciable
Spike of Creation|Púa de la creación
Unravel Form|Fragmentar forma
Cosmic Bolt|Descarga cósmica
Conflux Pylon|Pilar de confluencia
Channeled Obliteration|Desintegración canalizada
Rune of Damnation|Runa de condenación
Devourer Essence Stone|Piedra de esencia de devorador
Sequence Start|Inicio de secuencia
Sticky Mucus|Mucosa pegajosa
Energy Conversion|Conversión de energía
Unholy Attunement|Armonización profana
Mortis Mover|Transportador mortis
Infiltration|Infiltración
Field of Desiccation|Campo de desecación
Pre-Fabricated Sentry|Centinela prefabricado
Runecarver's Deathtouch|Toque mortal del tallarrunas
Volatile Materium|Materium volátil
Archon's Ward|Resguardo de la Arconte
Deathrift|Falla de la muerte
Rumbles|Retumbos
Unstable Infusion|Infusión inestable
Aurelid Lure|Cebo de aurélida
Firim's Portal|Portal de Firim
Ascension's Call|Llamado de ascensión
Synthesize|Sintetizar
Blistering Scales|Escamas virulentas
Imminent Destruction|Destrucción inminente
Refracted Blast|Explosión refractada
Borrowed Crescendal|Crescendal prestado
Staggering Barrage|Tromba impactante
Scouting Location|Explorando ubicación
Wave of Disintegration|Ola de desintegración
Fruit Remover|Eliminafrutas
Ride Accelerated Nematoad|Montar protosapo acelerado
Empowered Conflux Pylon|Pilar de confluencia potenciada
Memory: Free Will|Recuerdo: Libre albedrío
Encroaching Dominion|Dominio invasor
Punisher Mine|Mina del castigador
Fishing Portal|Portal de pesca
Pinning Volley|Salva inmovilizante
Wild Stampede|Estampida salvaje
Lightburst|Estallido de luz
Perceptialic|Percepciálico
Rigialic|Rigiálico
Alacrialic|Celeriálico
Obliteration Arc|Arco de desintegración
Sacred Charge|Carga sagrada
Summon Automa Protector|Invocar protector automa
Toss Mawsteel Shard|Arrojar fragmento de fauceacero
Summon Phoenix|Invocar fénix
Whirling Surge|Aceleración giratoria
Seismic Charge|Carga sísmica
Fists of Earthen Fury|Puños de furia terránea
Inevitable Dominion|Dominio inevitable
Earthbreaker Missiles|Misiles rompetierra
Place Shard|Colocar fragmento
Disintegration Halo|Halo de desintegración
Cosmic Expulsion|Expulsión cósmica
Stinging Ward|Protección de picaduras
Manifest Shadows|Manifestación de las sombras
Shattered Prism|Prisma fragmentado
Perceptive Pocopoc|Pocopoc perspicaz
Ephemeral Charge|Carga efimerial
ROLL OUT!|¡AVANCEN!
Infused Strikes|Golpes imbuidos
Eternity's End|Fin de la eternidad
Blood Curtain|Cortina de sangre
Relentless Domination|Dominación implacable
Earthshatter Missiles|Misiles rajatierra
Memorized|Memorizado
Cosmic Ejection|Eyección cósmica
Memorize|Memorizar
Ephemeral Fragments|Fragmentos efimeriales
Exploding Corpses|Cadáveres explosivos
Quaking Steps|Pasos temblorosos
Animastorm|Ánima tormentosa
Anima Shelter|Refugio de ánima
Corrupted Strikes|Golpes corruptos
Unquestioned Authority|Autoridad incuestionable
Quasar Radiation|Radiación de cuásar
Rain of Despair|Lluvia de desesperación
Matter Dissolution|Disolución de materia
Echoes of Stratholme|Ecos de Stratholme
Locus Shift|Cambio de Locus
World Boss|Jefe de mundo
Interdimensional Wormhole|Agujero de gusano interdimensional
Gladiator's Resolve|Determinación de Gladiador
Cosmic Radiation|Radiación cósmica
Glyph of Relocation|Glifo de reubicación
Maw Blast|Explosión de las Fauces
Poco-Snipe|Pocodisparo
Massive Bang|Explosión inmensa
Fracturing Rift Blasts|Explosiones de falla fragmentada
Hyperlight Sparknova|Chispanova de hiperluz
Echoes of Andorhal|Ecos de Andorhal
Hyperlight Curators|Curadores de hiperluz
Necrotic Claws|Garras necróticas
Decipher Relic|Descifrar reliquia
Ephemeral Zeal|Celo efimerial
Pressing|Presionando
Airship|Aeronave
Constellar|Constelar
Eternity Engine|Motor de eternidad
Mysterious Sigil|Sigilo misterioso
Autorecreation|Autorrecreación
Challenge Completed|Desafío completado
Temporal Acceleration|Aceleración temporal
Arctic Assault|Ataque ártico
Forerunner Rings|Anillos del predecesor
Genesis Rings|Anillos genesíacos
Ephemera Beam|Haz de efimeria
Covered in Wasps|Avispas atosigadoras
Living Shadow|Sombra viviente
Dominated Core|Núcleo dominado
Gladiator's Resonator|Resonador de Gladiador
Grab the Reins|Tomar las riendas
Fiery Rush|Acometida ígnea
Unstable Matter|Materia inestable
Light Barrier|Barrera de luz
Harvest Time|Hora de cosechar
Endless Rune Waltz|Vals rúnico eterno
Tornado Trigger|Gatillo tornado
Unstable Antimatter|Antimateria inestable
Cosmic Mote|Mota cósmica
Assume Shape|Tomar forma
Fracturing Rift Blast|Explosión de falla fragmentada
Fireheart|Cuorefuego
Heal the Soul|Sanación del alma
Dawn Will Come|Se avecina el alba
Arcane Lucidity|Lucidez arcana
Slime Slam|Embate de baba
Tormented Design|Diseño atormentado
Summon Bolvar|Invocar a Bolvar
Solo Shuffle|Aleatorio en solitario
Pile On|Cizaña
Primordial Power|Poder primordial
Past Self|Yo pasado
Avatar of Destruction|Avatar de la destrucción
Terraform|Terraformar
Summon Ebyssian|Invocar a Ebisio
Outburst|Arrebato
Seeing Red|Furia descontrolada
Hyperlight Reinforcements|Refuerzos de hiperluz
Fire Pillar|Pilar de fuego
Eternal Tomb|Tumba eterna
Stellar Decay|Descomposición estelar
Sprouting Wave|Oleada de brotes
Reforged Nature|Naturaleza reforjada
Ephemeral Barrier|Barrera efimerial
Blessing of the Bronze|Bendición de bronce
Ritual of Ruin|Ritual de ruina
Knowledge|Conocimiento
Devouring Blood|Sangre devoradora
Unmake|Deshacer
Unity|Unidad
Subterranean Eruptions|Erupciones subterráneas
Lava Orb|Orbe de lava
Throwing|Lanzamiento
Sinful Projection|Proyección pecaminosa
Deploy|Desplegar
Illusory Assault|Asalto ilusiorio
Deciphering|Descifrando
Energy Form|Forma de energía
Wicked Star|Estrella perversa
Invigorating Bloom|Florecimiento vigorizante
Grim Reflections|Reflejos lúgubres
Sweeping Calamity|Calamidad voladora
Ephemeral Mote|Mota efimerial
Befouled Barrier|Barrera contaminada
Willpower|Voluntad
Blade of the Storm-Eater|Hoja de la Devoratormentas
Virulent Spores|Esporas virulentas
Humbling Strikes|Golpes humillantes
Elimination Protocol|Protocolo de eliminación
Summon E'rnee|Invocar a E'rnee
Hop!|¡Saltar!
Submerged Quake|Temblor subterráneo
Consume Vitality|Consumo de vitalidad
Wave of Hate|Ola de odio
Osmosialic|Osmosiálico
Flexialic|Flexiálico
Focialic|Concentrálico
Velocialic|Velociálico
Summon Crowd|Invocar multitud
Obscurialic|Oscuriálico
Potentialic|Potenciálico
Constialic|Constiálico
Healialic|Sanariálico
Toxicialic|Toxiciálico
Deflectialic|Desviálico
Absorptialic|Absorciálico
Reflectialic|Reflexiálico
Extractialic|Extracciálico
Fortialic|Fortiálico
Robustialic|Robustiálico
Relialic|Reliálico
Efficialic|Eficálico
Mortis Rain|Lluvia mortis
Relic Collapse|Colapso de reliquia
Cosmic Barrier|Barrera cósmica
Materialize Schematic|Materializar esquema
Siphon Hatred|Succión de odio
Cartel Overseers|Sobrestantes del cártel
Reflective Bulwark|Baluarte reflectante
Enlightened Cage|Jaula de los Iluminados
Enlightened Guard|Guardia Iluminado
Fragment of Hope|Fragmento de esperanza
Reclamation|Reclamación
Shape Reality|Moldear realidad
Collapsing Reality|Realidad en derrumbe
Ephemeral Burst|Explosión efimerial
Reoriginate|Reoriginar
Ephemeral Rain|Lluvia efimerial
Tyranny|Tiranía
Encrypted|Encriptado
Sepulcher's Savior|Salvador del Sepulcro
Stonedust Fists|Puños polvopétreos
Tachyon Ambush|Emboscada de taquiones
Cataloger's Camera|Cámara de la catalogadora
Catalog|Catalogar
Cosmic Blast|Detonación cósmica
Summon: Runestag Construct|Invocación: Construcción de venado rúnico
Redistribute Energy|Redistribuir energía
Ephemeral Effusion|Efusión efimerial
Ancient Nova|Nova ancestral
Extract Ephemera|Extraer efimeria
Pre-Fabricated Assistant|Asistente prefabricado
Burrowing Carnage|Carnicería subterránea
Empowering Beam|Haz potenciador
Evoking Pattern|Conjurando patrón
Teleporter Lock|Cerrojo de teletransportador
World Shatterer|Destrozador de mundos
Unstable Quasar|Cuásar inestable
Port to Zereth Mortis|Teletransporte a Zereth Mortis
Maw Laser Teleport|Teletransporte de láser de las Fauces
Automa Laser Teleport|Teletransporte de láser de automa
Seismic Tremors|Temblores sísmicos
Jiro Musical Circle|Círculo musical jiro
Spiritbloom|Brote de espíritu
Elegy of the Eternals|Elegía de los Eternos
Architect's Ingenuity|Ingenio del arquitecto
Shimmering Bombardment|Bombardeo resplandeciente
Pocket Protoforge|Protoforja de bolsillo
Unrepair Armor|Averiar armadura
Empowered Wicked Star|Estrella perversa potenciada
Earthbreaker's Impact|Impacto de rompetierras
Reclaimer's Intensity Core|Núcleo de intensidad del recolector
Grim Eclipse|Eclipse sombrío
Singularity Supreme|Singularidad suprema
Twisted Judgment|Sentencia retorcida
Prodigious Sands|Arena prodigiosa
Dark Quasar|Cuásar oscuro
Firim's Specimen Container|Contenedor de especímenes de Firim
Charged Barrage|Barrera cargada
Decrypted Vy Cypher|Código Vy desencriptado
Eternity Overdrive|Sobrecarga de eternidad
Relic Keeper|Guardián de reliquias
Bushel of Mysterious Fruit|Canasta de fruta misteriosa
Toxic Trap|Trampa tóxica
Omega Glyph|Glifo omega
Omega Detonation|Detonación omega
Temper Tantrum|Berrinche
Cosmic Tides|Mareas cósmicas
Boon of Assured Victory|Favor de victoria asegurada
Resonance Cascade|Cascada de resonancia
Crack the Seal|Romper el sello
Magma Bolt|Descarga de magma
Purging Flames|Llamas purgantes
Seeking Flame|Llama rastreadora
Unstable Embers|Ascuas inestables
Earthen Bulwark|Baluarte terráneo
Create Treasure Map|Crear mapa del tesoro
Ember Eruption|Erupción de ascuas
Planetcracker Beam|Haz destrozaplanetas
Siege Arbalist|Balista de asedio
Fissuring Slam|Golpe de fisura
Winds of Ohn'ahra|Vientos de Ohn'ahra
Earthen Ward|Resguardo terráneo
Shape Earth|Moldear tierra
Creation Spark|Chispa de la creación
Transfer|Transferir
Heavy Arrow|Flecha pesada
Defensive Bulwark|Baluarte defensivo
Quaking Totem|Tótem sísmico
Molten Trail|Rastro de magma
Fast Forward|Aceleración veloz
Carrying Crystal|Llevando cristal
Carry by Black Dragon|Llevar en dragón negro
Feed the Flames|Alimentar las llamas
Longboat Raid!|¡Incursión drakkar!
Race Starting|Inicio de carrera inminente
Burning Down|Incendio
Collapsing Boulder|Rocas en colapso
Dwarven Rage|Ira enana
Race Over|Fin de la carrera
Lava Clap|Colisión de lava
Magma Gout|Salva de magma
Wind Barrage|Tromba de viento
Failed Potion|Poción fallida
Collapsing Army|Ejército en colapso
Soothing Potion|Poción calmante
Swoop Up|Aventón
Race Signup|Inscripto para la carrera
Phial of Icy Preservation|Ampolla de preservación gélida
Phial of Charged Isolation|Ampolla de aislamiento cargado
Aerated Phial of Deftness|Ampolla de destreza gasificada
Steaming Phial of Finesse|Ampolla de delicadeza humeante
Potion of Frozen Fatality|Poción de fatalidad congelada
Crystalline Phial of Perception|Ampolla de percepción cristalina
