Original|Translated
Earthbreaker Missiles|碎地者飞弹
Place Shard|放置碎片
Disintegration Halo|衰变光环
Cosmic Expulsion|宇宙能量冲斥
Stinging Ward|钉刺结界
Manifest Shadows|暗影具现
Shattered Prism|破碎的棱镜
Perceptive Pocopoc|洞察的波可波克
Ephemeral Charge|幻磷充能
ROLL OUT!|翻滚！
Infused Strikes|注能打击
Eternity's End|永恒的终结
Blood Curtain|赤红帘幕
Relentless Domination|无情统御
Earthshatter Missiles|碎地飞弹
Memorized|铭记
Cosmic Ejection|宇宙喷射
Memorize|铭记
Ephemeral Fragments|幻磷碎片
Exploding Corpses|灵爆术
Quaking Steps|撼地步伐
Animastorm|心能风暴
Anima Shelter|心能庇护
Corrupted Strikes|腐蚀重击
Unquestioned Authority|绝对权威
Quasar Radiation|类星体辐射
Rain of Despair|绝望之雨
Matter Dissolution|物质分解
Echoes of Stratholme|斯坦索姆的回响
Locus Shift|位点转换装置
World Boss|世界首领
Interdimensional Wormhole|多维虫洞
Gladiator's Resolve|角斗士的决心
Cosmic Radiation|宇宙辐射
Glyph of Relocation|位移雕文
Maw Blast|噬渊冲击
Poco-Snipe|波可狙击
Massive Bang|大质量爆炸
Fracturing Rift Blasts|瓦解裂隙冲击
Hyperlight Sparknova|凌光火花新星
Echoes of Andorhal|安多哈尔的回响
Hyperlight Curators|凌光管理者
Necrotic Claws|通灵之爪
Decipher Relic|破解圣物
Ephemeral Zeal|幻磷狂热
Pressing|按压
Airship|飞艇
Constellar|星圣
Eternity Engine|永恒引擎
Mysterious Sigil|神秘的印记
Autorecreation|自动重构
Challenge Completed|挑战任务已完成
Temporal Acceleration|时间加速
Arctic Assault|极地突袭
Forerunner Rings|先驱者法环
Genesis Rings|源生法环
Ephemera Beam|幻磷射线
Covered in Wasps|被黄蜂包住
Living Shadow|活体暗影
Dominated Core|被统御的核心
Gladiator's Resonator|角斗士的共振器
Grab the Reins|抓住缰绳
Fiery Rush|炽烈冲动
Unstable Matter|不稳定的物质
Light Barrier|圣光屏障
Harvest Time|收割时间
Endless Rune Waltz|无尽符文华尔兹
Tornado Trigger|旋风扳机
Unstable Antimatter|不稳定的反物质
Cosmic Mote|宇宙微粒
Assume Shape|获得形态
Fracturing Rift Blast|瓦解裂隙冲击
Fireheart|火焰之心
Heal the Soul|治愈灵魂
Dawn Will Come|黎明将至
Arcane Lucidity|奥术明晰
Slime Slam|粘液猛击
Tormented Design|折磨设计
Summon Bolvar|召唤伯瓦尔
Solo Shuffle|单排轮斗
Pile On|怒意堆聚
Primordial Power|基元之力
Past Self|过去的自己
Avatar of Destruction|毁灭化身
Terraform|地质塑形
Summon Ebyssian|召唤艾比西安
Outburst|怒意迸发
Seeing Red|怒目
Hyperlight Reinforcements|凌光增援
Fire Pillar|烈焰之柱
Eternal Tomb|永恒陵墓
Stellar Decay|星辰凋零
Sprouting Wave|生芽浪潮
Reforged Nature|重铸自然
Ephemeral Barrier|幻磷屏障
Blessing of the Bronze|青铜龙的祝福
Ritual of Ruin|毁灭仪式
Lihuvim|利许威姆
Knowledge|知识
Devouring Blood|吞噬之血
Unmake|寂灭
Unity|团结
Subterranean Eruptions|地底爆发
Lava Orb|熔岩宝珠
Throwing|投掷
Mi Obet|米·欧贝特
Sinful Projection|罪孽投影
Deploy|开始任务
Illusory Assault|幻影攻击
Deciphering|正在破译
Energy Form|能量形态
Wicked Star|邪恶之星
Ad Astra|迈向群星
Invigorating Bloom|振奋之花
Grim Reflections|严酷映像
Sweeping Calamity|扫荡灾祸
Ephemeral Mote|幻磷微尘
Befouled Barrier|亵渎屏障
Willpower|意志力
Blade of the Storm-Eater|噬雷之龙的利刃
Virulent Spores|剧毒孢子
Humbling Strikes|挫心打击
Elimination Protocol|消灭协议
Summon E'rnee|召唤伊·厄尼
Hop!|跳！
Submerged Quake|地底震动
Consume Vitality|活力吸收
Wave of Hate|憎恨浪潮
Osmosialic|渗调词
Flexialic|弹调词
Focialic|专调词
Velocialic|速调词
Summon Crowd|召唤众杰
Obscurialic|晦调词
Potentialic|能调词
Constialic|耐调词
Healialic|愈调词
Toxicialic|毒调词
Deflectialic|偏调词
Absorptialic|吸调词
Reflectialic|反调词
Extractialic|萃调词
Fortialic|守调词
Robustialic|健调词
Relialic|依调词
Efficialic|效调词
Mortis Rain|殁提斯雨
Relic Collapse|圣物坍缩
Cosmic Barrier|宇宙屏障
Materialize Schematic|物质化设计方案
Siphon Hatred|虹吸仇恨
Cartel Overseers|财团监督者
Reflective Bulwark|反射壁垒
Enlightened Cage|开悟者牢笼
Enlightened Guard|开悟者警卫
Fragment of Hope|希望碎片
Reclamation|回收
Tutorial|教学
Shape Reality|塑造现实
Collapsing Reality|坍缩现实
Ephemeral Burst|幻磷爆发
Reoriginate|起源重组
Ephemeral Rain|幻磷之雨
Tyranny|残暴
Encrypted|已加密
Sepulcher's Savior|圣墓救星
Stonedust Fists|石尘之拳
Tachyon Ambush|速子伏击
Cataloger's Camera|编目员的相机
Catalog|编目
Cosmic Blast|宇宙冲击
Summon: Runestag Construct|召唤：符文牡鹿
Redistribute Energy|重配能量
Ephemeral Effusion|幻磷渗溢
Ancient Nova|远古新星
Extract Ephemera|提取幻磷
Pre-Fabricated Assistant|预制助手
Burrowing Carnage|掘地屠戮
Empowering Beam|增能射线
Evoking Pattern|唤引法则
Teleporter Lock|传送器之锁
World Shatterer|世界粉碎者
Unstable Quasar|不稳定的类星体
Port to Zereth Mortis|扎雷殁提斯传送门
Maw Laser Teleport|噬渊激光传送
Automa Laser Teleport|自动体激光传送
Seismic Tremors|崩裂震颤
Jiro Musical Circle|机若音乐家族
Spiritbloom|精神之花
Elegy of the Eternals|永恒者的挽歌
Architect's Ingenuity|造物师的巧思
Shimmering Bombardment|闪光轰炸
Pocket Protoforge|迷你原生锻炉
Unrepair Armor|损坏护甲
Empowered Wicked Star|强化邪恶之星
Earthbreaker's Impact|碎地者的冲击
Reclaimer's Intensity Core|回收者的强度核心
Grim Eclipse|严酷星蚀
Singularity Supreme|奇点至尊
Twisted Judgment|扭曲裁决
Prodigious Sands|惊异沙丘
Dark Quasar|黑暗类星体
Firim's Specimen Container|菲历姆的样本容器
Charged Barrage|充能弹幕
Decrypted Vy Cypher|解密的维型密文
Eternity Overdrive|永恒超速
Relic Keeper|圣物守护者
Bushel of Mysterious Fruit|一蒲式耳的神秘水果
Toxic Trap|剧毒陷阱
Omega Glyph|欧米茄铭文
Omega Detonation|欧米茄引爆
Temper Tantrum|大发脾气
Cosmic Tides|宇宙潮汐
Boon of Assured Victory|志在必得赐福
Resonance Cascade|共振倾泻
Crack the Seal|打破封印
Magma Bolt|岩浆箭
Purging Flames|净化烈焰
Seeking Flame|搜寻火焰
Unstable Embers|不稳定的灰烬
Earthen Bulwark|大地屏障
Create Treasure Map|制造藏宝图
Ember Eruption|灰烬喷发
Planetcracker Beam|裂星射线
Siege Arbalist|攻城劲弩
Fissuring Slam|裂隙猛击
Winds of Ohn'ahra|欧恩哈拉之风
Earthen Ward|大地结界
Shape Earth|塑造大地
Creation Spark|创生火花
Transfer|转移
Inexorable|严酷
Heavy Arrow|沉重之箭
Defensive Bulwark|防御壁垒
Quaking Totem|撼地图腾
Molten Trail|熔火痕迹
Fast Forward|快进
Carrying Crystal|携带水晶
Carry by Black Dragon|被黑龙抓起
Feed the Flames|火上浇油
Longboat Raid!|战船掠夺！
Race Starting|竞速开始
Burning Down|烈焰焚毁
Collapsing Boulder|坍塌的巨石
Dwarven Rage|矮人之怒
Race Over|竞速结束
Lava Clap|熔岩之击
Magma Gout|岩浆团
Wind Barrage|清风之幕
Failed Potion|失败的药水
Collapsing Army|坍缩军团
Soothing Potion|抚慰药水
Swoop Up|翔龙御天
Race Signup|竞速报名
Phial of Icy Preservation|冰寒庇护瓶剂
Phial of Charged Isolation|疏离注能瓶剂
Aerated Phial of Deftness|加气熟练瓶剂
Steaming Phial of Finesse|精细蒸腾瓶剂
Potion of Frozen Fatality|冻结宿命药水
Crystalline Phial of Perception|晶化感知瓶剂
Portal to Valdrakken|通往瓦德拉肯的传送门
Bottled Putrescence|瓶装溃烂
Potion of Chilled Clarity|伤寒清醒药水
Tip the Scales|扭转天平
Potion of the Hushed Zephyr|沉静西风药水
Potion of Gusts|阵风药水
Elemental Cohesion|元素凝聚
Faint|昏倒
Blazing Brand|光焰烙印
Lava Flow|熔岩涌流
Potion Cauldron of Power|强能药水坩埚
Potion Cauldron of Ultimate Power|究极强能药水坩埚
Cauldron of the Pooka|普卡的坩埚
Sagacious Incense|睿智熏香
Somniferous Incense|昏睡熏香
Exultant Incense|雀跃熏香
Illustrious Insight|卓然洞悉
Loot Chest|战利品箱
Dragon Racing Speed|巨龙竞速速度
Toxin Antidote|毒素解药
Collect Horn Signet|收集角戒
Flag Tracking|标记追踪
Reconfiguration Emitter|重构发射体
Eight Legs of Fury|狂怒八肢
Armor Spikes|护甲尖刺
Protoform Barrier|原生体屏障
Numbing Cold|麻木之寒
Seared Defender's Blade|烧焦的防御者的长剑
Prepare Potion Cauldron of Ultimate Power|准备究极强能药水坩埚
Storm-Touched|雷触
Conductive Mark|传导印记
Weightless|轻盈
Primal Blizzard|原始暴风雪
Cycle of Life|生生不息
Arcane Echoes|奥术回响
Living Fuse|活动引线
Plague Pool|魔药池
Burning Chain|燃烧锁链
Slimewaves|粘液之潮
Elemental Surge|元素激涌
Repelling Burst|退散爆裂
Tempest Call|暴风召唤
Breath of Ice|寒冰之息
Blazing Rush|炽焰冲刺
Error|错误
Eruptive Crush|迸发挤压
Lava Drip|熔岩滴落
Lava Spill|熔岩飞溅
Summon Emberthal|召唤安波莎
Call Spiderlings|呼唤小蜘蛛
Replicating Essence|复制精华
Conflagrant Battery|炽焱轰击
Mass Disintegration|群体裂解
Replication|复制
Temporal Destabilizing Beam|时空动荡光束
Scorching Fusillade|灼热齐射
Poison Trap|剧毒陷阱
Binding Spear|束缚之矛
Surge Forward|向前突进
Skyward Ascent|冲天升腾
Battle Ready|战斗准备
Resonating Orb|共鸣宝珠
Chaotic Essence|混乱精华
Charge Lure|充能诱饵
Jagged Earth|锯齿土地
Aligning|正在校准
Clearing The Skies|净空行动
Chillstorm|霜风
Holy Ray|神圣射线
Dreaming|梦境
Awaken Whelps|唤醒雏龙
Alexstrasza Transform|阿莱克丝塔萨变形
Dark Reprimand|黑暗训斥
Elemental Absorb|元素吸收
Holy Dragon Punch|圣龙霸
Icebind|寒冰之缚
Dispel Growth|驱散生长
Molten Rupture|熔火破裂
Pulling Root|拔根
Gossamer Burst|薄纱爆裂
Summon Fallstrider|召唤飞瀑阔步者
Grounding Spear|束地之矛
Signal Majordomo Selistra|为管理者瑟利斯特拉发出信号
Seed of Everburning Fire|永燃火焰之种
Razor Winds|剃刀之风
Glacial Plume|冰川之羽
Withering Infection|枯萎感染
Humming Geode|哼唱晶簇
Gushing Ooze|喷薄污泥
Murloc Throw Things|鱼人投掷物
Tyr's Judgement|提尔的制裁
Rotting Burst|腐烂爆发
Decaying Strength|腐朽之力
Bounty Payment|赏金报酬
Sabellian Transform|萨贝里安变形
Searing Carnage|灼热屠戮
Meteor Axe|流星之斧
Nozdormu Transform|诺兹多姆变形
Expulse|驱逐
Theramus Transform|Theramus Transform [DNT]
Intent to Break|破坏意图
Murglrn Flame|熔尔格勒烈焰
Energy Bomb|能量炸弹
Heated Swings|炽热挥舞
Doomsday|灭世之灾
Arcane Leap|奥术跳跃
"Djaradin's ""Pinata"""|贾拉丁的“皮纳塔”
Orb Lightning|宝珠闪电
Might of the Forge|熔炉之力
Storm Break|风暴破击
Gale Force Annihilation|飓风毁灭
Seismic Rupture|地层裂口
Fiery Focus|炽燃聚焦
Consuming Stomp|吞噬践踏
Time Vortex|时光旋涡
Flame Dominance|炽燃统御
Frost Dominance|冰霜统御
Earth Dominance|大地统御
Storm Dominance|风暴统御
Blazing Incarnation|光焰化形
Move to Center|移到中心
Time Spiral|时间螺旋
Forgestorm|熔炉风暴
Breath of Death|死亡吐息
Fury of the Forge|熔炉之怒
Path of Lightning|闪电路径
Magma Lob|抛射岩浆
Flaring Cowl|光耀风帽
Lava Spray|熔岩喷洒
Searing Cannonfire|灼热炮火
Earth-Warder's Vault Chain|大地守护者的宝库锁链
Gusting Breath|疾风吐息
Pulling Weeds|清理杂草
Breath of Life|生命吐息
Awaken the Flames|唤醒火焰
Zephyr Slam|西风猛击
Infinite Portal|永恒传送门
Lava Floor|岩浆铺地
Splinter|尖片
Ionizing Charge|电离充能
Wild Eruption|狂野喷发
Static Jolt|静电震击
Raging Twister|暴怒龙卷风
Broodkeeper|巢穴守护者
Erupting Emergence|爆发突涌
Greatstaff of the Broodkeeper|巢穴守护者的巨杖
Blistering|燥热
Mortal Stoneclaws|致死石爪
Greatstaff's Wrath|巨杖之怒
Fire Spout|火焰喷射
Glacial Surge|冰川涌动
Enchanted Seeds|魔力之种
Rapid Incubation|急速孵化
Summon Khanam Matra|召唤尊可汗
Skyriding|驭空术
Champion's Spear|勇士之矛
Breath of Wind|风之气息
Choking Rotcloud|窒息腐云
Eternity Zone|永恒领域
Primal Affinity|原始亲和
Eternity Orb|永恒宝珠
Rewind Timeflow|倒转时光流
Steam Bolt Volley|蒸汽箭雨
Burrowing Strike|潜地打击
Concussive Slam|震荡猛击
Summon Taivan|召唤泰瓦恩
Fulminating Charge|积雷充能
Sulfuras, Hand of Ragnaros|萨弗拉斯，炎魔拉格纳罗斯之手
Decay Ritual|腐朽仪式
Infurious Legwraps of Possibility|震怒机遇裹腿
Explorer's Banner of Herbology|探险者的草药知识战旗
Explorer's Banner of Geology|探险者的地质学战旗
Vibrant Spellthread|生机魔线
Frozen Spellthread|冰冻魔线
Temporal Spellthread|时光魔线
Blue Silken Lining|蓝缎内衬
Bronzed Grip Wrappings|古铜色的防滑布
Straddling Illimited Diamond|跨界无限钻石
Arcane Spirit Beam|奥术之灵光束
Iron Spear|钢铁之矛
Timewalker Knowledge|时光旅行者的学识
Temporal Burst|时空错位
Iron Stampede|钢铁践踏
Stormwinds|暴风
Drake Blast|幼龙冲击
Visage Form|幻容形态
Static Spear|静电之矛
Magic Snowball|魔法雪球
Swelling Tides|膨胀之潮
Rot Burst|腐烂爆发
Resonating Annihilation|共鸣湮灭
Unlock Content Scaling|解锁内容缩放
Horizon Strider's Swiftness|地平线骑手的迅捷
Elemental Submission|元素屈服
Dragon Lift|巨龙飞行
Snowshoe Sprint|雪鞋冲刺
Idol of C'Thun|克苏恩的神像
Upgrading|正在升级
Air Crescendo|气流强音
Decoration of Flame|烈焰彩饰
Conjured Chillglobe|咒启寒球
Storm-Eater's Boon|噬雷之龙的恩赐
Rumbling Ruby|轰鸣红玉
Way of Controlled Currents|受控洪流之途
Manic Grieftorch|癫狂伤逝火炬
Desperate Invocation|渴念祷告
Storm Corruption|风暴腐蚀
Dream Projection|梦境投影
Burning Pursuit|爆燃追击
Red Magic Infusion|红色魔法灌注
Time Eruption|时光爆发
Hurricane Wing|飓风龙翼
Electrified Jaws|电化之颌
Kalu'ak Figurine|卡鲁亚克雕像
Infectious Spit|感染喷吐
Heart in a Bottle|瓶中之心
Primal Fire|源生火焰
Gash Frenzy|狂伤
Uplifting Winds|上升之风
Crushing Atmosphere|窒息大气
Stolen Rocket Hop|失窃的火箭跳装置
Marked for Butchery|屠戮标记
Hunter's Prey|捕掠猎获
Gold Drop|金币掉落
Try Again|重试
Luring Proto-dragon|引诱始祖龙
Spiteful Gaze|怨毒凝视
Dragonrider's Initiative|驭龙者的突袭
Coated in Slime|软泥裹体
Nullifying Shroud|废灵遮罩
Storm Strike|风暴打击
Fractured Rubble|开裂碎石
Inferno's Blessing|狱火祝福
Arcane Salvo|奥术齐射
Lycara's Teachings|莱卡拉的教诲
Freezing Barrier|冻结屏障
Restorative Ward|滋养结界
Launched Thorns|发射荆棘
Throw Lava|投掷熔岩
Empowered Greatstaff's Wrath|强化巨杖之怒
Empowered Greatstaff of the Broodkeeper|强化的巢穴守护者的巨杖
Rock Blast|岩石冲击
Deep Chill|极寒冰冻
Hailstones|冰雹
Electric Scales|电能鳞片
Awakened Earth|觉醒之土
Scroll of Sales|销售卷轴
Aerated Phial of Quick Hands|加气快手瓶剂
Rampant Energy|泛滥能量
Infusing Core|灌注核心
Decayed Senses|腐朽感官
Erupting Spear Fragment|爆发长矛裂片
Downgrading|降级
Stormslam|风暴猛击
Temporary Elemental Vessel|临时元素容器
Kyrakka|基拉卡
Temporal Deceleration|时间减速
Living Whirl|活体漩涡
Unstable Gusts|无常阵风
Spoils of Neltharus|奈萨鲁斯战利品
Traversing...|穿越中……
Earthliving Weapon|大地生命武器
Command: Seek|指令：搜寻
Pest Fogger|害虫气雾
Ancient Black Tome|上古黑色魔典
Idol of Pure Decay|纯净腐朽神像
Diamond Deathsnare|钻石陨网
Resonating Matrix|共鸣矩阵
Arcane Crush|奥术粉碎
Vehement Charge|暴烈冲锋
Consecrated Blade|奉献之剑
Primal Deconstruction Charge|原始解构炸药
Grease Grenade|机油手榴弹
Projectile Propulsion Pinion|箭弹推进轮条
High Intensity Thermal Scanner|高强度热扫描仪
S.A.V.I.O.R.|S.A.V.I.O.R.救世机器人
Creature Combustion Canister|生物燃烧罐
D.U.C.K.O.Y.|D.U.C.K.O.Y.诱鸭
Sticky Warp Grenade|粘性曲速手榴弹
Gravitational Displacer|重力置换器
EZ-Thro Creature Combustion Canister|“易投”生物燃烧罐
EZ-Thro Gravitational Displacer|“易投”重力置换器
Completely Safe Rockets|绝对安全的火箭
Endless Stack of Needles|无穷尖针堆
Gyroscopic Kaleidoscope|陀螺万花筒
Refreshing Dance|振奋之舞
Sanctification|圣言
Gale Arrow|强风箭
Volcanic Guard|火山护卫
Withering Contagion|枯萎传染
Earthsplitter|劈地者
Eating Soup|喝汤
Strangling Seaweed|窒息海草
Speed of Flight|飞翔之速
Crashing Tsunami|吞天海啸
Mystic Enlightenment|神秘启迪
Exhilarating Blows|酣畅打击
Saliva Salvo|唾液齐射
Summon Bakar|召唤獒犬
Summon Ohuna|召唤欧胡纳
Bloodborne|浴血之躯
Molten Brand|熔火烙印
Rotting Surge|腐烂激涌
Whelp Training|雏龙训练
Chirping Rune|啁啾符文
Buzzing Rune|嗡鸣符文
Howling Rune|尖嚎符文
Vantus Rune: Vault of the Incarnates|凡图斯符文：化身巨龙牢窟
Contract: Artisan's Consortium|合约：工匠商盟
Contract: Dragonscale Expedition|合约：龙鳞探险队
Stay a While|停留一会
Artist's Easel|艺术家的画架
Dragon Games Equipment|巨龙竞技装备
Hailbombs|冰雹炸弹
Static Surge|电荷涌动
Firefall|天降之火
Supercollide-O-Tron|超级对撞金刚
Core Fragmentation|核心碎裂
Alarm-O-Turret|报警炮塔
Executioner's Will|处决者的意志
Purifying Breeze|净化微风
Vantus Rune: Eranog|凡图斯符文：艾拉诺格
Vantus Rune: Terros|凡图斯符文：泰洛斯
Vantus Rune: The Primal Council|凡图斯符文：原始议会
Vantus Rune: Sennarth, The Cold Breath|凡图斯符文：瑟娜尔丝，冰冷之息
Vantus Rune: Dathea, Ascended|凡图斯符文：晋升者达瑟雅
Vantus Rune: Broodkeeper Diurna|凡图斯符文：巢穴守护者迪乌尔娜
Vantus Rune: Kurog Grimtotem|凡图斯符文：库洛格·恐怖图腾
Vantus Rune: Raszageth|凡图斯符文：莱萨杰丝
Grounded Circuitry|接地线路
Zen Charge|禅心冲锋
Primal Flame|原始火焰
Deathly Gusts|致命阵风
Lightning Squall|闪电飑风
Granyth's Enduring Scale|格拉尼斯的劲久之鳞
Covered in Feathers|被羽毛覆盖
Call Hyenas|召唤土狼
Convincingly Realistic Jumper Cables|足以乱真的救急电缆
Recompense|牺牲报偿
Miasmic Seed|毒瘴之种
Bearing a Banner|高举旗帜
Lightning Devastation|闪电毁灭
Quaking Spire|震荡尖塔
Burning Skies|燃烧天空
Whisper of the Deep|深渊低语
Whisper of Fate|命运低语
Whisper of Chaos|混沌低语
Fracturing Tremor|碎裂震颤
Unstable Burst|不稳定的爆发
Recraft Equipment|再造装备
Arcane Appearance|奥术呈现
Arcane Stasis|奥术静滞
Afterimage|残光
Exploding Map|爆炸地图
Awaken Crag|觉醒碎岩
Tempest Wing|风暴之翼
Create Map: The Waking Shores|制作地图：觉醒海岸
Flip Table|掀桌
Hunting Bow|狩猎强弓
Decay Burst|腐朽迸发
Arcane Equalizer|奥术均衡器
Fishbolts|烂鱼箭
Maintenance|维护
Crystal Sickness|水晶之疾
Effuse Arcana|流泻奥能
Inexorable Resonance|不屈共鸣
Read the Runes|阅读符文
Explosive Barrier|爆炸屏障
Battle-Scarred Veteran|历战老兵
Primordial Surge|始源涌动
EZ-Thro Grease Grenade|“易投”机油手榴弹
Positively Charged|正电荷
Negatively Charged|负电荷
Primal Convocation|原始集结
Freezing Cold|极寒
Tips of Penitent Steel|悔钢弓梢
Fractured Soulsight|破碎灵魂之视
Condemned Queen's Grip|判罪女王弓把
Poison Juice|毒药汁液
Pact of the Imp Mother|鬼母契约
Player Detection Pulse|侦测玩家波动
Dark Harvest|幽冥收割
Bag of Furious Winds|一袋狂怒之风
Totemic Overload|图腾过载
Empyrean Legacy|苍穹之遗
Shock Water|激荡之水
Dream Bolt|梦境之箭
Infused Globule|注能液滴
Time Traveling|时间旅行
Erupting Earth|大地崩裂
Imp Gang Boss|小鬼首领
Recall History|重唤历史
Antoran Armaments|安托兰军械
Fish for the Soup|做汤用的鱼
Violent Awakening|暴烈觉醒
Territorial|领地
Necrotic Eruption|通灵喷发
Earthshattering Leap|碎地之跃
Unstable Elemental Confluence|不稳定的元素汇流
Tyr's Wrath|提尔之怒
Massive Boulders|大型岩石
Catastrophe|灾难
Astral Whirlwind|星界旋风
Diverted Essence|转移精华
Building|建造
Initiative|先发制人
Any Means Necessary|不择手段
Jadefire Stomp|碧火踏
Fisherman's Folly|渔夫之愚
Cast Away|荒弃
Iskaara Soup|伊斯卡拉汤
Spirit of Sharing|分享之魂
Stormcaller's Fury|风暴召唤者之怒
Flamethrower Torch|喷火火炬
Riding Along|一起骑乘
Tea of Plenty|丰饶茶
Tea of Serenity|凝神茶
Wild Flailing|野蛮猛击
Tome of Unstable Power|无常能量魔典
Branch Out|分枝
Meat Missiles|肉弹
Ride Along|一起骑乘
Binding Ice|束缚之冰
Volatile Current|爆裂电流
Calming Presence|平心静气
Greater Mrgrglhjorn|巨型雷鱼号角
Rogue Waves|暴戾浪潮
Power Vacuum|力量真空
Miniature Singing Stone|小型鸣歌之石
Brushing|刷毛
Frozen Shroud|冷凝笼罩
Skewering Cold|刺骨极寒
Vicious Ambush|邪恶伏击
Breaking the Ice|裂冰打击
Call For Family|呼唤家人
Bulletstorm|子弹风暴
Incubating Seed|孵化之种
A Collection of Me|我的集合
Glacial Storm|冰川风暴
Blazing Essence|燃焰精华
Erratic Flames|不稳定的烈焰
Graceful Avoidance|优雅闪避
Regenerative Leech|再生吸血
Homebound Speed|思乡之速
Accelerated Agility|飞速敏捷
Reserve of Intellect|内敛智力
Sustained Strength|强横力量
Plainsrunner's Breeze|平原奔行者之风
Rider's Reassurance|骑手的自信
Spark of the Primals|原始火花
Dragonscale Expedition Insignia|龙鳞探险队徽章
Iskaara Tuskarr Insignia|伊斯卡拉海象人徽章
Maruuk Centaur Insignia|马鲁克半人马徽章
Valdrakken Accord Insignia|瓦德拉肯联军徽章
Burning Writ|燃烧之令
Earthen Writ|大地之令
Sophic Writ|睿智之令
Frozen Writ|凝冰之令
Wafting Writ|吹拂之令
Burning Devotion|燃烧之祈
Earthen Devotion|大地之祈
Sophic Devotion|睿智之祈
Frozen Devotion|凝冰之祈
Wafting Devotion|吹拂之祈
Relaxed|悠闲
Soup Up|加大马力
Crystal Remover|水晶移除器
Song of Life|生命之歌
Private Event|私人活动
Pyroclastic Ejection|火岩喷射
Sigil of Spite|怨念咒符
Arcane Convergence|奥术汇流
Frantic Sprint|狂乱冲刺
Enhanced Soar|强化翱翔
Frigid Geysers|冷冽喷泉
Stabilizing Arcana|稳定奥秘
Shake Jar|摇晃罐子
Hail Decimation|冰雹屠戮
Swift Dash|迅猛冲刺
Surging Earth|大地涌动
Goblin Landmine|地精暗雷
Monarch's Ritual Stone|君主的仪式石
Bone Frenzy|白骨狂热
Rain of Destruction|毁灭之雨
Monolith Fist|巨石之拳
Monolith Rubble|巨石碎片
Tectonic Hunt|地壳追猎
Invigorating Spores|活力孢子
Vile Volley|邪恶齐射
Electric Cataclysm|电能灾变
Splashing Magma|飞溅岩浆
Primal Invocation|原始祈咒
Frigid Torrent|冷冽洪流
Happy Tuskarr Palooza|快乐海象人派对
Happy Tuskarr Fish Palooza|快乐海象人鱼类派对
Beast Tamer|驯兽者
Dreadful Presence|恐怖存在
Cutting Winds|凛冽强风
Obsidian Whelp|黑曜石雏龙
Seismic Ruptures|地层裂口
Catharsis|宣泄
Infused Fallout|注能爆尘
Seismic Volley|地层连射
The Boulder|巨石
Rip and Tear|撕裂切割
Ocean's Motion|海洋波动
Wrath of the Sea|海洋之怒
Cleansing Spores|净化孢子
Ashamane's Guidance|阿莎曼的指引
Nascent Ruby Egg|初生的红玉之卵
Sticky Bombs|黏性炸弹
Lethal Current|致命电流
The Dragon's Eruption|巨龙爆发
Armoire of Endless Cloaks|无穷斗篷衣橱
Seismic Stomps|震地践踏
Stalag-might|石笋之力
Scattered Charge|分散电荷
Well-Fed Duckling|进食充分的小鸭子
Golem Smash|魔像重击
Seismic Pursuit|撼地追击
Boiling Point|沸点
Scalding Spouts|滚烫喷吐
Unstable Arcane Cell|不稳定的奥术单元
Ironwrought Smasher|铁锻碎击者
Dreamstate|迷梦
Stone Barrage|岩石弹幕
River Swim|水流游泳
Clearing|清洁
Wrenching Impact|剜心冲击
Combo|连击
Angry Sprint|愤怒冲刺
Earthen Eruption|大地爆发
Molten Blood|熔火血脉
Stonebreaking Leap|裂石飞跃
Releasing Hope Kite|放飞希望风筝
Ram's Leap|山羊跃袭
Glacial Whirlwind|冰川旋风
Mud Bath|泥浴
Harden Mountain|坚硬山脉
Veneration|崇圣
Blazing Chaos|炽燃混沌
Tiderush|潮涌
Mud Eruption|泥浆喷发
Rock Breath|岩石吐息
Flame Smite|烈焰惩击
Unyielding Aggression|不屈侵袭
Rockslide|崩解岩石
March of the Ducklings|鸭鸭进军
Cenarius' Guidance|塞纳留斯的指引
Quaking Slam|撼地猛击
Bulldoze|蛮力推撞
Kill Zone|绝命地带
Molten Pour|倾泻熔火
Heated Stomp|炙热践踏
Path of Fire|火焰之路
Lava Toss|熔岩投掷
Chain Lightning Breath|闪电链吐息
Flameshower|烈焰之雨
Master's Hammer|大师之锤
Spear of the Mountain|山丘之矛
Violent Combustion|猛烈燃烧
Mountainous Rupture|山崩地裂
Searing Hammer|灼热重锤
Call Sentinels|召唤哨兵
Titanic Fragmentation|泰坦裂片
Hitstop|硬直
Sundered Firmament|碎裂天穹
Aerial Charge|气流冲锋
Craft Creche Crowler|育幼所精酿啤酒
Propagating Seedling Cast|放置增殖的幼苗
Worldbreaker's Wrath|灭世者的愤怒
Unstable Flame|不稳定的烈焰
Touch the Cosmos|浩瀚之触
Dragon Glyph Resonance|巨龙魔符共鸣
Bellowing Gust|咆哮狂风
Eruptive Stomp|迸发践踏
Volcanic Upheaval|熔火剧变
Void Eruptions|虚空爆发
Overflowing Flame|溢流烈焰
Chill Out|保持冷静
Expel Slimes|排出粘液
Overflowing Frost|溢流冰霜
Merithra's Blessing|麦琳瑟拉的祝福
Overflowing Earth|溢流大地
Overflowing Storm|溢流风暴
Unstable Earth|不稳定的土元素
Encounter Defeated Bonus|首领击败加成
Unstable Storm|不稳定的风暴
Fracturing Charge|碎裂冲锋
Juggernaut Charge|主宰冲锋
