New Candle, New Hope||Neue Kerze, neue Hoffnung|Nouvelle bougie, nouvel espoir|Vela nueva, esperanza nueva|Una vela para renovar las esperanzas|새로운 양초, 새로운 희망|Новая свеча – новая надежда|新的蜡烛，新的希望|新蠟燭，新希望
11.0 - Campaign Finale Scenario||11.0 - Kampagne Finales Szenario|11.0 – Scénario final de la campagne|11.0 - Gesta final de la campaña|11.0 - Gesta final de campaña|11.0 - 대장정 최종 시나리오|11.0 – Последний сценарий кампании|11.0 - 战役尾声场景|11.0 - 戰役最後事件
11.0 - Priory Scenario||11.0 - Prioratszenario|11.0 – Scénario du prieuré|11.0 - Gesta del priorato|11.0 - Gesta de Priorato|11.0 - 수도원 시나리오|11.0 – Сценарий приората|11.0 - 隐修院场景|11.0 - 小修道院事件
11.0 Dalaran Scenario||11.0 Dalaran Szenario|11.0 Scénario de Dalaran|11.0 Gesta de Dalaran|11.0 Gesta de Dalaran|11.0 달라란 시나리오|11.0 Сценарий Даларана|11.0达拉然场景|11.0達拉然事件
Arathi Highlands 3||Arathihochland 3|Hautes-terres Arathies 3|Tierras Altas de Arathi 3|Tierras Altas de Arathi 3|아라시 고원 3|Нагорье Арати 3|阿拉希高地3|阿拉希高地3
Bilge Rat Corsair A||Bilgerattenkorsar A|Corsaire des Soutaillons A|Corsario Rata de Pantoque A|Corsario de Rata de Sentina A|항만의 시궁쥐단 해적선 A|Братство Трюмных Крыс A|水鼠帮海盗船A|污鼠會海盜船A
Bilge Rat Corsair B||Bilgerattenkorsar B|Corsaire des Soutaillons B|Corsario Rata de Pantoque B|Corsario de Rata de Sentina B|항만의 시궁쥐단 해적선 B|Братство Трюмных Крыс B|水鼠帮海盗船B|污鼠會海盜船B
Bilge Rat Corsair C||Bilgerattenkorsar C|Corsaire des Soutaillons C|Corsario Rata de Pantoque C|Corsario de Rata de Sentina C|항만의 시궁쥐단 해적선 C|Братство Трюмных Крыс C|水鼠帮海盗船C|污鼠會海盜船C
The Dauntless||Furchtloser Funke|L’Audacieux|La Intrépida|La Intrépida|불굴호|"""Неустрашимый"""|果敢号|無畏號
Dastardly Dome||Durchtriebene Kuppel|Dôme Infâme|Cúpula Cruel|Domo Indómito|수라광장|Коварный Купол|卑鄙穹顶|殘虐鬥場
Blood Elf Frigate (Scenario)||Blutelfenfregatte (Szenario)|Frégate Elfe de sang (scénario)|Fragata de los elfos de sangre (gesta)|Fragata de los elfos de sangre (gesta)|블러드 엘프 호위함 (시나리오)|Фрегат эльфов крови (сценарий)|血精灵护卫舰（场景战役）|血精靈護衛艦（事件）
March on Quel'Danas||Marsch auf Quel'Danas|Marche sur Quel’Danas|Marcha a Quel'Danas|Marcha sobre Quel'Danas|쿠엘다나스 진격로|Марш на Кель'Данас|进军奎尔丹纳斯|進軍奎爾達納斯
Shadowguard Point OLD||Schattenwachtspitze ALT|Halte de l’Ombre-Garde|Punto de la Guardia de las Sombras ANTIGUO|Punto de la Guardia de las Sombras|어둠수호병 지점|Форпост Темной Стражи СТАРЫЙ|影卫营（旧）|舊版影衛崗哨
11.2 Warband - K'aresh||11.2 Kriegsmeute - K'aresh|Bataillon 11.2 – K’aresh|11.2 Banda guerrera - K'aresh||11.2 전투부대 - 크아레쉬|11.2 Отряд – К'ареш|11.2战团 - 卡雷什|11.2戰隊 - 凱瑞西
Renamed||Umbenannt|Renommé(e)|Renombrado|Renombrado|이름 변경됨|Новое название|已重命名|已重新命名
Silvermoon's Falconwing Square||Silbermonds Falkenplatz|Place de l’Épervier de Lune-d’Argent|Plaza Alalcón de Lunargenta|Plaza Alalcón de Lunargenta|실버문 매날개 광장|Луносветская площадь Соколиных Крыльев|银月城鹰翼广场|銀月城的獵鷹之翼廣場
Keystone Dungeons||Schlüsselsteindungeons|Donjons de clé mythique|Mazmorras de piedra angular|Calabozos de piedra angular|쐐기돌 던전|Подземелья с ключом|史诗钥石地下城|鑰石地城
Highlord||Hochlord|||||||
Rat||Ratte||Rata|Rata||||
Archmage||Erzmagier|Archimage|Archimago|Archimago||||
Auctioneer||Auktionatorin|||||||
Hellscream||Höllschrei|||||||
Assassin||Assassine|||||||
Arthas,||Arthas|||||||
King||König|||||||
Prince||Prinz||Príncipe|Príncipe||||
Scorpion||Skorpion||Escorpión|Escorpión||||
Darkspear||Dunkelspeere|||||||
Tentacle||Tentakel|Tentacule|Tentáculo|Tentáculo||||
Bronzebeard||Bronzebart|Bronze||||||
Greymane||Graumähne|||||||
Mekkatorque||Mekkadrill|||||||
Egg||Ei|||||||
Landro's||Landros|Landro|Landro|Landro||||
Silvermoon||Silbermond|||||||
Balloon||Ballon|Ballon||||||
Darkmoon||Dunkelmond|||||||
Nightwind||Nachtwind|||||||
Catapult||Katapult|Catapulte|Catapulta|Catapulta||||
Aspects||Aspekte||Aspectos|Aspectos||||
Hopling||Hopfling|||||||
Carp||Karpfen||Carpa|Carpa||||
"""The"||"""Die"|"""le"|"""Chafarote"""|"""Chafarote"""||||
Sheep||Schaf|||||||
Larva||Larve|Larve||||||
Flyer||Flieger|||||||
Alpine||Alpiner|alpin||||||
Scarab||Skarabäus||Escarabajo|Escarabajo||||
Elder||Ältester|de||||||
Raven||Rabe|||||||
Master||Meister|Maître|Maestro|Maestro||||
Colossus||Koloss|Colosse|Coloso|Coloso||||
Broodling||Brutling|||||||
Acolyte||Akolyth||Acólito|||||
Cannoneer||Kanonier|Canonnier|Cañonero|Cañonero||||
Marine||Marinesoldat|marine|Marino|Marino||||
Grunt||Grunzer||Bruto|Bruto||||
Comet||Komet|Comète|Cometa|Cometa||||
Son||Sohn|||||||
Drake||Drache||Draco|Draco||||
Twilight||Zwielichtoger|||||||
Shieldwall||Schildwall|||||||
Shadowbreaker||Schattenbrecher|||||||
Ashtongue||Aschenzungen|||||||
Commander||Kommandant|Commandant|Comandante|Comandante||||
Talon||Damos|Damos|Damos|||||
Whisperwind||Wisperwind|||||||
Windrunner||Windläufer|||||||
Lieutenant||Leutnant|||||||
Waveling||Wogling|||||||
Cleric||Kleriker|Clerc|Clérigo|Clérigo||||
Tank||Panzer||Tanque|Tanque||||
Moonfang||Mondfang|||||||
Felsong||Teufelsang|||||||
Farseer||Scharfseher|||||||
Engineer||Ingenieur|Ingénieur|Ingeniero|Ingeniero||||
Mauler||Raufer|Marteleur||Magullador||||
Bloodfury||Blutfuror|||||||
Rider||Reiter||de|de||||
Shieldbearer||Schildträger|||||||
Heavyhands||Bleihand|||||||
Geomancer||Geomant|Géomancien|Geomántico|Geomante||||
Axe||Axt|||||||
Blademaster||Klingenmeister||Maestro|Maestro||||
Staff||Stab|Sacré||||||
Soulbinder||Seelenbinderin|||||||
Spiderling||Spinnling|||||||
Zealot||Zelot|Zélote|Zelote|Zelote||||
Hoplite||Hoplit||Hoplita|Hoplita||||
Halforcen||Halborcin|||||||
Khadgar's||Khadgars|Khadgar|Khadgar|Khadgar||||
Bleeding||Blutenden|||||||
Legionnaire||Legionär|Légionnaire|Legionario|Legionario||||
Grapplehammer||Wurfhammer|||||||
Sharpshooter||Scharfschütze|||||||
Umberhide||Umberfell|||||||
Ravenspeaker||Rabensprecher|||||||
Shade||Schemen|||de||||
Corporal||Korporal|Caporal||||||
Claw||Klaue|la|la|la||||
Feywing||Feenschwinge|||||||
Mechanic||Mechaniker|||Mecánico||||
Bloodfang||Blutfang|||||||
Stormhoof||Sturmhuf|||||||
Priestess||Priesterin|Prêtresse||||||
Quintessence||Quintessenz||Quintaesencia|Quintaesencia||||
Brother||Bruder|||||||
Scribe||Schreiber||Escriba|Escriba||||
Sister||Schwester|||||||
Runetotem||Runentotem|Totem||||||
Weaver||Weber|||||||
Blade||Wirbelnde||de|de||||
Vol'jin's||Vol'jins||Vol'jin|Vol'jin||||
Spear||Speer|||||||
Dark||Dunkle|||||||
Millhouse||Millhaus|Milhouse||||||
Manastorm||Manasturm|Mana||||||
Heart||Herz|||||||
Myrmidon||Myrmidone||Mirmidón|Mirmidón||||
Bitterbrine||Bittergischt|||||||
Oracle||Orakel||Oráculo|Oráculo||||
Projection||Projektion||Proyección|Proyección||||
Fanatic||Fanatiker|Fanatique|Fanático|Fanático||||
Tideskorn||Wellenskorn||Mareskorn|||||
Bulwark||Bollwerk|||||||
Felskorn||Teufelsskorn||Vilskorn|||||
Fist||Faust|||||||
Brightmane||Lichtmähne|Brillant|Brillante|Brillante||||
Houndmaster||Hundemeister|||||||
Runeseer||Runenseher|runes||||||
Dryad||Dryade|Dryade|Dríade|Dríade||||
Eversong||Immersang||Eterna|Eterna||||
Bitestone||Beißsteine|||||||
Lightbringer||Lichtbringer|||||||
Eitrigg||Etrigg|||||||
Darkweaver||Düsterweber|||||||
Light's||Lichts|||||||
Tyr's||Tyrs|Tyr|Tyr|Tyr||||
Mystic||Mystiker|Mystique|Místico|Místico||||
Will||Wille|||||||
Destroyer||Zerstörer||Destructor|||||
Justicar||Justiziarin|Justicière||||||
Breacher||Brecher|||||||
Manasaber||Manasäbler|||||||
Manafiend||Manafresser|Manafiel||||||
Bloodthorn||Blutdorn|||||||
Spiritwalker||Geistwandler|||||||
Ebonhorn||Ebenhorn|||||||
Number||Nummer|Numéro||||||
Felbane||Teufelsbann|||||||
Brightflame||Leuchtflamme|Viveflamme||Brillante||||
Trueheart||Treuherz|||||||
Metamorphosis||Metamorphose|Métamorphose|Metamorfosis|Metamorfosis||||
Archdruid||Erzdruide|Archidruide|Archidruida|Archidruida||||
Ravencrest||Rabenkrone|||||||
Runeweaver||Runenweber|||||||
Flamescowl||Flammengroll|||||||
VanCleef||Cleef|||||||
Margrave||Markgraf|||||||
Sagewhisper||Weisenwisper|||||||
Drakeborn||Drachenson|Drake|Draco|Draconato||||
Nightfang||Nachtzahn|||||||
Mailemental||Eilementar|lémentaire|Elemailtal|Elemental||||
Smolderon||Glimmeron|Fumeron|Arderon|||||
Bjorn||Björn|||||||
Helhound||Helhund|||||||
Firelord||Feuerlord|||||||
Sagewind||Weisenwind|||||||
Acolytes||Akolythen||Acólitos|Acólitos||||
Ghouls||Ghule|||||||
Adepts||Adepten|Adeptes|Adeptos|Adeptos||||
Druids||Druiden|Druides|Druidas|Druidas||||
Group||Gruppe|Groupe|Grupo|Grupo||||
Netherlight||Netherlichtparagons|||||||
Zealots||Zeloten|||||||
Bandits||Banditenbande|bandits|bandidos|bandidos||||
Duelists||Duellanten|Duellistes|Duelistas|Duelistas||||
Elementals||Elementare|Elémentaires|Elementales|Elementales||||
Aspirants||Aspiranten||Aspirantes|Aspirantes||||
Shieldmaidens||Schildmaiden|||||||
Fangs||Fänge|base|Base|||||
Ironrune||Eisenrune|||||||
Lurker||Lauerer|||||||
Geomancers||Geomanten|Géomanciens|Geománticos|Geomantes||||
Templar||Templer|Templier||||||
Fists||Fäuste|||||||
Ascendant||Aszendent||Ascendiente|Ascendiente||||
Greater||Großer|||||||
Earthbreaker||Erdbrecher|||||||
Nightsaber||Nachtsäbler|||||||
Pathfinders||Pfadfinder|||||||
Trollbane||Trollbann|Trollemort||||||
Myrmidons||Myrmidonen||Mirmidones|Mirmidones||||
Apoc||Apokalypse|Apocalypse|Apocalipsis|||||
Base||Basis|||||||
Scythe||Sichel|||||||
Pirates||Piratenmannschaft|pirates|piratas|piratas||||
Ashbringer||Aschenbringer|||||||
Princess||Prinzessin|Princesse|Princesa|Princesa||||
Thief||Dieb|||||||
Wavecaller||Wellenrufer|écaille||||||
Pilgrim||Pilger|Pèlerin||||||
Widow||Witwe||Viuda|Viuda||||
Stablemaster||Stallmeister|||||||
Duelist||Duellant|Duelliste|Duelista|Duelista||||
Energy||Energie|Energie|Energía|Energía||||
Curator||Kuratorin|||Curadora||||
First||Erste|arcaniste|arcanista|Arcanista||||
Swarmer||Schwärmer|||||||
Baroness||Baronin|Baronne|Baronesa|Baronesa||||
Thunderaan||Donneraan|Tonneraan||||||
Felborne||Teufelsgeborener|||||||
Marauder||Marodeur|Maraudeur||Merodeador||||
Lightblade||Lichtklinge|||||||
Brewmaster||Braumeisterin|||||||
Animated||Animierter|||||||
Paradox||Paradoxon|Paradoxe|Paradoja|Paradoja||||
Cultist||Kultist||Cultor|||||
Frostreavers||Frosthäscher|||||||
7th||7.|7e||||||
Klutz's||Klutz'|Klutz|Klutz|Klutz||||
Wondrous||Wundersame|||||||
Masters||Meister|Maîtres|Maestros|Maestros||||
Greyguard||Graugarde|Grisegarde|Guardia|||||
Torcalin||Torcali|torcali||torcalino||||
Flynn||Finn|||||||
Bloodhunter||Blutjäger|||||||
Cyrus||Carsten|Cirrus||||||
Pack||Packmuli|||||||
Flag||Flagge|la|la|la||||
Tiran||Tiras||Tiras|kultirano||||
Wardruid||Kriegsdruidin||Druida|Druida||||
Dockmaster||Dockmeister|||||||
Bile||Eiterlarve|bilieuse|bilis|bilis||||
Rebellious||Rebellischer|rebelle||||||
Vagrant||Vagabund|Vagabond|Vagante|Vagante||||
Bristleback||Borstennacken|||||||
Mixologist||Mixologe|Mixologue|Mixólogo|Mixólogo||||
POW||P0|||POD||||
Watchman||Wache|||||||
Tyrant||Tyrann|Tyran|Tirano|Tirano||||
Gallywix's||Gallywix'|Gallywix|Gallywix|Gallywix||||
Child||Kind|||||||
Ripper||Reißer|||||||
Experimental||Experimentelle|expérimental|experimental|experimental||||
Executor||Exekutor|Exécuteur|Ejecutor|||||
Wyrmbane||Wyrmbann|||||||
Monstrous||Monströser|monstrueux|monstruoso|monstruoso||||
Ballista||Balliste|Baliste|Balista|Balista||||
G.M.O.D||G.M.O.D.|||||||
Leper||Lepraratte||paria|leprosa||||
Ceremonial||Zeremonielle||ceremonial|ceremonial||||
Corsair||Korsaren|corsaire||||||
Musketeer||Musketier|Mousquetaire|Mosquetero|Mosquetero||||
Huxworth||Haxwart|||||||
Unit||Einheit|Unité|Unidad|Unidad||||
Loa||Loasprecher|loa|loa|loa||||
Cruel||Grausame|||||||
Slimy||Schleimiger|||||||
Motospider||Motospinnenei|||||||
Snowball||Schneeball|||||||
Microbot||Mikrobot|||||||
Rendle||Rendel|Rondel||||||
Mechanocat||Mechanokatze|Mécanotigre|Mecanogato|Mecanogato||||
Etherling||Ätherling|Etherlin|Eterino|Eterio||||
Dreamchaser||Traumsucher|||||||
Gillvanas||Krillvanas|Sylvanage||||||
Grimaxe||Grimmaxt|||||||
Hue||Hiu|||||||
Gigacharged||Gigageladener|gigachargé|gigacargado|gigacargado||||
Converted||Konvertierte|converti|convertido|convertido||||
Dreamshrine||Traumschrein|||||||
Moonberry||Mondbeere|||||||
Droman||Dromanin|Dromane||||||
Dreamweaver||Traumweber|||||||
Shambler||Schlurfer|||||||
Amalgamation||Amalgam|Amalgame|Amalgama|Amalgama||||
Tactician||Taktikerin|Tacticienne|Táctica|||||
Turbulent||Turbulente||turbulento|turbulenta||||
Firstborne||Erstgeborene|||||||
Riftbearer||Rissträger|||||||
Wader||Water|||||||
Infantry||Infanterist|d'infanterie|Infantería|Infantería||||
Glimmerfly||Glimmerfliege|||||||
Etherwyrm||Ätherwyrm|||||||
Bladewall||Klingenwall|||||||
Butler||Gräberbutler|||||||
Mite||Milbe|||||||
Possessed||Besessene|||||||
Invasive||Invasiver|||||||
Animaflow||Animastrom||ánima|ánima||||
Realmbreaker||Reichbrecher|||||||
Skrat||Skratte||Eskarrata|Skrata||||
Controlled||Kontrollierte|contrôlé|controlada|||||
Scalecommander||Schuppenkommandant|Squammandante||Dracomandante||||
Archetype||Archetyp|Archétype|Arquetipo|Arquetipo||||
Dervishian||Derwischian|Dervichane|Derviche|Dervichian||||
Geomental||Geomentar|Géomentaire||||||
Vespoid||Vespid|||||||
Poultrid||Puttrid|||||||
Primalist||Primalisten|||primalista||||
Wryngrrlgulgll||Wrynngrlgurl|||||||
Brackenhide||Brackenfell|||||||
Fisher||Fischer|||||||
Majordomo||Majordomus||Mayordoma|Mayordome||||
Fitzcog||Fitzkog|Fitzrouage||||||
Scalebiter||Schuppenbeißer|||||||
Hailstone||Hagelstein|||||||
Trueborn||Wahrgeborener|||||||
Winds||Winde|Vents|Vientos|Vientos||||
Isles||Inseln|îles|Islas|Islas||||
Glyph||Drachenglyphe||Glifo|Glifo||||
Dracthyr's||Dracthyrrollstuhl|Dracthyr|dracthyr|dracthyr||||
Draconic||Drakonischer|draconiques|dracónica|dracónico||||
Chronomancer||Chronomant||Cronomántico|Cronomántico||||
Windsage||Windweiser|||||||
Freshscale||Frischschuppe|Fraîchécaille||||||
Drakerider||Drachenreiter|||||||
Arcana||Arkana|||arcana||||
Flow||Fluss||Flujo|Flujo||||
Slitherdrake||Kriecherdrache|Glissedrake||||||
Phial||Phiolenkessel|||vial||||
Starshade||Sternschatten|||||||
Honeypelt||Honigpelz|||||||
Shalewing||Schieferschwinge|||||||
Un'Gorian||Un'Goro|un'gorien|Un'Goro|un’gorian||||
Hartwood||Hartholz|||||||
Wingslicer||Schwingenschlitzer|||||||
Slumbertooth||Schlummerzahn|||||||
Velhanite||Velhans|velhanite|velhanita|velhanita||||
Spindle||Spindel|||||||
Algari||Algarischer||algariana|algari||||
Threadling||Fädling|||||||
Bloodtick||Blutzecke|||||||
Mossy||Moosschnecke|moussu||||||
Ploughworm||Pflugwurm|||||||
Sporbit||Sporenbiss|Sporobête|Espórbita|||||
Runed||Runenverzierte|runique|runas|||||
Snapdragon||Schnappdrache|Mordragon|Bocadragón|dragón||||
Obscurion||Obskurionauslöscher|d'Obscurion||||||
Highborne||Hochgeborenen|||||||
Darkstrider||Dunkelstreifer|||||||
Wey'nan's||Wey'nans|Wey'nan|Wey'nan|Wey'nan||||
Echoes||Echos|échos|Ecos|ecos||||
Entropy||Entropieträger|entropique|entropía|entropía||||
Karesh||K'aresh|k'areshi|K'aresh|||||
Lightblood||Lichtblut|||||||
Path||Pfadhelfer|||||||
Soldier,||Soldat|Soldat||||||
Zul'Gurub|||Zul’Gurub|||줄구룹|Зул'Гуруб|祖尔格拉布|祖爾格拉布
Nine|||Neuf|||나인|Девять||
Westfall|||Marche de l’Ouest|Páramos de Poniente|Páramos de Poniente|서부 몰락지대|Западный край|西部荒野|西部荒野
Dead Man's Hole|||Gouffre du Mort|El Agujero del Muerto|El Agujero del Muerto|사자의 구멍|Нора Мертвеца|亡者洞穴|亡者之穴
Valley of Heroes UNUSED|||Vallée des Héros|||영웅의 계곡 미사용|Аллея Героев НЕ ИСПОЛЬЗУЕТСЯ|英雄谷|
Zul'Drak|||Zul’Drak|||줄드락|Зул'Драк|祖达克|祖爾德拉克
Darnassus UNUSED|||Darnassus|||다르나서스 미사용|Дарнас НЕ ИСПОЛЬЗУЕТСЯ||
Strahnbrad|||Strahnbrande|||스트란브래드|Странбрад|斯坦恩布莱德|斯坦恩布萊德
Hammerfall|||Trépas-d’Orgrim|Sentencia|Sentencia|망치 주둔지|Павший Молот|落锤镇|落錘鎮
Zun'watha|||Zun’watha|||준와타|Зун'вата|祖瓦沙|祖瓦沙
Shadra'Alor|||Shadra’Alor|||샤드라알로|Шадра'Алор|沙德拉洛|沙德拉洛
Jintha'Alor|||Jintha’Alor|||진타알로|Джинта'Алор|辛萨罗|辛薩羅
Feralas|||Féralas|||페랄라스|Фералас|菲拉斯|菲拉斯
Desolace|||Désolace|||잊혀진 땅|Пустоши|凄凉之地|淒涼之地
Orgrimmar UNUSED|||Orgrimmar|||오그리마 미사용|Оргриммар НЕ ИСПОЛЬЗУЕТСЯ|奥格瑞玛|
Bashal'Aran|||Bashal’Aran|||바샬아란|Башал'Аран|巴莎兰|巴莎蘭
Ameth'Aran|||Ameth’Aran|||아메스아란|Амет'Аран|亚米萨兰|亞米薩蘭
Hunter Rise UNUSED|||Cime des Chasseurs|||수렵의 봉우리 미사용|Вершина Охотников НЕ ИСПОЛЬЗУЕТСЯ|猎人高地|
Elder RiseUNUSED|||Cime des Anciens|||장로의 봉우리 미사용|Вершина Старейшин НЕ ИСПОЛЬЗУЕТСЯ|长者高地|
Camp E'thok|||Camp E’thok|Campamento E'thok|Campamento E'thok|에톡 야영지|Лагерь Э'Ток|伊索克营地|伊索克營地
Shok'Thokar|||Shok’Thokar|||쇼크토카르|Шок'Токар|夏克索卡|修克托卡
Craftsmen's Terrace UNUSED|||Terrasse des Artisans|||장인의 정원 미사용|Терраса ремесленников НЕ ИСПОЛЬЗУЕТСЯ|工匠区|
Cenarion Enclave UNUSED|||Enclave Cénarienne|||세나리온 자치령 미사용|Анклав Кенария НЕ ИСПОЛЬЗУЕТСЯ||
Zul'Farrak|||Zul’Farrak|||줄파락|Зул'Фаррак|祖尔法拉克|祖爾法拉克
Mok'Gordun|||Mok’Gordun|||모크골둔|Мок'Гордун|莫克高顿|莫克高頓
Lower Wilds UNUSED|||Étendues Sauvages|||낮은벌 미사용|Низинные чащобы НЕ ИСПОЛЬЗУЕТСЯ||
Unused The Deadmines 002|||Les Mortemines|||죽음의 폐광 002 미사용|||
Raptor Grounds UNUSED|||[INUTILISÉ]Terres des Raptors|||랩터 서식지 미사용|Земли ящеров НЕ ИСПОЛЬЗУЕТСЯ||
Blackthorn Ridge UNUSED|||[INUTILISÉ]Crête de Noirépine|||검은가시 마루 미사용|Хребет Черный шип НЕ ИСПОЛЬЗУЕТСЯ||
Bramblescar UNUSED|||[INUTILISÉ]Ronceplaie|||가시덩굴 벌판 미사용|Ежевичный Шип НЕ ИСПОЛЬЗУЕТСЯ||
Agama'gor UNUSED|||[INUTILISÉ]Agama’gor|||아가마고르 미사용|Агамагор НЕ ИСПОЛЬЗУЕТСЯ||
Agol'watha|||Agol’watha|||아골와타|Агол'вата|亚戈瓦萨|亞戈瓦薩
Shaol'watha|||Shaol’watha|||샤올와타|Шаол'вата|沙尔瓦萨|沙爾瓦薩
Quel'Thalas|||Quel’thalas|||쿠엘탈라스|Кель'Талас|奎尔萨拉斯|奎爾薩拉斯
UNUSEDThe Marris Stead|||La ferme des Marris|||매리스 농장 미사용|НЕ ИСПОЛЬЗУЕТСЯПоместье Маррисов||
Zul'Mashar|||Zul’Mashar|||줄마샤르|Зул'Машар|祖玛沙尔|祖爾瑪夏
Mazra'Alor|||Mazra’Alor|||마즈라알로|Мазра'Алор|玛兹拉罗|瑪茲拉羅
DO NOT USE|||NE PAS UTILISER|||미사용|НЕ ИСПОЛЬЗУЕТСЯ||
Draco'dar|||Draco’dar|||드라코다르|Драко'дар|德拉考达尔|德拉考達爾
Morlos'Aran|||Morlos’Aran|||모를로스아란|Морлос'Аран|摩罗萨兰|莫洛亞藍
Malaka'jin|||Malaka’jin|||말라카진|Малака'джин|玛拉卡金|瑪拉卡金
Ahn'Qiraj|||Ahn’Qiraj|||안퀴라즈|Ан'Кираж|安其拉|安其拉
Zeb'Watha|||Zeb’Watha|||제브와타|Зеб'Вата|塞布瓦萨|拉伯瓦薩
Tor'Watha|||Tor’Watha|||토르와타|Тор'Вата|托尔瓦萨|托爾瓦薩
Azjol-Nerub|||Azjol-Nérub|||아졸네룹|Азжол-Неруб|艾卓-尼鲁布|阿茲歐-奈幽
An'daroth|||An’daroth|||안다로스|Ан'дарот|安达洛斯|安都拉斯
An'telas|||An’telas|||안텔라스|Ан'телас|安泰拉斯|安泰拉斯
An'owyn|||An’owyn|||안오윈|Ан'овин|安欧维恩|安歐恩
Zeb'Sora|||Zeb’Sora|||제브소라|Зеб'Сора|塞布索雷|札布索拉
Zeb'Tela|||Zeb’Tela|||제브텔라|Зеб'Тела|塞布提拉|札布泰拉
Zeb'Nowa|||Zeb’Nowa|||제브노와|Зеб'Нова|塞布努瓦|札布諾瓦
Zeth'Gor|||Zeth’Gor|||제스고르|Зет'Гор|塞斯高|薩斯葛爾
Unused3|||Inutilisé3|||미사용3|Не используется3||
Oshu'gun|||Oshu’gun|||오슈군|Ошу'гун|沃舒古|歐夏剛
Unused2|||Inutilisé2|||미사용2|Не используется2||
Zabra'jin|||Zabra’jin|||자브라진|Забра'джин|萨布拉金|薩布拉金
Area 52|||Zone 52|Área 52|Área 52|52번 구역|Зона 52|52区|52區
Ogri'la|||Ogri’la|||오그릴라|Огри'ла|奥格瑞拉|歐格利拉
Zul'Aman|||Zul’Aman|||줄아만|Зул'Аман|祖阿曼|祖阿曼
Halgrind|||Halegrince|Haltorboll|Haltorboll|할그린드|Халгринд|哈尔格林德|霍葛萊
Skorn|||Mörg|||스코른|Скорн|斯克恩|斯考恩
Fort Wildervar|||Fort Hardivar|Fuerte Vildervar|Fuerte Vildervar|빌더바르 요새|Крепость Вилдервар|维德瓦堡垒|威德瓦堡壘
Pal'ea|||Pal’ea|||팔에아|Пал'иа|帕尔依|帕雷亞
Transborea|||Transborée|||북풍길|Трансборея|横贯冰原|越風之地
Gjalerhorn|||Gjalercorne|Gjalercorn|Gjalercorn|샬레르호른|Гьялерхорн|亚勒霍恩|夏勒宏恩
Unu'pe|||Unu’pe|||우누페|Уну'пе|乌努比|昂紐沛
Jintha'kalar|||Jintha’kalar|||진타칼라르|Джинта'калар|金萨卡拉|辛薩卡拉
Zeb'Halak|||Zeb’Halak|||제브할락|Зеб'Халак|塞布哈拉克|札布哈拉克
Drak'ural|||Drak’ural|||드락우랄|Драк'урал|达克乌拉|德拉克烏洛
Drak'Sotra|||Drak’Sotra|||드락소트라|Драк'Сотра|达克索塔|德拉克索璀
Drak'Agal|||Drak’Agal|||드락아갈|Драк'Агал|达克迦尔|德拉克亞苟
Heb'Valok|||Heb’Valok|||헤브발로크|Хеб'Валок|赫布瓦罗|希伯伐洛克
Zim'Abwa|||Zim’Abwa|||짐아브와|Зим'Абва|希姆埃巴|辛阿布瓦
Zim'Torga|||Zim’Torga|||짐토르가|Зим'Торга|希姆托加|辛托加
Heb'Drakkar|||Heb’Drakkar|||헤브드라카|Хеб'Драккар|赫布达卡|希伯德拉卡
Drak'Mabwa|||Drak’Mabwa|||드락마브와|Драк'Мабва|达克玛瓦|德拉克瑪布瓦
Zim'Rhuk|||Zim’Rhuk|||짐루크|Зим'Рук|希姆鲁克|辛茹克
Zol'Heb|||Zol’Heb|||졸헤브|Зол'Хеб|佐尔赫布|佐爾希伯
Camp Tunka'lo|||Camp Tunka’lo|Campamento Tunka'lo|Campamento Tunka'lo|툰카로 야영지|Лагерь Тунка'ло|唐卡洛营地|坦卡羅營地
Dubra'Jin|||Dubra’Jin|||두브라진|Дубра'джин|杜布拉金|杜布拉金
Lor'danel|||Lor’danel|||로르다넬|Лор'данел|洛达内尔|洛丹諾
Gilneas|||Gilnéas|||길니아스|Гилнеас|吉尔尼斯|吉爾尼斯
Kaja'mine|||Kaja’mine|Kaja'mina|Kaja'mina|카자 광산|Каджа'митовая шахта|卡亚矿井|卡迦邁礦區
Tal'doren|||Tal’doren|||탈도렌|Тал'дорен|塔多伦|塔爾多倫
Camp Una'fe|||Camp Una’fe|Campamento Una'fe|Campamento Una'fe|우나페 야영지|Лагерь Уна'фе|乌纳菲营地|烏納非營地
L'ghorek|||L’ghorek|||고레크|Л'горек|拉葛雷克|勒苟雷克
Vashj'ir|||Vashj’ir|||바쉬르|Вайш'ир|瓦丝琪尔|瓦許伊爾
Nazj'vel|||Nazj’vel|||나즈벨|Назж'вел|纳兹维尔|納傑韋爾
Fort Livingston|||Fort-Livingston|Fuerte Livingston|Fuerte Livingston|리빙스턴 요새|Форт Ливингстон|利文斯顿营地|李文斯頓堡壘
Mar'at|||Mar’at|||말아트|Мар'ат|玛莱特|瑪拉特
Loch Verrall|||Loch Verralle|||베랄 호수|Озеро Лок Вералл|瓦拉尔湖|洛克維羅
D-Block|||Bloc D|Bloque D|Bloque D|D 구역|Блок Д|恶魔监狱|D區
Iso'rath|||Iso’rath|||이소라스|Изо'рат|厄索拉斯|伊索拉斯
