Original|Translated
Tishamaat|tishamaat
Arathi|arathi
Velhanite|Ciudadano
Kaheti|kaheti
Algari|algariana
Pheromone|Feromonas
Emmissary|Emisario
Subterranean|Dardopardo
Ramolith|negro
Convoy|convoy
Spineskin|Garrotero
Mechasaur|escarlata
Venture|Ventura
Cave|cueva
Resident|Residente
Tropical|tropical
Runed|Alijo
Snapdragon|carroñero
Wey'nan's|Wey'nan
Bottle|Botella
Echoes|Ecos
Karesh|de
Inquisitive|Mariposa
Chaplain|Capellana
Senn|Seen
Mandrake|gruñona
Directional|de
Cue|Crepuscular
Stallion|blanco
Imp|salvaje
Piglet|Cochinillo
Chicken|Pollo
Rabbit|Conejo
Squirrel|Ardilla
Bleakheart|Clamainferno
Hellcaller|Almaumbría
Ghostpaw|Corredor
Runner|Garraespectro
Moongrove|Arboluna
the|el
Tabby|atigrado
Bombay|bombay
Kitten|blanco
Cockatoo|Cacatúa
Cockatiel|Carolina
Hyacinth|Papagayo
Macaw|Alamagna
Dark|Forestal
Whelpling|curioso
Faeling|Feegón
Hawk|Lechuza
Owl|gavilana
Eagle|magna
Snowshoe|Liebre
Albino|albino
Racer|corredora
Ribbon|Serpiente
Cub|Pelajegrís
Creeping|Lodo
Orcish|Huérfano
Loggerhead|Quijaforte
Snapjaw|Leñobeza
Leatherback|Quijaforte
Olive|Quijaforte
Hawksbill|Quijaforte
Frost|Lobo
Wolf|gélido
Howler|aullador
Tiny|Carpa
Dragon|Glifo
Baby|Bebé
Disgusting|Moquillo
Oozeling|cáustico
Wiggles|Cochinillo
Whiskers|Bigotis
Auctioneer|Subastadora
of|de
Summer|verano
Brightwing|Alasol
Magical|Cigala
Crawdad|mágica
Kitty|Minino
Firefly|Luciérnaga
Miniwing|Cotorrilla
Assassin|Descoronada
Bananas|Plátanos
Peanut|Cacahuete
Stinker|Cuesqui
Nether|abisal
Sinister|Calabacino
Squashling|siniestro
Lich|invocadora
King|Rey
Toothy|Dientecitos
Muckbreath|Malaliento
Pint|Paquidermo
Sized|rosa
Pachyderm|pinta
Searing|Agostizo
Scorchling|abrasador
Snarly|Gruñi
Competition|competición
Reincarnated|Garfacielo
Skytalon|reencarnado
Coyote|coyote
Fry|pequeña
Vampiric|Murciabadejo
Batling|vampírico
Skeletal|Esbirro
Minion|esquelético
Frosty|Carámbano
Skull|Demonología
Sunreaver|Atracasol
Apothecary|boticario
Armored|Subyugador
Snowy|Brincárboles
Gryphon|acorazado
Proto|de
Whelp|protodraco
Donavan|Donovan
Bale|Fardo
Steelbarrow|Carretacero
Skullbreaker|Partecalaveras
Bold|Descarado
Whitedawn|Amaneceblanco
Greenhoof|Pezuñaverde
Grimgrizzle|Tremendollorica
The|El
Amazing|Extraordinario
Moon|Sacerdotisa
Priestess|sacerdotisa
Sorrow|Pena
Redgrin|Risaroja
Stormglory|Gloriatormenta
Hexer|aojador
Spring|Lagartrón
Plump|Pavo
Turkey|cebado
Bear|domesticado
Onu|Onus
Enchanted|Alamagus
Broom|encantada
Squire|Argenta
Gruntling|Argenta
Mechanopeep|Mecanopío
Wolvar|wolvar
Pup|negra
XS|Ensamblaje
Constructor|robótico
Withers|Marchituelo
Calico|Gata
Shimmering|Vermizo
Wyrmling|fulgurante
Macabre|Marioneta
Marionette|macabra
Disciple|Discípulo
Leaping|Prole
Hatchling|Prole
Deviate|Prole
Darting|Prole
Razormaw|Prole
Obsidian|Depositaria
Swift|Tormengrajo
Tuskarr|Niño
Kite|colmillarr
Zipao|zipao
Pandaren|pandaren
Lil'|Mini
Damned|maldito
Perky|Perrito
Pug|faldero
Toxic|Desperdicio
Wasteling|tóxico
Frigid|Escarchizo
Frostling|gélido
Scout|Exploradora
Thor|thor
Bronzebeard|Barbabronce
Brashtide|Tripulante
Crewman|Tripulante
De|Compañero
Weaponized|mecánico
Companion|compañero
Jadecrest|Basilisco
Crawling|Garra
Pebble|Guijarro
Greymane|Cringrís
Fossilized|Prole
High|Alto
Spiderbot|arañabot
Lantern|Farol
Hardboiled|Huevo
Egg|Huevo
Rumbling|Guijarro
Rockling|resonador
Swirling|Tormentilla
Waveling|giratorio
Lamp|mágica
Grubbs|Oruga
Elementium|elementium
Sunflower|cantarín
Deathy|Alamurky
Flamefly|diminuta
Snail|musgoso
Greedy|Kóbold
Legs|Patitas
Voodoo|Figurilla
Figurine|vudú
Balloon|verde
NPC|PNJ
Feline|felino
Creepy|Cajón
Crate|espeluznante
Keg|Poni
Nuts|Piñones
Murkablo|Diablurky
Gregarious|gregario
Slingtail|Cazador
Lorewalker|Eremita
Lumpy|Burujo
Immobile|Catapulta
Stormrage|Tempestira
Lunar|lunar
Butterfly|enérgica
Fetish|Fetiche
Wing|sanadora
Soul|tranquila
Fel|vil
Frenzied|Espíritu
Hopling|Brinquitos
Flailing|Carpa
Lamb|negro
Refugee|forastero
Porcupette|Espinete
Strider|eterno
Door|Puerta
Mouse|Ratón
Harvester|pequeño
Fawn|Cervato
Sheep|polimórfica
Skunk|Mofeta
Spiderling|Arañita
Fleshrender|Zandalari
Defier|mogu
Underling|Zandalari
Parrot|Loro
Ape|mono
Adder|Víboris
Scorpling|Miniescorpión
Huge|Sapo
Toad|gigante
Moccasin|Mocasín
Restless|Espíritu
Shadeling|inquieta
Cockroach|Curiana
Spiky|Lagarto
Little|Pequeño
Alpine|Liebre
Spirits|atormentados
Deer|Ciervo
Maggot|palpitante
Festering|Cresa
Rivett|Perno
Clutchpop|Rompemarchas
Zin'jun|Zin'Jun
Snuff|Sentenciador
Dumptruck|Volquete
Grummle|Grúmel
Lost|Recuerdo
Shado|Guerrero
Pan|del
Villager|Habitante
Saurok|saurok
Hacky|Saurok
Common|Gusanoarado
Mysterious|Aparición
Oderous|olorosa
Rich|Dama
Flyer|Volador
Spiny|Lagarto
Dung|Escarabajo
Crawly|espeluznante
Twilight|Sonido
Gazelle|Gacela
Endless|Eterno
Elfin|Conejo
Horny|Sapo
Crested|Búho
Shimmershell|Caracol
Stinkbug|Bichediondo
Amani|Rabioso
Berserker|Rabioso
Rusty|Oxidado
Silky|Polilla
Faerie|feérico
Rabbot|Robonejo
Sidewinder|Serpenteadora
Qiraji|qiraji
Youngling|joven
Gurkster|Urodelo
Fledgling|Plumarrey
Terrorcotta|Terrorcota
Devouring|Devoratodo
Arctic|Liebre
Borean|Marmota
Oily|Limaza
Slimeling|aceitosa
Stunted|Trozocuerno
Shardhorn|enano
Grizzly|Ardilla
Fishy|Pececillo
Tundra|tundra
Empress|emperatriz
Scourged|Vástago
Carrion|Rata
Mac|Mc
Horned|Lagarto
Tol'vir|Escarabajo
Darkhatched|Rajagargantas
Throatripper|Incubasombras
Stowaway|Rata
Soulbleeder|Incubasombras
Elder|Anciana
Bucktooth|Castor
Flapper|dentudo
Mirror|Zapatero
Silkbead|Caracol
Masked|enmascarado
Spirebound|Cangrejo
Sandy|arenáceo
Skulker|pálido
Otter|Nutria
Quillrat|malayo
Raven|Cuervo
Savory|Alfazaque
Lola|Lolang
Turnip|terrible
Cricket|rojo
Mudmug|Caolín
Bruised|Zarpa
Paw|Herida
Miss|Señorita
Sunwalker|Caminasol
Warden|jurafauces
Broodling|sañosa
Crunchy|Escorpión
Foxling|alpino
Zooey|Culebra
Infiltrator|Infiltrado
Kor'thik|Atracador
Reaver|Aguacortada
Gilded|Polilla
Golden|Civeta
Civet|dorada
Effervescent|Alebrilla
Glowfly|efervescente
Yakrat|Ratayak
Megabrute|Incubasombras
Clouded|Erizo
Hedgehog|nuboso
Shy|Bandipache
Slither|Ofidiss
Rapana|rapana
Whelk|Buccino
Singer|esmeralda
Duskwing|Cuervo
Fiddler|Cigarra
Aqua|Zancudo
Grinder|Molinillo
Elf|noble
Jinyu|jinyu
Father|pandaren
Star|Estrella
Fiery|ígneo
Icy|helado
Silent|Erizo
Onyx|Dragón
Cloud|Dragón
Amorous|Gallo
Rooster|amoroso
Muffin|Bizcocho
Mantid|Volador
Captain|Capitana
Crew|degollador
Old|Viejo
Teensy|Chiquitín
Clucks|Clocló
Darkwidow|Viudaoscura
Webwinder|Tejetela
Flipsy|Cabriola
Young|Joven
Beaky|joven
Eyegouger|Sacaojos
Nanners|Mico
Chin|Chen
Growls|Gruñidos
Mrs.|Sra.
Skitters|Tarántula
Madam|Señora
Flapsalot|Aleteos
Buckethead|Cabezacubo
Ms.|Sra.
Burninator|Brasas
Boomy|Trueno
Mystical|Mística
Stinky|Apestoso
to|a
Vale|valle
Rook|Grajo
Harmonious|Armonioso
Bartender|Posadero
Cook|Cocinero
Mumtar|Colabrea
Ripper|jurafauces
Springtail|Colabrinco
Longneck|Cuellolargo
Flutterby|Revolotea
Oozer|Babas
Mister|Señor
Acidous|Acidoso
Odoron|Odorón
Prancer|Patacoz
Rasp|Raspas
Glimmer|Titilo
Rockhide|Rocapiel
Bounder|Saltabardales
Flutterfly|Alabatiente
Lacewing|Alazada
Beacon|Baliza
Kaboom|Kabum
Whirls|Remolino
Cluckatron|Clocatrón
Firetooth|Escamardiente
Flameclaw|Garrafuego
Beamer|Rayete
Hatewalker|Ultrajador
Indigon|Indigón
Blizzy|Cellisca
Frostmaw|Faucehielo
Tinygos|Diminugos
Plop|Plof
Corpsefeeder|Comecarroña
Subject|Sujeto
Bleakspinner|Hilasombras
Garnestrasz|Granastrasz
Dampwing|Alamojada
Moltar|Pinzalava
Ignious|Ignius
Plaguehorn|Plagacuerno
Darkhammer|Martilloscuro
Sploder|Explotón
Fungor|Hongor
Tripod|Trípode
Glitterfly|Brillolín
Stompy|Retumbador
Wart|Verruga
Cragmaw|Bocarrisco
Gnasher|Rechinador
Chomps|Ñam
Netherbite|Picavacíos
Jadefire|Brasajade
Tinytech|Pocatécnica
Warble|Gorgorito
Gobbles|Gluber
Dinner|Capón
Mort|Morti
Stitch|Costuras
Spooky|Asfixiadora
Strangler|pavorosa
Beakmaster|Picomaestro
Grizzle|Grisez
Blastfuse|Mechaexplosiva
Nearly|Casi
Headless|Decapitado
Dragonwaste|Dragostador
Gutretch|Arcadón
Subjugated|Draco
Enslaver|Dragostador
Major|Mayor
Dor|Dori
Fangor|Colmillor
Skyshaper|Formacielos
Woodcarver|Tallamadera
Needleback|Conchapúa
Lightstalker|Sigueluz
Brood|Linaje
Mothallus|Alevón
Toothbreaker|Rompedientes
Siren|Silbo
Bleat|Baladín
Lapin|Lapín
Piqua|Pichuán
Mutilator|Púas
Pounder|Aporreador
Crusher|Triturador
Stormlash|Colatifón
Chirrup|Chirrido
Shrines|Santuarios
Farmer|Granjera
Courageous|Valiente
Wastewalker|Transitayermos
Chosen|Campeón
Pool|sangriento
Crystallus|Cristallus
Incinderous|Incendiosa
Ashtail|Colaceniza
Clatter|Crujillo
Pyth|Ofidia
Steadyfist|Puñofirme
Banefury|Malafuria
Bomblobber|Salpicabombas
Scarfang|Dientescara
Wise|Oreja
Elite|Kor'kron
Seeker|vil
Skimmer|Flotador
Codejack|Clavijón
Mollus|Molus
Diamond|Diamante
Dipsy|Revolcón
Flufftail|Peluche
Emeralda|Esmeralda
Moonstalker|Acechalunas
Baneling|Pesteling
Sleet|Carámbano
Drogar|Dregar
Battletron|Batallatrón
Illusionist|Ilusionista
Bobble|Pompón
Megablast|Megabomba
Queasy|Atolondrado
Watt|Vatio
Kerploder|kerplosionador
Summoner|Invocador
Twinbraid|Trenzado
Gnomish|Máquina
Shadowbreaker|Domasombras
Ebonlocke|Crinébano
Citizen|preocupado
Proudmoore|Valiente
Loaded|con
Satyr|Illidari
Order|orden
Work|Obra
Dippy|Chapuzón
Goredome|Cocosangre
Hoofstomp|Hollapezuña
Dreadweaver|Tejetinieblas
Rocks|Rocas
Flowing|Espíritu
Whispering|Espíritu
Scargash|Sangrescara
Horridon|Horridonte
Sumprush|Roedor
Narrator|Narrador
Gorger|Arcano
Gorespine|Puasangre
Greyhoof|Pezuñagrís
Wanderer|Errante
Skitterer|lúgubre
Glowy|Destello
Tiptoe|Patucos
Whispertail|Colarrumor
Sludgy|Babosín
Dusty|Pizcos
Clock'em|Aparejo
Displaced|Hojafaca
Stitched|Cachorro
Mindslayer|destripamentes
Untamed|Indomable
Chrominius|Crominius
Wyvern|acorazado
Lofty|Tratado
Libram|magnánimo
Fluxfire|Felino
Anodized|Cachorro
Robo|robot
Cogblade|Hojapiñón
Whisperwind|Susurravientos
Slayer|hediondo
Fixer|Manitas
(High|(elfa
Elf)|noble)
Commoner|Zandalari
Soultwister|Zandalari
Thundertail|Castor
Sandling|viviente
Razortooth|electrificado
Kneebiter|Zandalari
Python|ancestral
Son|Hijo
den|Den
Sunfur|Panda
Naga|naga
Anklerender|Zandalari
Footslasher|Zandalari
Toenibbler|Zandalari
Frostmane|Rebanacabezas
Headhunter|Peloescarcha
Hatemonger|Zandalari
Nibbleh|Níbilis
FIST|ZARPAS
Warmonger|Kor'kron
Seer|Vidente
Pham|Fan
Roo|Ru
Lieutenant|Teniente
Paratrooper|Kor'kron
Bad|lobo
Tideskipper|Saltamareas
Lesser|Elementales
Fiendish|Diablillo
Overseer|Sobrestante
Visionary|Kor'kron
de|el
Unborn|nonata
Fluid|viviente
Viscous|Horror
Fey|hada
Doopy|Bobalicón
ji|Ji
Blossoming|Anciano
Siegecrafter|Asediador
Blackfuse|Mechanegra
Patchfur|Gruñidor
Yapper|Pelambrera
Binder|Protectora
Crafty|Sagacillo
Sharpeye|Vistafilada
Bloodbeak|Carroñero
Scavenger|carnecosida
Clever|Listo
Phoenix|fénix
Azurespine|Azurespín
Wolvy|Lobito
Blingtron|Joyatrón
Trogg|Apoderado
Drifter|Morador
Screamer|enjambrador
Stormoen|Tormentoen
Banks|Huchita
Chirps|Grigrí
Brewly|Cerves
Patience|Paciencia
Socks|Calcetines
River|Río
Scrapsniffer|famélico
Monsterous|Larva
Shard|Fragmento
Chi,|Zi,
Calfling|cría
Icejaw|Muerdepiedras
Exarch|exarca
Anchorite|Anacoreta
Moonfang|Dienteluna
Snowclaw|Garranieve
Felsong|Cantovil
Earthrender|Procuratierra
Vendor|kyriana
Farseer|Clarividente
Trillium|trillium
Outrider|Escolta
Sparkfizz|Silbachispa
Bling|Joyatrón
Skirmisher|Hostigador
Sellsword|Mechanegra
Ashmane|Uñagrieta
Droplet|Brote
Bombling|Mechanegra
Ominous|Llama
Froglet|tragona
Spineclaw|Cangrejo
Skywisp|Polillita
Ashleaf|Duendecillo
Spriteling|Hojaniza
Ashwing|Polillita
Flamering|Polillita
Bladewing|Alacuchilla
Darkhunter|Cazasombras
Gearslip|Tuercafloja
Snowpaw|Zarpanieve
Newcomer|Forastero
Chef|chef
Bonkers|Majara
Stalker|invisible
Vengeful|Investigación
Rotten|Draco
Helper|podrido
Snowfury|Furianieve
Magmatic|Sombraluna
Swiftclaw|Sombraluna
Stormcaller|Sombraluna
Steelcrush|Aplastacero
Machinist|Maquinista
Blackfingers|Dedosnegros
Flaming|flameante
Kindler|Ignitus
Shrieker|Chillona
Limbflayer|Desollabrazos
Shardback|Lomoduro
Darkanvil|Yunquenegro
Harbinger|Presagista
Firelish|Ardoris
Ashmaul|Truhan
Bruiser|Machacabrasas
Wallbreaker|Rompemuros
Initiate|Iniciada
Warmouth|Bocaguerra
Ruthless|Despiadado
Lookout|Oteador
Unbroken|Morropitón
Goresnout|bravío
Shieldbearer|Portaescudos
Heavyhands|Manospesadas
Resolute|Resuelta
Bloodmaul|Depositario
Warder|Obsidiana
Possible|Posible
Fallen|Sacerdotisa
Battlehoof|desafiante
Barricade|Barricada
Defiled|Caminarboledas
Overturned|volteada
Table|pesada
Weeping|Espíritu
Floating|Daga
Rooter|Raíces
Amberfur|pelámbar
Grimshot|Tirosiniestro
Slaver|Esclavista
Beautiful|Bella
Magnifying|de
Glass|lupa
Skyreaver|férreo
Staff|Arcano
Goreslob|Sangresucia
Razortusk|Colmifilus
Ranger|oscura
Meltmaw|Mascafundidos
Caretaker|elisio
Bonechewer|Carroñera
Cannibal|Mascahuesos
Na'shra|Na'Shra
Stonebinder|Amarrapiedra
Skullsplinter|Revientacráneos
Hogs|Hoggito
Deceptia|Decepcia
Watcher|Vigía
Fireblade|Convocador
Surveyor|auxiliar
Siegemaker|Asediador
Songbrook|Cantoarroyo
Wingless|Alas
Halforcen|Semiorco
Child|draenei
Explorer|febril
Doomfist|Puñofatal
Wargut|Agallaguerra
Dryback|Devorador
Breezestrider|Potro
Colt|Brizancada
Miner|herida
Weebomination|Pequebominación
Hollow|Foso
Savage|Sangrante
Hatchet|Sangrante
Dawnblade|Hojalba
Thalassian|Destrero
Charger|thalassiano
Bonechopper|Destrozada
Bladefist|Garrafilada
Trader|Comerciante
Crazy|Zanahoria
Carrot|chiflada
Grapplehammer|Martillazos
Cogspin|Rotadiente
Ironstock|Cargacero
Foreman|Supervisor
Squirt|Pitusa
Deebs|Diablín
Puzzle|Puzle
Gronnstalker|Acechagronns
Palm|Anciano
Moonshadow|Umbraluna
Man|esqueleto
Windroc|Vientorroc
Axebeak|mecánico
Acidtooth|Devorador
Corroder|Molácidus
Outcast|esclavizado
Brewbelly|Cervepanza
Lagerpounder|Birrapinta
Zapblast|Pumzas
Razorleaf|desplazado
Squiggy|Garrapato
Bladehowl|Aullaespada
Supplies|Suministros
Ravenspeaker|Oracuervos
Steelbringer|Portacero
Icemaw|Faucehielo
Flock|bandada
Brightburn|Ardeluz
Warcrusher|ogron
Moonwarden|Guardaluna
Thornbearer|Portaespinas
Nighthowl|Sombraullido
Rancher|Ranchero
Sparkknuckle|Puñochispa
Corporal|Cabo
Spinecrusher|ogron
Uncreator|Aniquilador
Reader|de
Unlucky|Pez
Pinchwhistle|Silbapellizco
Malign|Maligna
Grovetender|Tallotierno
Leafminder|Piensaflor
Deathshot|Tiromortal
Blastrap|Tramparrayo
Karka|Kerka
Frostweaver|Tejescarcha
REUSE|REUTILIZAR
Younglove|Amador
Noggenfogger|Tragonublo
Earthtongue|Lenguatierra
Voidheart|Almavacua
Calla|Kalla
Ebonlight|Abeluz
Plainstrider|Algalope
Ageless|Eterno
Grimfrost|Bracero
Drudge|Siniescarcha
Frostbeak|Carroñero
Flamespeaker|Machacasangre
Mauler|gilneano
Royal|Pterrordáctilo
Guardsman|goriano
Bloodchosen|Sangrante
Feywing|encantado
Starcaller|Clamaestrellas
Monishot|Guita
Salty|Sagacio
Futz|Haragán
Patient|Paciente
Plainsmender|Sanallanuras
Archon|Arconte
Bullheaded|Astado
Starsorrow|Lloraestrellas
Moonshell|Cangrejo
Brawler|Destrozada
Shameless|Sinvergüenza
Racy|Carreras
Kingslayer|Matarreyes
Bitey|Mordiscos
Mechanic|mecánico
Shredmaster|Trituratrón
Goldmane|Oromelena
Skinner|Desollador
Artificer|artificiero
Goldbraids|Trenzadorada
Ashenblade|Acenizo
Frostwind|Ventogélido
Blindseyed|Cegado
Hallowsend|Santiada
Ironheart|Coracero
Sternbeard|Barbadusta
Frostfinger|Dedoescarcha
Azuregaze|Mirazur
Starsong|Cantoestelar
Thornstorm|Tormentaspina
Nightbane|Nocturno
Mistrunner|Correniebla
Fangborne|Portacolmillo
Frostfur|Rata
Hackenslash|Cortehachazo
Swordbreaker|Quiebraespadas
Dawncaller|Clamalba
Silverfury|Furiargenta
Grindspinner|Girador
Stormgrip|Tormentagarre
Lichbane|Plagamuerte
Fastneedle|Agujapresta
Arachni|Arácnida
Bloodseeker|cruenta
Adherent|Adepto
Boomsticks|Bocardas
Doombrow|Ceñomaldito
Meadowglaive|Gujapradera
Thresher|Trilladora
Swiftstone|Rocapresta
Blackmantle|Mantonegro
Darkbrow|Ceñoscuro
Mourningsong|Cantaluto
Sorrowblade|Hojapena
Blightbearer|Portainfortunios
Mourningsun|Duelosol
Greenheart|Almaverde
Grasshoof|Hierbapezuña
Raider|Rocamugre
Frostwing|Estridador
Screecher|Alaescarcha
Imperator|Imperador
Weapon|Escudo
Walker|Peregrino
Construct|avanzado
Bladefury|Furiafilo
Autumnal|Germinador
Sproutling|otoñal
Sun|Germinador
Sassy|Germinador
Nightshade|Germinador
Mangled|destrozado
Enforcer|Déspota
Battered|Prisionero
Majestic|Majestuoso
Felador|Felodar
Fist|Puño
Adventuring|Aventurera
Ghastly|Chivo
Kid|Niño
Wishbright|Linterna
Herbalist|Herborista
Tamed|Oso
Swiftpaw|Zarpaligera
Ripfist|Rasgapuño
Mistbargain|Regateos
Waterrites|Aguasbravas
Laughing|Devastador
Wolfeye|Ojolobo
Heallix|Sanalix
Skatterstorm|Esparcetormentas
Galestriker|Atizatempestades
Noxious|Mandrágora
Mandragora|nociva
Gnarled|Anciano
Lifebinder|botani
Sunstalker|Acechasol
Goldaim|Rastreaoro
Trueflint|Buenayesca
Rainsinger|Cantalluvias
Greenfoot|Verdepié
Shatterfury|Furiatrizas
Yewshade|Tejosombra
Matoclaw|Matogarra
Moonheart|Lunarazón
Wildsong|Cantosalvaje
Hornsby|Cuernosbi
Deathwatch|Prole
Thunderhide|Truenopiel
Galeheart|Alatifón
Thundersong|Cantatrueno
Trueoak|Roblepuro
Vine|atacante
Stonefury|Rocafuria
Sunfall|Puestasolar
Unchaste|Impura
Brightsocket|Cuencarradiante
Whitemace|Varablanca
Heartbinder|Fusionaespíritus
Pyromancer|Machacabrasas
Phylarch|Filarca
Evergreen|Perenne
Mossbite|Arácnido
Exterminator|Exterminador
Clobberbottom|Collejas
Zen'Kiki|Zen'kiki
Strange|Insolitus
Moonbreak|Rompeluna
Skullslice|Cachocráneo
Nighthowler|Aullasombras
Soulblaze|Almardiente
Mole|Máquina
Junglebeak|Picoselva
Stonegrinder|Machacapiedras
Bloodsting|Avispa
Amberbarb|Avispa
Ironsnare|Cepoférreo
Morrowsong|Cantofuturo
Winterwisp|Fatuinvierno
Bloodslur|Farfullasangre
Ravenwood|Frondacuervo
Glaiveweaver|Tejeguja
Stoneshield|Petrescudo
Gnawface|Muerdecaras
Carrotus|Zanahorius
Punisher|abjurante
Pointy|Picudín
Squid|Calamar
Stormgrinder|Machacatormentas
Sunrage|Furiasolar
Beckoned|Sacudetierra
Earthshaker|tauren
Earthtwister|atraído
Carroteye|Zanahoriojo
Sloppus|Despojius
Beakinator|Piconador
Floret|Cogollo
Grubbles|Larvoso
Stings|Pinchipúa
Scrags|Estrangulezo
Archimedes|Arquímedes
Stonechewer|Mascarrocas
Protectron|Protectrón
Manos|Panos
Blindfury|Furiaciega
Dawnfeather|dorado
Slivermaw|Faucesquirla
Pools|Muertas
Felthrall|Vilesclavo
Darksummit|Piconegro
Brother|Hermano
Whitepeak|Cumbrenívea
Nightspear|Noctulanza
Blazing|Reptacenizas
Cindercrawler|llameante
Knight|caballero
Widget|Cachivache
Departed|Difunto
Venomshiv|Venofilo
Nascent|Camorrista
Flintlocke|Cierrasílex
Lowping|Dagabaja
Gravy|Salsera
Anomaly|Arcana
Stonegar|Petrón
Prowler|Merodeador
Emberblade|Hojascuas
Bonemaw|Quijahueso
Sage|sabia
Witherbark|Cortezamustia
Orebender|Doblegamenas
Ragewing|Alaíra
Sorcerer|jurafauces
Ironshot|Disparoférreo
Watchful|Ojo
Wraith|Sombranoche
Hexeater|Comemaleficios
Immature|Prole
Zorren|Zaurren
Seaborne|Espora
Ironhide|Pielférrea
Bull|dominante
Stillbreath|Sinsoplo
Veinripp|Cortavenas
Coalheart|Carbonazón
Blackvein|Venanegra
Bloodhowl|Sangraullido
Hailstrike|Golpegranizo
Chillborne|Portafríos
Starkblast|Crudexplosión
Shatterborne|Llevañicos
Morningchill|Albafrío
Flagdabble|Salpiquemblema
Bitterstone|Rocamarga
Shieldshatter|Partescudos
Crashcrank|Chocamanijas
Sister|Hermana
Rainglow|Brillalluvia
Brightsong|Cantoalegre
Stonechapel|Petracapilla
Hydraling|Hidrita
Swiftarc|Arcoveloz
Dourblade|Hojadusta
Quickwidget|Trastopronto
Stonewhisper|Susurropétreo
Lightshielder|Escudaluz
Stormsinger|Cantatormentas
Fizzlefury|Chispira
Doubleblade|Hojadoble
Amorphic|amorfo
Cow|pigmea
Fungus|Hongo
Castle|Castillo
Cookie|Cocinitas
Scythetooth|dienteguadaña
Irontusk|Pisoteador
Trampler|colmihierro
Brackenspore|Frondaespora
Rampant|Gladiador
Shadowcog|Molaro
Wrenix|Desdio
Wretched|Sirviente
Bloodbane|Malasangre
Stormclaw|Garratormenta
Dreamseeker|Buscasueños
Fence|Perista
Crushmaul|Mazachacador
Raketalon|Horcagarra
Brambleking|Zarzarrey
Brokenfang|Colmillorroto
Bloodmane|Colmillochico
Shortfang|Sangremelena
Nefarious|Señora
Madame|nefaria
Artifact|Artefacto
Cyclonic|Furia
Slag|animada
Grimblade|Filosiniestro
Dethwidget|Trastofinado
Frostsprocket|Rodascarcha
Fallensong|Cantocaído
Bitterwalker|Caminahiel
Helhammer|Martillaverno
Rimeheart|Almaescarchada
Wintercall|Gritoinvernal
Gravewalker|Caminatumbas
Searingstrike|Golpeardiente
Strifesprocket|Ruedalid
Starhelm|Yelmoestrella
Ragebreak|Rompeíra
Stormvigil|Vigilialuvión
Doomrend|Rasgarruina
Steeltusk|Dienteférreo
Hatespark|Chispita
Malword|Malapalabra
Blightsteel|Aceromarchito
Blackgorge|Gaznatenegro
Blighthoof|Pezuñainfecta
Shadereaver|Despojasombras
Festerbloom|Florístula
Soulfang|Almadiente
Firewing|Alafuego
Stormwing|Alatormenta
Keystone|Piedrangular
Lightspanner|Llaveluz
Darkplait|Trenzaoscura
Redknife|Hojarroja
Sunblood|Sangresol
"""the"|"""la"
"Fox"""|"Astuta"""
Dawngrief|Albapesar
Hawkstrike|Golpehalcón
Sparkblade|Filochispa
Sundagger|Dagasol
Keenedge|Filosagaz
Bloodedge|Filosangriento
Duskwalker|Caminocaso
Goreslash|Tajosangre
Brandykeg|Brandybarril
Steelfinger|Dedoacerado
Darkcloak|Capalóbrega
Flintedge|Filosílex
Stonecircle|Aropétreo
Talusfall|Altalón
Breakstorm|Partetormentas
Flamehammer|Llamamartillo
Sunhunger|Hambresolar
Demonbreak|Demorruptus
Briarblack|Zarzanegra
Blackember|Ascuanegra
Crookmaw|Muecatorcida
Beastbreaker|Rompebestias
Feltalker|Oravil
Felwalker|Caminovil
Duskrend|Rasgaocaso
Rivershade|Ríosombra
Quickshot|Tiropresto
Oakengrip|Sujetarrobles
Fiendtamer|Domademonio
Talongrasp|Agarragarfa
Brassrokkit|Azofarokkit
Shattershield|Rompescudo
Swiftshot|Tirorraudo
Coggeye|Vistacople
Aimbot|Apuntabot
Snaresizzle|Crepitacepo
Deathward|Custodiamuerte
Brightshield|Brillaescudo
Silverbeam|Rayoplata
Sniveling|Estafador
Swindler|llorica
Burnbright|Ardebrillo
Dawn|Aurora
Tempering|Templadora
Awarri|Awari
Blazecall|Clamardor
Fireweaver|Tejefuego
Amberstar|Astrocárabe
Chillbreeze|Brisafresca
Frostlighter|Alumbraescarcha
Sunshard|Esquirlasol
Icecrag|Hielorrisco
Blusterblast|Bramestallido
Frostdrift|Derivaescarcha
Hopwash|Lavasalto
Tigersbite|Muerdetigres
Raindrinker|Bebelluvia
Shareflagon|Donajarras
Sunblessing|Dichasolar
Renewer|Renovador
Bearhide|Peloso
Threepints|Trespintas
Cloudchant|Cantonube
Hackspring|Hachamana
Starkflange|Bordescueto
Smitehammer|Rompemartillos
Hammerdown|Bajamartillos
Tally|Talbukete
Doodle|Garabato
Ironsafe|Ferrosalvo
Stonecleave|Hienderrocas
Pixiebell|Campanillo
Furybrand|Marcafuria
Solheart|Corasol
Benedictive|Bendito
Axeblow|Golpehacha
Shadowsun|Solumbrío
Starstaff|Varastral
Wolfgar|Lobogar
Wolfus|Lobus
Darkwing|Alaoscura
Apexis|apexis
Grace|Gracia
Serendipity|Serendipia
Dawnseeker|Buscalba
Professor|Profesora
Cacklebone|Riehuesos
